"Month","Division","Line","Day Type","Reporting Category","Incidents"
"2022-06-01","A DIVISION","7","1","Planned ROW Work","17"
"2022-06-01","A DIVISION","7","1","Police & Medical","50"
"2022-06-01","A DIVISION","7","2",,"0"
"2022-06-01","A DIVISION","7","2","Crew Availability","11"
"2022-06-01","A DIVISION","7","2","External Factors","0"
"2022-06-01","A DIVISION","7","2","Infrastructure & Equipment","5"
"2022-06-01","A DIVISION","7","2","Operating Conditions","14"
"2022-06-01","A DIVISION","7","2","Planned ROW Work","9"
"2022-06-01","A DIVISION","7","2","Police & Medical","16"
"2022-06-01","A DIVISION","S 42nd","1",,"0"
"2022-06-01","A DIVISION","S 42nd","1","Crew Availability","1"
"2022-06-01","A DIVISION","S 42nd","1","External Factors","0"
"2022-06-01","A DIVISION","S 42nd","1","Infrastructure & Equipment","2"
"2022-06-01","A DIVISION","S 42nd","1","Operating Conditions","0"
"2022-06-01","A DIVISION","S 42nd","1","Planned ROW Work","0"
"2022-06-01","A DIVISION","S 42nd","1","Police & Medical","3"
"2022-06-01","A DIVISION","S 42nd","2",,"0"
"2022-06-01","A DIVISION","S 42nd","2","Crew Availability","0"
"2022-06-01","A DIVISION","S 42nd","2","External Factors","0"
"2022-06-01","A DIVISION","S 42nd","2","Infrastructure & Equipment","0"
"2022-06-01","A DIVISION","S 42nd","2","Operating Conditions","0"
"2022-06-01","A DIVISION","S 42nd","2","Planned ROW Work","0"
"2022-06-01","A DIVISION","S 42nd","2","Police & Medical","2"
"2022-06-01","B DIVISION","A","1",,"0"
"2022-06-01","B DIVISION","A","1","Crew Availability","34"
"2022-06-01","B DIVISION","A","1","External Factors","75"
"2022-06-01","B DIVISION","A","1","Infrastructure & Equipment","87"
"2022-06-01","B DIVISION","A","1","Operating Conditions","94"
"2022-06-01","B DIVISION","A","1","Planned ROW Work","59"
"2022-06-01","B DIVISION","A","1","Police & Medical","77"
"2022-06-01","B DIVISION","A","2",,"0"
"2022-06-01","B DIVISION","A","2","Crew Availability","17"
"2022-06-01","B DIVISION","A","2","External Factors","16"
"2022-06-01","B DIVISION","A","2","Infrastructure & Equipment","22"
"2022-06-01","B DIVISION","A","2","Operating Conditions","33"
"2022-06-01","B DIVISION","A","2","Planned ROW Work","26"
"2022-06-01","B DIVISION","A","2","Police & Medical","30"
"2022-06-01","B DIVISION","B","1",,"0"
"2022-06-01","B DIVISION","B","1","Crew Availability","15"
"2022-06-01","B DIVISION","B","1","External Factors","1"
"2022-06-01","B DIVISION","B","1","Infrastructure & Equipment","34"
"2022-06-01","B DIVISION","B","1","Operating Conditions","91"
"2022-06-01","B DIVISION","B","1","Planned ROW Work","20"
"2022-06-01","B DIVISION","B","1","Police & Medical","33"
"2022-06-01","B DIVISION","C","1",,"0"
"2022-06-01","B DIVISION","C","1","Crew Availability","13"
"2022-06-01","B DIVISION","C","1","External Factors","0"
"2022-06-01","B DIVISION","C","1","Infrastructure & Equipment","26"
"2022-06-01","B DIVISION","C","1","Operating Conditions","58"
"2022-06-01","B DIVISION","C","1","Planned ROW Work","10"
"2022-06-01","B DIVISION","C","1","Police & Medical","60"
"2022-06-01","B DIVISION","C","2",,"0"
"2022-06-01","B DIVISION","C","2","Crew Availability","7"
"2022-06-01","B DIVISION","C","2","External Factors","0"
"2022-06-01","B DIVISION","C","2","Infrastructure & Equipment","11"
"2022-06-01","B DIVISION","C","2","Operating Conditions","24"
"2022-06-01","B DIVISION","C","2","Planned ROW Work","7"
"2022-06-01","B DIVISION","C","2","Police & Medical","15"
"2022-06-01","B DIVISION","D","1",,"0"
"2022-06-01","B DIVISION","D","1","Crew Availability","40"
"2022-06-01","B DIVISION","D","1","External Factors","1"
"2022-06-01","B DIVISION","D","1","Infrastructure & Equipment","48"
"2022-06-01","B DIVISION","D","1","Operating Conditions","90"
"2022-06-01","B DIVISION","D","1","Planned ROW Work","44"
"2022-06-01","B DIVISION","D","1","Police & Medical","86"
"2022-06-01","B DIVISION","D","2",,"0"
"2022-06-01","B DIVISION","D","2","Crew Availability","19"
"2022-06-01","B DIVISION","D","2","External Factors","0"
"2022-06-01","B DIVISION","D","2","Infrastructure & Equipment","13"
"2022-06-01","B DIVISION","D","2","Operating Conditions","31"
"2022-06-01","B DIVISION","D","2","Planned ROW Work","13"
"2022-06-01","B DIVISION","D","2","Police & Medical","22"
"2022-06-01","B DIVISION","E","1",,"0"
"2022-06-01","B DIVISION","E","1","Crew Availability","41"
"2022-06-01","B DIVISION","E","1","External Factors","0"
"2022-06-01","B DIVISION","E","1","Infrastructure & Equipment","72"
"2022-06-01","B DIVISION","E","1","Operating Conditions","88"
"2022-06-01","B DIVISION","E","1","Planned ROW Work","51"
"2022-06-01","B DIVISION","E","1","Police & Medical","46"
"2022-06-01","B DIVISION","E","2",,"0"
"2022-06-01","B DIVISION","E","2","Crew Availability","8"
"2022-06-01","B DIVISION","E","2","External Factors","0"
"2022-06-01","B DIVISION","E","2","Infrastructure & Equipment","8"
"2022-06-01","B DIVISION","E","2","Operating Conditions","5"
"2022-06-01","B DIVISION","E","2","Planned ROW Work","8"
"2022-06-01","B DIVISION","E","2","Police & Medical","8"
"2022-06-01","B DIVISION","F","1",,"0"
"2022-06-01","B DIVISION","F","1","Crew Availability","38"
"2022-06-01","B DIVISION","F","1","External Factors","2"
"2022-06-01","B DIVISION","F","1","Infrastructure & Equipment","94"
"2022-06-01","B DIVISION","F","1","Operating Conditions","68"
"2022-06-01","B DIVISION","F","1","Planned ROW Work","67"
"2022-06-01","B DIVISION","F","1","Police & Medical","56"
"2022-06-01","B DIVISION","F","2",,"0"
"2022-06-01","B DIVISION","F","2","Crew Availability","7"
"2022-06-01","B DIVISION","F","2","External Factors","0"
"2022-06-01","B DIVISION","F","2","Infrastructure & Equipment","18"
"2022-06-01","B DIVISION","F","2","Operating Conditions","7"
"2022-06-01","B DIVISION","F","2","Planned ROW Work","16"
"2022-06-01","B DIVISION","F","2","Police & Medical","16"
"2022-06-01","B DIVISION","G","1",,"0"
"2022-06-01","B DIVISION","G","1","Crew Availability","4"
"2022-06-01","B DIVISION","G","1","External Factors","1"
"2022-06-01","B DIVISION","G","1","Infrastructure & Equipment","31"
"2022-06-01","B DIVISION","G","1","Operating Conditions","46"
"2022-06-01","B DIVISION","G","1","Planned ROW Work","19"
"2022-06-01","B DIVISION","G","1","Police & Medical","17"
"2022-06-01","B DIVISION","G","2",,"0"
"2022-06-01","B DIVISION","G","2","Crew Availability","4"
"2022-06-01","B DIVISION","G","2","External Factors","0"
"2022-06-01","B DIVISION","G","2","Infrastructure & Equipment","4"
"2022-06-01","B DIVISION","G","2","Operating Conditions","5"
"2022-06-01","B DIVISION","G","2","Planned ROW Work","5"
"2022-06-01","B DIVISION","G","2","Police & Medical","1"
"2022-06-01","B DIVISION","JZ","1",,"0"
"2022-06-01","B DIVISION","JZ","1","Crew Availability","14"
"2022-06-01","B DIVISION","JZ","1","External Factors","0"
"2022-06-01","B DIVISION","JZ","1","Infrastructure & Equipment","34"
"2022-06-01","B DIVISION","JZ","1","Operating Conditions","63"
"2022-06-01","B DIVISION","JZ","1","Planned ROW Work","23"
"2022-06-01","B DIVISION","JZ","1","Police & Medical","38"
"2022-06-01","B DIVISION","JZ","2",,"0"
"2022-06-01","B DIVISION","JZ","2","Crew Availability","6"
"2022-06-01","B DIVISION","JZ","2","External Factors","2"
"2022-06-01","B DIVISION","JZ","2","Infrastructure & Equipment","4"
"2022-06-01","B DIVISION","JZ","2","Operating Conditions","8"
"2022-06-01","B DIVISION","JZ","2","Planned ROW Work","4"
"2022-06-01","B DIVISION","JZ","2","Police & Medical","11"
"2022-06-01","B DIVISION","L","1",,"0"
"2022-06-01","B DIVISION","L","1","Crew Availability","14"
"2022-06-01","B DIVISION","L","1","External Factors","0"
"2022-06-01","B DIVISION","L","1","Infrastructure & Equipment","30"
"2022-06-01","B DIVISION","L","1","Operating Conditions","4"
"2022-06-01","B DIVISION","L","1","Planned ROW Work","24"
"2022-06-01","B DIVISION","L","1","Police & Medical","23"
"2022-06-01","B DIVISION","L","2",,"0"
"2022-06-01","B DIVISION","L","2","Crew Availability","14"
"2022-06-01","B DIVISION","L","2","External Factors","0"
"2022-06-01","B DIVISION","L","2","Infrastructure & Equipment","10"
"2022-06-01","B DIVISION","L","2","Operating Conditions","1"
"2022-06-01","B DIVISION","L","2","Planned ROW Work","6"
"2022-06-01","B DIVISION","L","2","Police & Medical","7"
"2022-06-01","B DIVISION","M","1",,"0"
"2022-06-01","B DIVISION","M","1","Crew Availability","20"
"2022-06-01","B DIVISION","M","1","External Factors","0"
"2022-06-01","B DIVISION","M","1","Infrastructure & Equipment","64"
"2022-06-01","B DIVISION","M","1","Operating Conditions","52"
"2022-06-01","B DIVISION","M","1","Planned ROW Work","10"
"2022-06-01","B DIVISION","M","1","Police & Medical","33"
"2022-06-01","B DIVISION","M","2",,"0"
"2022-06-01","B DIVISION","M","2","Crew Availability","0"
"2022-06-01","B DIVISION","M","2","External Factors","0"
"2022-06-01","B DIVISION","M","2","Infrastructure & Equipment","1"
"2022-06-01","B DIVISION","M","2","Operating Conditions","0"
"2022-06-01","B DIVISION","M","2","Planned ROW Work","0"
"2022-06-01","B DIVISION","M","2","Police & Medical","0"
"2022-06-01","B DIVISION","N","1",,"0"
"2022-06-01","B DIVISION","N","1","Crew Availability","25"
"2022-06-01","B DIVISION","N","1","External Factors","4"
"2022-06-01","B DIVISION","N","1","Infrastructure & Equipment","58"
"2022-06-01","B DIVISION","N","1","Operating Conditions","93"
"2022-06-01","B DIVISION","N","1","Planned ROW Work","58"
"2022-06-01","B DIVISION","N","1","Police & Medical","80"
"2022-06-01","B DIVISION","N","2",,"0"
"2022-06-01","B DIVISION","N","2","Crew Availability","17"
"2022-06-01","B DIVISION","N","2","External Factors","1"
"2022-06-01","B DIVISION","N","2","Infrastructure & Equipment","12"
"2022-06-01","B DIVISION","N","2","Operating Conditions","27"
"2022-06-01","B DIVISION","N","2","Planned ROW Work","15"
"2022-06-01","B DIVISION","N","2","Police & Medical","23"
"2022-06-01","B DIVISION","Q","1",,"0"
"2022-06-01","B DIVISION","Q","1","Crew Availability","24"
"2022-06-01","B DIVISION","Q","1","External Factors","4"
"2022-06-01","B DIVISION","Q","1","Infrastructure & Equipment","41"
"2022-06-01","B DIVISION","Q","1","Operating Conditions","107"
"2022-06-01","B DIVISION","Q","1","Planned ROW Work","36"
"2022-06-01","B DIVISION","Q","1","Police & Medical","63"
"2022-06-01","B DIVISION","Q","2",,"0"
"2022-06-01","B DIVISION","Q","2","Crew Availability","13"
"2022-06-01","B DIVISION","Q","2","External Factors","2"
"2022-06-01","B DIVISION","Q","2","Infrastructure & Equipment","12"
"2022-06-01","B DIVISION","Q","2","Operating Conditions","47"
"2022-06-01","B DIVISION","Q","2","Planned ROW Work","17"
"2022-06-01","B DIVISION","Q","2","Police & Medical","26"
"2022-06-01","B DIVISION","R","1",,"0"
"2022-06-01","B DIVISION","R","1","Crew Availability","28"
"2022-06-01","B DIVISION","R","1","External Factors","0"
"2022-06-01","B DIVISION","R","1","Infrastructure & Equipment","39"
"2022-06-01","B DIVISION","R","1","Operating Conditions","62"
"2022-06-01","B DIVISION","R","1","Planned ROW Work","8"
"2022-06-01","B DIVISION","R","1","Police & Medical","39"
"2022-06-01","B DIVISION","R","2",,"0"
"2022-06-01","B DIVISION","R","2","Crew Availability","10"
"2022-06-01","B DIVISION","R","2","External Factors","0"
"2022-06-01","B DIVISION","R","2","Infrastructure & Equipment","7"
"2022-06-01","B DIVISION","R","2","Operating Conditions","14"
"2022-06-01","B DIVISION","R","2","Planned ROW Work","9"
"2022-06-01","B DIVISION","R","2","Police & Medical","6"
"2022-06-01","B DIVISION","S Fkln","1",,"0"
"2022-06-01","B DIVISION","S Fkln","1","Crew Availability","0"
"2022-06-01","B DIVISION","S Fkln","1","External Factors","0"
"2022-06-01","B DIVISION","S Fkln","1","Infrastructure & Equipment","2"
"2022-06-01","B DIVISION","S Fkln","1","Operating Conditions","0"
"2022-06-01","B DIVISION","S Fkln","1","Planned ROW Work","0"
"2022-06-01","B DIVISION","S Fkln","1","Police & Medical","1"
"2022-06-01","B DIVISION","S Fkln","2",,"0"
"2022-06-01","B DIVISION","S Fkln","2","Crew Availability","0"
"2022-06-01","B DIVISION","S Fkln","2","External Factors","0"
"2022-06-01","B DIVISION","S Fkln","2","Infrastructure & Equipment","1"
"2022-06-01","B DIVISION","S Fkln","2","Operating Conditions","0"
"2022-06-01","B DIVISION","S Fkln","2","Planned ROW Work","0"
"2022-06-01","B DIVISION","S Fkln","2","Police & Medical","0"
"2022-06-01","B DIVISION","S Rock","1",,"0"
"2022-06-01","B DIVISION","S Rock","1","Crew Availability","1"
"2022-06-01","B DIVISION","S Rock","1","External Factors","19"
"2022-06-01","B DIVISION","S Rock","1","Infrastructure & Equipment","5"
"2022-06-01","B DIVISION","S Rock","1","Operating Conditions","0"
"2022-06-01","B DIVISION","S Rock","1","Planned ROW Work","0"
"2022-06-01","B DIVISION","S Rock","1","Police & Medical","2"
"2022-06-01","B DIVISION","S Rock","2",,"0"
"2022-06-01","B DIVISION","S Rock","2","Crew Availability","1"
"2022-06-01","B DIVISION","S Rock","2","External Factors","15"
"2022-06-01","B DIVISION","S Rock","2","Infrastructure & Equipment","1"
"2022-06-01","B DIVISION","S Rock","2","Operating Conditions","7"
"2022-06-01","B DIVISION","S Rock","2","Planned ROW Work","0"
"2022-06-01","B DIVISION","S Rock","2","Police & Medical","1"
"2022-07-01","A DIVISION","1","1",,"0"
"2022-07-01","A DIVISION","1","1","Crew Availability","16"
"2022-07-01","A DIVISION","1","1","External Factors","2"
"2022-07-01","A DIVISION","1","1","Infrastructure & Equipment","66"
"2022-07-01","A DIVISION","1","1","Operating Conditions","93"
"2022-07-01","A DIVISION","1","1","Planned ROW Work","34"
"2022-07-01","A DIVISION","1","1","Police & Medical","76"
"2022-07-01","A DIVISION","1","2",,"0"
"2022-07-01","A DIVISION","1","2","Crew Availability","6"
"2022-07-01","A DIVISION","1","2","External Factors","2"
"2022-07-01","A DIVISION","1","2","Infrastructure & Equipment","12"
"2022-07-01","A DIVISION","1","2","Operating Conditions","26"
"2022-07-01","A DIVISION","1","2","Planned ROW Work","14"
"2022-07-01","A DIVISION","1","2","Police & Medical","32"
"2022-07-01","A DIVISION","2","1",,"0"
"2022-07-01","A DIVISION","2","1","Crew Availability","17"
"2022-07-01","A DIVISION","2","1","External Factors","4"
"2022-07-01","A DIVISION","2","1","Infrastructure & Equipment","52"
"2022-07-01","A DIVISION","2","1","Operating Conditions","105"
"2022-07-01","A DIVISION","2","1","Planned ROW Work","41"
"2022-07-01","A DIVISION","2","1","Police & Medical","55"
"2022-07-01","A DIVISION","2","2",,"0"
"2022-07-01","A DIVISION","2","2","Crew Availability","4"
"2022-07-01","A DIVISION","2","2","External Factors","1"
"2022-07-01","A DIVISION","2","2","Infrastructure & Equipment","23"
"2022-07-01","A DIVISION","2","2","Operating Conditions","56"
"2022-07-01","A DIVISION","2","2","Planned ROW Work","22"
"2022-07-01","A DIVISION","2","2","Police & Medical","43"
"2022-07-01","A DIVISION","3","1",,"0"
"2022-07-01","A DIVISION","3","1","Crew Availability","17"
"2022-07-01","A DIVISION","3","1","External Factors","0"
"2022-07-01","A DIVISION","3","1","Infrastructure & Equipment","36"
"2022-07-01","A DIVISION","3","1","Operating Conditions","67"
"2022-07-01","A DIVISION","3","1","Planned ROW Work","19"
"2022-07-01","A DIVISION","3","1","Police & Medical","43"
"2022-07-01","A DIVISION","3","2",,"0"
"2022-07-01","A DIVISION","3","2","Crew Availability","6"
"2022-07-01","A DIVISION","3","2","External Factors","0"
"2022-07-01","A DIVISION","3","2","Infrastructure & Equipment","13"
"2022-07-01","A DIVISION","3","2","Operating Conditions","40"
"2022-07-01","A DIVISION","3","2","Planned ROW Work","10"
"2022-07-01","A DIVISION","3","2","Police & Medical","25"
"2022-07-01","A DIVISION","4","1",,"0"
"2022-07-01","A DIVISION","4","1","Crew Availability","15"
"2022-07-01","A DIVISION","4","1","External Factors","0"
"2022-07-01","A DIVISION","4","1","Infrastructure & Equipment","51"
"2022-07-01","A DIVISION","4","1","Operating Conditions","60"
"2022-07-01","A DIVISION","4","1","Planned ROW Work","25"
"2022-07-01","A DIVISION","4","1","Police & Medical","44"
"2022-07-01","A DIVISION","4","2",,"0"
"2022-07-01","A DIVISION","4","2","Crew Availability","7"
"2022-07-01","A DIVISION","4","2","External Factors","1"
"2022-07-01","A DIVISION","4","2","Infrastructure & Equipment","23"
"2022-07-01","A DIVISION","4","2","Operating Conditions","63"
"2022-07-01","A DIVISION","4","2","Planned ROW Work","15"
"2022-07-01","A DIVISION","4","2","Police & Medical","35"
"2022-07-01","A DIVISION","5","1",,"0"
"2022-07-01","A DIVISION","5","1","Crew Availability","8"
"2022-07-01","A DIVISION","5","1","External Factors","5"
"2022-07-01","A DIVISION","5","1","Infrastructure & Equipment","28"
"2022-07-01","A DIVISION","5","1","Operating Conditions","85"
"2022-07-01","A DIVISION","5","1","Planned ROW Work","16"
"2022-07-01","A DIVISION","5","1","Police & Medical","40"
"2022-07-01","A DIVISION","5","2",,"0"
"2022-07-01","A DIVISION","5","2","Crew Availability","1"
"2022-07-01","A DIVISION","5","2","External Factors","1"
"2022-07-01","A DIVISION","5","2","Infrastructure & Equipment","14"
"2022-07-01","A DIVISION","5","2","Operating Conditions","36"
"2022-07-01","A DIVISION","5","2","Planned ROW Work","9"
"2022-07-01","A DIVISION","5","2","Police & Medical","15"
"2022-07-01","A DIVISION","6","1",,"0"
"2022-07-01","A DIVISION","6","1","Crew Availability","17"
"2022-07-01","A DIVISION","6","1","External Factors","1"
"2022-07-01","A DIVISION","6","1","Infrastructure & Equipment","64"
"2022-07-01","A DIVISION","6","1","Operating Conditions","106"
"2022-07-01","A DIVISION","6","1","Planned ROW Work","23"
"2022-07-01","A DIVISION","6","1","Police & Medical","86"
"2022-07-01","A DIVISION","6","2",,"0"
"2022-07-01","A DIVISION","6","2","Crew Availability","4"
"2022-07-01","A DIVISION","6","2","External Factors","1"
"2022-07-01","A DIVISION","6","2","Infrastructure & Equipment","21"
"2022-07-01","A DIVISION","6","2","Operating Conditions","43"
"2022-07-01","A DIVISION","6","2","Planned ROW Work","9"
"2022-07-01","A DIVISION","6","2","Police & Medical","22"
"2022-07-01","A DIVISION","7","1",,"0"
"2022-07-01","A DIVISION","7","1","Crew Availability","37"
"2022-07-01","A DIVISION","7","1","External Factors","0"
"2022-07-01","A DIVISION","7","1","Infrastructure & Equipment","32"
"2022-07-01","A DIVISION","7","1","Operating Conditions","14"
"2022-07-01","A DIVISION","7","1","Planned ROW Work","30"
"2022-07-01","A DIVISION","7","1","Police & Medical","36"
"2022-07-01","A DIVISION","7","2",,"0"
"2022-07-01","A DIVISION","7","2","Crew Availability","12"
"2022-07-01","A DIVISION","7","2","External Factors","0"
"2022-07-01","A DIVISION","7","2","Infrastructure & Equipment","17"
"2022-07-01","A DIVISION","7","2","Operating Conditions","10"
"2022-07-01","A DIVISION","7","2","Planned ROW Work","13"
"2022-07-01","A DIVISION","7","2","Police & Medical","26"
"2022-07-01","A DIVISION","S 42nd","1",,"0"
"2022-07-01","A DIVISION","S 42nd","1","Crew Availability","1"
"2022-07-01","A DIVISION","S 42nd","1","External Factors","0"
"2022-07-01","A DIVISION","S 42nd","1","Infrastructure & Equipment","3"
"2022-07-01","A DIVISION","S 42nd","1","Operating Conditions","1"
"2022-07-01","A DIVISION","S 42nd","1","Planned ROW Work","0"
"2022-07-01","A DIVISION","S 42nd","1","Police & Medical","3"
"2022-07-01","A DIVISION","S 42nd","2",,"0"
"2022-07-01","A DIVISION","S 42nd","2","Crew Availability","0"
"2022-07-01","A DIVISION","S 42nd","2","External Factors","0"
"2022-07-01","A DIVISION","S 42nd","2","Infrastructure & Equipment","3"
"2022-07-01","A DIVISION","S 42nd","2","Operating Conditions","0"
"2022-07-01","A DIVISION","S 42nd","2","Planned ROW Work","0"
"2022-07-01","A DIVISION","S 42nd","2","Police & Medical","2"
"2022-07-01","B DIVISION","A","1",,"0"
"2022-07-01","B DIVISION","A","1","Crew Availability","21"
"2022-07-01","B DIVISION","A","1","External Factors","44"
"2022-07-01","B DIVISION","A","1","Infrastructure & Equipment","96"
"2022-07-01","B DIVISION","A","1","Operating Conditions","85"
"2022-07-01","B DIVISION","A","1","Planned ROW Work","44"
"2022-07-01","B DIVISION","A","1","Police & Medical","74"
"2022-07-01","B DIVISION","A","2",,"0"
"2022-07-01","B DIVISION","A","2","Crew Availability","14"
"2022-07-01","B DIVISION","A","2","External Factors","24"
"2022-07-01","B DIVISION","A","2","Infrastructure & Equipment","35"
"2022-07-01","B DIVISION","A","2","Operating Conditions","41"
"2022-07-01","B DIVISION","A","2","Planned ROW Work","37"
"2022-07-01","B DIVISION","A","2","Police & Medical","44"
"2022-07-01","B DIVISION","B","1",,"0"
"2022-07-01","B DIVISION","B","1","Crew Availability","13"
"2022-07-01","B DIVISION","B","1","External Factors","0"
"2022-07-01","B DIVISION","B","1","Infrastructure & Equipment","24"
"2022-07-01","B DIVISION","B","1","Operating Conditions","69"
"2022-07-01","B DIVISION","B","1","Planned ROW Work","11"
"2022-07-01","B DIVISION","B","1","Police & Medical","29"
"2022-07-01","B DIVISION","C","1",,"0"
"2022-07-01","B DIVISION","C","1","Crew Availability","12"
"2022-07-01","B DIVISION","C","1","External Factors","1"
"2022-07-01","B DIVISION","C","1","Infrastructure & Equipment","34"
"2022-07-01","B DIVISION","C","1","Operating Conditions","65"
"2022-07-01","B DIVISION","C","1","Planned ROW Work","7"
"2022-07-01","B DIVISION","C","1","Police & Medical","36"
"2022-07-01","B DIVISION","C","2",,"0"
"2022-07-01","B DIVISION","C","2","Crew Availability","8"
"2022-07-01","B DIVISION","C","2","External Factors","0"
"2022-07-01","B DIVISION","C","2","Infrastructure & Equipment","15"
"2022-07-01","B DIVISION","C","2","Operating Conditions","37"
"2022-07-01","B DIVISION","C","2","Planned ROW Work","9"
"2022-07-01","B DIVISION","C","2","Police & Medical","21"
"2022-07-01","B DIVISION","D","1",,"0"
"2022-07-01","B DIVISION","D","1","Crew Availability","21"
"2022-07-01","B DIVISION","D","1","External Factors","1"
"2022-07-01","B DIVISION","D","1","Infrastructure & Equipment","36"
"2022-07-01","B DIVISION","D","1","Operating Conditions","85"
"2022-07-01","B DIVISION","D","1","Planned ROW Work","46"
"2022-07-01","B DIVISION","D","1","Police & Medical","51"
"2022-07-01","B DIVISION","D","2",,"0"
"2022-07-01","B DIVISION","D","2","Crew Availability","10"
"2022-07-01","B DIVISION","D","2","External Factors","0"
"2022-07-01","B DIVISION","D","2","Infrastructure & Equipment","13"
"2022-07-01","B DIVISION","D","2","Operating Conditions","46"
"2022-07-01","B DIVISION","D","2","Planned ROW Work","24"
"2022-07-01","B DIVISION","D","2","Police & Medical","28"
"2022-07-01","B DIVISION","E","1",,"0"
"2022-07-01","B DIVISION","E","1","Crew Availability","44"
"2022-07-01","B DIVISION","E","1","External Factors","1"
"2022-07-01","B DIVISION","E","1","Infrastructure & Equipment","50"
"2022-07-01","B DIVISION","E","1","Operating Conditions","60"
"2022-07-01","B DIVISION","E","1","Planned ROW Work","41"
"2022-07-01","B DIVISION","E","1","Police & Medical","37"
"2022-07-01","B DIVISION","E","2",,"0"
"2022-07-01","B DIVISION","E","2","Crew Availability","6"
"2022-07-01","B DIVISION","E","2","External Factors","0"
"2022-07-01","B DIVISION","E","2","Infrastructure & Equipment","17"
"2022-07-01","B DIVISION","E","2","Operating Conditions","11"
"2022-07-01","B DIVISION","E","2","Planned ROW Work","15"
"2022-07-01","B DIVISION","E","2","Police & Medical","12"
"2022-07-01","B DIVISION","F","1",,"0"
"2022-07-01","B DIVISION","F","1","Crew Availability","34"
"2022-07-01","B DIVISION","F","1","External Factors","6"
"2022-07-01","B DIVISION","F","1","Infrastructure & Equipment","100"
"2022-07-01","B DIVISION","F","1","Operating Conditions","47"
"2022-07-01","B DIVISION","F","1","Planned ROW Work","53"
"2022-07-01","B DIVISION","F","1","Police & Medical","54"
"2022-07-01","B DIVISION","F","2",,"0"
"2022-07-01","B DIVISION","F","2","Crew Availability","17"
"2022-07-01","B DIVISION","F","2","External Factors","1"
"2022-07-01","B DIVISION","F","2","Infrastructure & Equipment","19"
"2022-07-01","B DIVISION","F","2","Operating Conditions","18"
"2022-07-01","B DIVISION","F","2","Planned ROW Work","19"
"2022-07-01","B DIVISION","F","2","Police & Medical","22"
"2022-07-01","B DIVISION","G","1",,"0"
"2022-07-01","B DIVISION","G","1","Crew Availability","14"
"2022-07-01","B DIVISION","G","1","External Factors","1"
"2022-07-01","B DIVISION","G","1","Infrastructure & Equipment","36"
"2022-07-01","B DIVISION","G","1","Operating Conditions","29"
"2022-07-01","B DIVISION","G","1","Planned ROW Work","22"
"2022-07-01","B DIVISION","G","1","Police & Medical","14"
"2022-07-01","B DIVISION","G","2",,"0"
"2022-07-01","B DIVISION","G","2","Crew Availability","4"
"2022-07-01","B DIVISION","G","2","External Factors","1"
"2022-07-01","B DIVISION","G","2","Infrastructure & Equipment","6"
"2022-07-01","B DIVISION","G","2","Operating Conditions","14"
"2022-07-01","B DIVISION","G","2","Planned ROW Work","2"
"2022-07-01","B DIVISION","G","2","Police & Medical","7"
"2022-07-01","B DIVISION","JZ","1",,"0"
"2022-07-01","B DIVISION","JZ","1","Crew Availability","17"
"2022-07-01","B DIVISION","JZ","1","External Factors","1"
"2022-07-01","B DIVISION","JZ","1","Infrastructure & Equipment","43"
"2022-07-01","B DIVISION","JZ","1","Operating Conditions","65"
"2022-07-01","B DIVISION","JZ","1","Planned ROW Work","12"
"2022-07-01","B DIVISION","JZ","1","Police & Medical","42"
"2022-07-01","B DIVISION","JZ","2",,"0"
"2022-07-01","B DIVISION","JZ","2","Crew Availability","6"
"2022-07-01","B DIVISION","JZ","2","External Factors","0"
"2022-07-01","B DIVISION","JZ","2","Infrastructure & Equipment","26"
"2022-07-01","B DIVISION","JZ","2","Operating Conditions","16"
"2022-07-01","B DIVISION","JZ","2","Planned ROW Work","13"
"2022-07-01","B DIVISION","JZ","2","Police & Medical","15"
"2022-07-01","B DIVISION","L","1",,"0"
"2022-07-01","B DIVISION","L","1","Crew Availability","15"
"2022-07-01","B DIVISION","L","1","External Factors","2"
"2022-07-01","B DIVISION","L","1","Infrastructure & Equipment","28"
"2022-07-01","B DIVISION","L","1","Operating Conditions","2"
"2022-07-01","B DIVISION","L","1","Planned ROW Work","22"
"2022-07-01","B DIVISION","L","1","Police & Medical","15"
"2022-07-01","B DIVISION","L","2",,"0"
"2022-07-01","B DIVISION","L","2","Crew Availability","11"
"2022-07-01","B DIVISION","L","2","External Factors","0"
"2022-07-01","B DIVISION","L","2","Infrastructure & Equipment","14"
"2022-07-01","B DIVISION","L","2","Operating Conditions","1"
"2022-07-01","B DIVISION","L","2","Planned ROW Work","4"
"2022-07-01","B DIVISION","L","2","Police & Medical","11"
"2022-07-01","B DIVISION","M","1",,"0"
"2022-07-01","B DIVISION","M","1","Crew Availability","29"
"2022-07-01","B DIVISION","M","1","External Factors","0"
"2022-07-01","B DIVISION","M","1","Infrastructure & Equipment","67"
"2022-07-01","B DIVISION","M","1","Operating Conditions","41"
"2022-07-01","B DIVISION","M","1","Planned ROW Work","8"
"2022-07-01","B DIVISION","M","1","Police & Medical","20"
"2022-07-01","B DIVISION","M","2",,"0"
"2022-07-01","B DIVISION","M","2","Crew Availability","2"
"2022-07-01","B DIVISION","M","2","External Factors","1"
"2022-07-01","B DIVISION","M","2","Infrastructure & Equipment","0"
"2022-07-01","B DIVISION","M","2","Operating Conditions","4"
