"month","division","line","day_type","reporting_category","delays"
"2020-05-01","B DIVISION","A","2","Police & Medical","28"
"2020-05-01","B DIVISION","A","2","External Factors","13"
"2020-05-01","B DIVISION","A","2","Crew Availability","26"
"2020-05-01","B DIVISION","A","2","Operating Conditions","28"
"2020-05-01","B DIVISION","C","1","External Factors","1"
"2020-05-01","B DIVISION","C","1","Infrastructure & Equipment","65"
"2020-05-01","B DIVISION","C","1","Planned ROW Work","7"
"2020-05-01","B DIVISION","C","1","Crew Availability","2"
"2020-05-01","B DIVISION","C","1","Police & Medical","57"
"2020-05-01","B DIVISION","C","1","Operating Conditions","37"
"2020-05-01","B DIVISION","C","2","Planned ROW Work","1"
"2020-05-01","B DIVISION","C","2","Infrastructure & Equipment","57"
"2020-05-01","B DIVISION","C","2","Police & Medical","36"
"2020-05-01","B DIVISION","C","2","Crew Availability","21"
"2020-05-01","B DIVISION","C","2","Operating Conditions","26"
"2020-05-01","B DIVISION","D","1","Infrastructure & Equipment","141"
"2020-05-01","B DIVISION","D","1","Planned ROW Work","70"
"2020-05-01","B DIVISION","D","1","Police & Medical","57"
"2020-05-01","B DIVISION","D","1","Crew Availability","14"
"2020-05-01","B DIVISION","D","1","Operating Conditions","15"
"2020-05-01","B DIVISION","D","1","External Factors","4"
"2020-05-01","B DIVISION","D","2","Crew Availability","18"
"2020-05-01","B DIVISION","D","2","Police & Medical","43"
"2020-05-01","B DIVISION","D","2","Operating Conditions","6"
"2020-05-01","B DIVISION","D","2","Planned ROW Work","14"
"2020-05-01","B DIVISION","D","2","Infrastructure & Equipment","81"
"2020-05-01","B DIVISION","E","1","Police & Medical","21"
"2020-05-01","B DIVISION","E","1","Operating Conditions","4"
"2020-05-01","B DIVISION","E","1","Infrastructure & Equipment","31"
"2020-05-01","B DIVISION","E","1","Planned ROW Work","75"
"2020-05-01","B DIVISION","E","1","Crew Availability","4"
"2020-05-01","B DIVISION","E","2","Infrastructure & Equipment","31"
"2020-05-01","B DIVISION","E","2","Planned ROW Work","33"
"2020-05-01","B DIVISION","E","2","Police & Medical","6"
"2020-05-01","B DIVISION","E","2","Operating Conditions","4"
"2020-05-01","B DIVISION","E","2","Crew Availability","8"
"2020-05-01","B DIVISION","F","1","Operating Conditions","38"
"2020-05-01","B DIVISION","F","1","Crew Availability","9"
"2020-05-01","B DIVISION","F","1","Infrastructure & Equipment","114"
"2020-05-01","B DIVISION","F","1","Police & Medical","24"
"2020-05-01","B DIVISION","F","1","Planned ROW Work","112"
"2020-05-01","B DIVISION","F","2","Police & Medical","16"
"2020-05-01","B DIVISION","F","2","Operating Conditions","28"
"2020-05-01","B DIVISION","F","2","Crew Availability","10"
"2020-05-01","B DIVISION","F","2","Planned ROW Work","82"
"2020-05-01","B DIVISION","F","2","External Factors","10"
"2020-05-01","B DIVISION","F","2","Infrastructure & Equipment","23"
"2020-05-01","B DIVISION","G","1","Infrastructure & Equipment","49"
"2020-05-01","B DIVISION","G","1","Planned ROW Work","59"
"2020-05-01","B DIVISION","G","1","Operating Conditions","28"
"2020-05-01","B DIVISION","G","1","Crew Availability","13"
"2020-05-01","B DIVISION","G","1","Police & Medical","8"
"2020-05-01","B DIVISION","G","2","Planned ROW Work","52"
"2020-05-01","B DIVISION","G","2","Infrastructure & Equipment","29"
"2020-05-01","B DIVISION","G","2","Police & Medical","42"
"2020-05-01","B DIVISION","G","2","Crew Availability","1"
"2020-05-01","B DIVISION","G","2","Operating Conditions","47"
"2020-05-01","B DIVISION","JZ","1","Police & Medical","40"
"2020-05-01","B DIVISION","JZ","1","Operating Conditions","44"
"2020-05-01","B DIVISION","JZ","1","Infrastructure & Equipment","52"
"2020-05-01","B DIVISION","JZ","1","Crew Availability","9"
"2020-05-01","B DIVISION","JZ","1","Planned ROW Work","31"
"2020-05-01","B DIVISION","JZ","1","External Factors","5"
"2020-05-01","B DIVISION","JZ","2","Planned ROW Work","7"
"2020-05-01","B DIVISION","JZ","2","External Factors","3"
"2020-05-01","B DIVISION","JZ","2","Operating Conditions","25"
"2020-05-01","B DIVISION","JZ","2","Infrastructure & Equipment","28"
"2020-05-01","B DIVISION","JZ","2","Crew Availability","9"
"2020-05-01","B DIVISION","JZ","2","Police & Medical","9"
"2020-05-01","B DIVISION","L","1","Planned ROW Work","19"
"2020-05-01","B DIVISION","L","1","Infrastructure & Equipment","26"
"2020-05-01","B DIVISION","L","1","Operating Conditions","2"
"2020-05-01","B DIVISION","L","1","Police & Medical","14"
"2020-05-01","B DIVISION","L","2","Police & Medical","108"
"2020-05-01","B DIVISION","L","2","Crew Availability","18"
"2020-05-01","B DIVISION","L","2","Planned ROW Work","3"
"2020-05-01","B DIVISION","L","2","Infrastructure & Equipment","94"
"2020-05-01","B DIVISION","M","1","Crew Availability","2"
"2020-05-01","B DIVISION","M","1","Infrastructure & Equipment","50"
"2020-05-01","B DIVISION","M","1","Planned ROW Work","8"
"2020-05-01","B DIVISION","M","1","Operating Conditions","13"
"2020-05-01","B DIVISION","M","1","Police & Medical","22"
"2020-05-01","B DIVISION","M","2","Police & Medical","7"
"2020-05-01","B DIVISION","M","2","Infrastructure & Equipment","25"
"2020-05-01","B DIVISION","M","2","Planned ROW Work","2"
"2020-05-01","B DIVISION","N","1","Planned ROW Work","128"
"2020-05-01","B DIVISION","N","1","Infrastructure & Equipment","229"
"2020-05-01","B DIVISION","N","1","Crew Availability","11"
"2020-05-01","B DIVISION","N","1","External Factors","4"
"2020-05-01","B DIVISION","N","1","Operating Conditions","86"
"2020-05-01","B DIVISION","N","1","Police & Medical","80"
"2020-05-01","B DIVISION","N","2","Planned ROW Work","193"
"2020-05-01","B DIVISION","N","2","Infrastructure & Equipment","89"
"2020-05-01","B DIVISION","N","2","Police & Medical","76"
"2020-05-01","B DIVISION","N","2","Crew Availability","22"
"2020-05-01","B DIVISION","N","2","Operating Conditions","198"
"2020-05-01","B DIVISION","N","2","External Factors","7"
"2020-05-01","B DIVISION","Q","1","Operating Conditions","17"
"2020-05-01","B DIVISION","Q","1","Crew Availability","7"
"2020-05-01","B DIVISION","Q","1","External Factors","1"
"2020-05-01","B DIVISION","Q","1","Police & Medical","49"
"2020-05-01","B DIVISION","Q","1","Planned ROW Work","74"
"2020-05-01","B DIVISION","Q","1","Infrastructure & Equipment","105"
"2020-05-01","B DIVISION","Q","2","External Factors","6"
"2020-05-01","B DIVISION","Q","2","Police & Medical","55"
"2020-05-01","B DIVISION","Q","2","Infrastructure & Equipment","85"
"2020-05-01","B DIVISION","Q","2","Crew Availability","12"
"2020-05-01","B DIVISION","Q","2","Operating Conditions","12"
"2020-05-01","B DIVISION","Q","2","Planned ROW Work","49"
"2020-05-01","B DIVISION","R","1","Planned ROW Work","40"
"2020-05-01","B DIVISION","R","1","Crew Availability","3"
"2020-05-01","B DIVISION","R","1","Police & Medical","48"
"2020-05-01","B DIVISION","R","1","Infrastructure & Equipment","101"
"2020-05-01","B DIVISION","R","1","Operating Conditions","23"
"2020-05-01","B DIVISION","R","2","Police & Medical","54"
"2020-05-01","B DIVISION","R","2","Crew Availability","10"
"2020-05-01","B DIVISION","R","2","Planned ROW Work","33"
"2020-05-01","B DIVISION","R","2","Infrastructure & Equipment","38"
"2020-05-01","B DIVISION","R","2","Operating Conditions","7"
"2020-05-01","B DIVISION","S Fkln","1","Infrastructure & Equipment","3"
"2020-05-01","B DIVISION","S Fkln","1","Planned ROW Work","4"
"2020-05-01","B DIVISION","S Fkln","1","External Factors","19"
"2020-05-01","B DIVISION","S Fkln","2","Police & Medical","9"
"2020-05-01","B DIVISION","S Fkln","2","Infrastructure & Equipment","8"
"2020-05-01","B DIVISION","S Rock","1","External Factors","26"
"2020-05-01","B DIVISION","S Rock","1","Planned ROW Work","8"
"2020-05-01","B DIVISION","S Rock","1","Crew Availability","1"
"2020-05-01","B DIVISION","S Rock","1","Infrastructure & Equipment","10"
"2020-05-01","B DIVISION","S Rock","1","Operating Conditions","1"
"2020-05-01","B DIVISION","S Rock","2","Infrastructure & Equipment","15"
"2020-05-01","B DIVISION","S Rock","2","External Factors","11"
"2020-05-01","B DIVISION","S Rock","2","Operating Conditions","3"
"2020-06-01","A DIVISION","1","1","Infrastructure & Equipment","101"
"2020-06-01","A DIVISION","1","1","Planned ROW Work","29"
"2020-06-01","A DIVISION","1","1","Operating Conditions","6"
"2020-06-01","A DIVISION","1","1","Police & Medical","123"
"2020-06-01","A DIVISION","1","1","Crew Availability","74"
"2020-06-01","A DIVISION","1","2","Crew Availability","22"
"2020-06-01","A DIVISION","1","2","Planned ROW Work","10"
"2020-06-01","A DIVISION","1","2","Operating Conditions","15"
"2020-06-01","A DIVISION","1","2","Police & Medical","28"
"2020-06-01","A DIVISION","1","2","Infrastructure & Equipment","28"
"2020-06-01","A DIVISION","2","1","Police & Medical","122"
"2020-06-01","A DIVISION","2","1","External Factors","1"
"2020-06-01","A DIVISION","2","1","Crew Availability","64"
"2020-06-01","A DIVISION","2","1","Planned ROW Work","81"
"2020-06-01","A DIVISION","2","1","Operating Conditions","52"
"2020-06-01","A DIVISION","2","1","Infrastructure & Equipment","372"
"2020-06-01","A DIVISION","2","2","Planned ROW Work","102"
"2020-06-01","A DIVISION","2","2","Infrastructure & Equipment","49"
"2020-06-01","A DIVISION","2","2","Crew Availability","23"
"2020-06-01","A DIVISION","2","2","External Factors","3"
"2020-06-01","A DIVISION","2","2","Operating Conditions","143"
"2020-06-01","A DIVISION","2","2","Police & Medical","76"
"2020-06-01","A DIVISION","3","1","Crew Availability","68"
"2020-06-01","A DIVISION","3","1","Police & Medical","79"
"2020-06-01","A DIVISION","3","1","Planned ROW Work","20"
"2020-06-01","A DIVISION","3","1","Operating Conditions","48"
"2020-06-01","A DIVISION","3","1","Infrastructure & Equipment","210"
"2020-06-01","A DIVISION","3","2","Police & Medical","42"
"2020-06-01","A DIVISION","3","2","Infrastructure & Equipment","19"
"2020-06-01","A DIVISION","3","2","External Factors","1"
"2020-06-01","A DIVISION","3","2","Crew Availability","5"
"2020-06-01","A DIVISION","3","2","Operating Conditions","56"
"2020-06-01","A DIVISION","3","2","Planned ROW Work","19"
"2020-06-01","A DIVISION","4","1","Crew Availability","68"
"2020-06-01","A DIVISION","4","1","Infrastructure & Equipment","347"
"2020-06-01","A DIVISION","4","1","Operating Conditions","69"
"2020-06-01","A DIVISION","4","1","Planned ROW Work","81"
"2020-06-01","A DIVISION","4","1","Police & Medical","165"
"2020-06-01","A DIVISION","4","2","Planned ROW Work","149"
"2020-06-01","A DIVISION","4","2","Police & Medical","39"
"2020-06-01","A DIVISION","4","2","Crew Availability","8"
"2020-06-01","A DIVISION","4","2","Infrastructure & Equipment","152"
"2020-06-01","A DIVISION","4","2","Operating Conditions","60"
"2020-06-01","A DIVISION","5","1","Crew Availability","37"
"2020-06-01","A DIVISION","5","1","Police & Medical","84"
"2020-06-01","A DIVISION","5","1","Operating Conditions","78"
"2020-06-01","A DIVISION","5","1","External Factors","2"
"2020-06-01","A DIVISION","5","1","Infrastructure & Equipment","379"
"2020-06-01","A DIVISION","5","1","Planned ROW Work","110"
"2020-06-01","A DIVISION","5","2","Operating Conditions","11"
"2020-06-01","A DIVISION","5","2","Infrastructure & Equipment","23"
"2020-06-01","A DIVISION","5","2","Planned ROW Work","14"
"2020-06-01","A DIVISION","5","2","Police & Medical","6"
"2020-06-01","A DIVISION","6","1","Police & Medical","149"
"2020-06-01","A DIVISION","6","1","Infrastructure & Equipment","326"
"2020-06-01","A DIVISION","6","1","Planned ROW Work","112"
"2020-06-01","A DIVISION","6","1","Crew Availability","94"
"2020-06-01","A DIVISION","6","1","Operating Conditions","66"
"2020-06-01","A DIVISION","6","2","Planned ROW Work","16"
"2020-06-01","A DIVISION","6","2","Infrastructure & Equipment","61"
"2020-06-01","A DIVISION","6","2","Crew Availability","9"
"2020-06-01","A DIVISION","6","2","Police & Medical","25"
"2020-06-01","A DIVISION","6","2","Operating Conditions","15"
"2020-06-01","A DIVISION","7","1","Police & Medical","108"
"2020-06-01","A DIVISION","7","1","Operating Conditions","13"
"2020-06-01","A DIVISION","7","1","External Factors","1"
"2020-06-01","A DIVISION","7","1","Infrastructure & Equipment","392"
"2020-06-01","A DIVISION","7","1","Planned ROW Work","112"
"2020-06-01","A DIVISION","7","1","Crew Availability","121"
"2020-06-01","A DIVISION","7","2","Operating Conditions","1"
"2020-06-01","A DIVISION","7","2","Crew Availability","43"
"2020-06-01","A DIVISION","7","2","Planned ROW Work","18"
"2020-06-01","A DIVISION","7","2","Infrastructure & Equipment","80"
"2020-06-01","A DIVISION","7","2","Police & Medical","49"
"2020-06-01","B DIVISION","A","1","Police & Medical","80"
"2020-06-01","B DIVISION","A","1","Operating Conditions","83"
"2020-06-01","B DIVISION","A","1","Planned ROW Work","206"
"2020-06-01","B DIVISION","A","1","External Factors","96"
"2020-06-01","B DIVISION","A","1","Crew Availability","68"
"2020-06-01","B DIVISION","A","1","Infrastructure & Equipment","265"
"2020-06-01","B DIVISION","A","2","External Factors","3"
"2020-06-01","B DIVISION","A","2","Police & Medical","14"
"2020-06-01","B DIVISION","A","2","Planned ROW Work","32"
"2020-06-01","B DIVISION","A","2","Infrastructure & Equipment","42"
"2020-06-01","B DIVISION","A","2","Operating Conditions","7"
"2020-06-01","B DIVISION","A","2","Crew Availability","20"
"2020-06-01","B DIVISION","B","1","External Factors","31"
"2020-06-01","B DIVISION","B","1","Police & Medical","97"
"2020-06-01","B DIVISION","B","1","Crew Availability","45"
"2020-06-01","B DIVISION","B","1","Operating Conditions","67"
"2020-06-01","B DIVISION","B","1","Infrastructure & Equipment","222"
"2020-06-01","B DIVISION","B","1","Planned ROW Work","23"
"2020-06-01","B DIVISION","C","1","Operating Conditions","34"
"2020-06-01","B DIVISION","C","1","Planned ROW Work","16"
"2020-06-01","B DIVISION","C","1","Infrastructure & Equipment","147"
"2020-06-01","B DIVISION","C","1","Crew Availability","70"
"2020-06-01","B DIVISION","C","1","Police & Medical","34"
"2020-06-01","B DIVISION","C","1","External Factors","7"
"2020-06-01","B DIVISION","C","2","Police & Medical","25"
"2020-06-01","B DIVISION","C","2","Operating Conditions","14"
"2020-06-01","B DIVISION","C","2","Crew Availability","9"
"2020-06-01","B DIVISION","C","2","Infrastructure & Equipment","24"
"2020-06-01","B DIVISION","D","1","External Factors","43"
"2020-06-01","B DIVISION","D","1","Infrastructure & Equipment","196"
"2020-06-01","B DIVISION","D","1","Planned ROW Work","119"
"2020-06-01","B DIVISION","D","1","Operating Conditions","88"
"2020-06-01","B DIVISION","D","1","Crew Availability","66"
"2020-06-01","B DIVISION","D","1","Police & Medical","116"
"2020-06-01","B DIVISION","D","2","Operating Conditions","7"
"2020-06-01","B DIVISION","D","2","Planned ROW Work","15"
"2020-06-01","B DIVISION","D","2","Crew Availability","21"
"2020-06-01","B DIVISION","D","2","Police & Medical","49"
"2020-06-01","B DIVISION","D","2","Infrastructure & Equipment","28"
"2020-06-01","B DIVISION","E","1","Planned ROW Work","144"
"2020-06-01","B DIVISION","E","1","Operating Conditions","49"
"2020-06-01","B DIVISION","E","1","Crew Availability","32"
"2020-06-01","B DIVISION","E","1","Police & Medical","91"
"2020-06-01","B DIVISION","E","1","Infrastructure & Equipment","187"
"2020-06-01","B DIVISION","E","2","Police & Medical","14"
"2020-06-01","B DIVISION","E","2","Planned ROW Work","93"
"2020-06-01","B DIVISION","E","2","Infrastructure & Equipment","36"
"2020-06-01","B DIVISION","E","2","Operating Conditions","8"
"2020-06-01","B DIVISION","E","2","Crew Availability","12"
"2020-06-01","B DIVISION","F","1","Police & Medical","88"
"2020-06-01","B DIVISION","F","1","Operating Conditions","40"
"2020-06-01","B DIVISION","F","1","External Factors","9"
"2020-06-01","B DIVISION","F","1","Planned ROW Work","254"
"2020-06-01","B DIVISION","F","1","Crew Availability","14"
"2020-06-01","B DIVISION","F","1","Infrastructure & Equipment","279"
"2020-06-01","B DIVISION","F","2","Infrastructure & Equipment","59"
"2020-06-01","B DIVISION","F","2","Police & Medical","22"
"2020-06-01","B DIVISION","F","2","Operating Conditions","12"
"2020-06-01","B DIVISION","F","2","Crew Availability","5"
"2020-06-01","B DIVISION","F","2","External Factors","1"
"2020-06-01","B DIVISION","F","2","Planned ROW Work","129"
"2020-06-01","B DIVISION","G","1","External Factors","12"
"2020-06-01","B DIVISION","G","1","Operating Conditions","41"
"2020-06-01","B DIVISION","G","1","Police & Medical","37"
"2020-06-01","B DIVISION","G","1","Infrastructure & Equipment","117"
"2020-06-01","B DIVISION","G","1","Planned ROW Work","109"
"2020-06-01","B DIVISION","G","1","Crew Availability","19"
"2020-06-01","B DIVISION","G","2","External Factors","2"
"2020-06-01","B DIVISION","G","2","Police & Medical","31"
"2020-06-01","B DIVISION","G","2","Operating Conditions","29"
"2020-06-01","B DIVISION","G","2","Infrastructure & Equipment","40"
"2020-06-01","B DIVISION","G","2","Planned ROW Work","42"
"2020-06-01","B DIVISION","JZ","1","Crew Availability","43"
"2020-06-01","B DIVISION","JZ","1","Police & Medical","47"
"2020-06-01","B DIVISION","JZ","1","Infrastructure & Equipment","68"
"2020-06-01","B DIVISION","JZ","1","Operating Conditions","42"
"2020-06-01","B DIVISION","JZ","1","Planned ROW Work","38"
"2020-06-01","B DIVISION","JZ","2","Planned ROW Work","107"
"2020-06-01","B DIVISION","JZ","2","Crew Availability","11"
"2020-06-01","B DIVISION","JZ","2","Infrastructure & Equipment","31"
"2020-06-01","B DIVISION","JZ","2","Police & Medical","13"
"2020-06-01","B DIVISION","JZ","2","Operating Conditions","5"
"2020-06-01","B DIVISION","L","1","Infrastructure & Equipment","118"
"2020-06-01","B DIVISION","L","1","Operating Conditions","1"
"2020-06-01","B DIVISION","L","1","External Factors","2"
"2020-06-01","B DIVISION","L","1","Police & Medical","32"
"2020-06-01","B DIVISION","L","1","Planned ROW Work","47"
"2020-06-01","B DIVISION","L","1","Crew Availability","6"
"2020-06-01","B DIVISION","L","2","Police & Medical","46"
"2020-06-01","B DIVISION","L","2","Operating Conditions","31"
"2020-06-01","B DIVISION","L","2","Infrastructure & Equipment","94"
"2020-06-01","B DIVISION","L","2","Planned ROW Work","42"
"2020-06-01","B DIVISION","L","2","Crew Availability","13"
"2020-06-01","B DIVISION","M","1","Police & Medical","109"
"2020-06-01","B DIVISION","M","1","Infrastructure & Equipment","88"
"2020-06-01","B DIVISION","M","1","Crew Availability","24"
"2020-06-01","B DIVISION","M","1","Planned ROW Work","21"
"2020-06-01","B DIVISION","M","1","External Factors","2"
"2020-06-01","B DIVISION","M","1","Operating Conditions","82"
"2020-06-01","B DIVISION","M","2","Infrastructure & Equipment","8"
"2020-06-01","B DIVISION","M","2","Police & Medical","9"
"2020-06-01","B DIVISION","M","2","Planned ROW Work","5"
"2020-06-01","B DIVISION","N","1","Crew Availability","117"
"2020-06-01","B DIVISION","N","1","External Factors","80"
"2020-06-01","B DIVISION","N","1","Infrastructure & Equipment","555"
"2020-06-01","B DIVISION","N","1","Operating Conditions","259"
"2020-06-01","B DIVISION","N","1","Planned ROW Work","373"
"2020-06-01","B DIVISION","N","1","Police & Medical","227"
"2020-06-01","B DIVISION","N","2","Police & Medical","81"
"2020-06-01","B DIVISION","N","2","Operating Conditions","92"
"2020-06-01","B DIVISION","N","2","Planned ROW Work","287"
"2020-06-01","B DIVISION","N","2","Infrastructure & Equipment","35"
"2020-06-01","B DIVISION","N","2","External Factors","10"
"2020-06-01","B DIVISION","N","2","Crew Availability","5"
"2020-06-01","B DIVISION","Q","1","Police & Medical","115"
"2020-06-01","B DIVISION","Q","1","Crew Availability","33"
"2020-06-01","B DIVISION","Q","1","Operating Conditions","101"
"2020-06-01","B DIVISION","Q","1","Planned ROW Work","16"
"2020-06-01","B DIVISION","Q","1","Infrastructure & Equipment","205"
"2020-06-01","B DIVISION","Q","1","External Factors","68"
"2020-06-01","B DIVISION","Q","2","Crew Availability","24"
"2020-06-01","B DIVISION","Q","2","Police & Medical","60"
"2020-06-01","B DIVISION","Q","2","Planned ROW Work","156"
"2020-06-01","B DIVISION","Q","2","Infrastructure & Equipment","42"
"2020-06-01","B DIVISION","Q","2","Operating Conditions","17"
"2020-06-01","B DIVISION","R","1","Crew Availability","41"
"2020-06-01","B DIVISION","R","1","External Factors","12"
"2020-06-01","B DIVISION","R","1","Police & Medical","117"
"2020-06-01","B DIVISION","R","1","Planned ROW Work","67"
"2020-06-01","B DIVISION","R","1","Infrastructure & Equipment","290"
"2020-06-01","B DIVISION","R","1","Operating Conditions","92"
"2020-06-01","B DIVISION","R","2","Planned ROW Work","182"
"2020-06-01","B DIVISION","R","2","Infrastructure & Equipment","17"
"2020-06-01","B DIVISION","R","2","Operating Conditions","29"
"2020-06-01","B DIVISION","R","2","Crew Availability","8"
"2020-06-01","B DIVISION","R","2","Police & Medical","29"
"2020-06-01","B DIVISION","S Fkln","1","Police & Medical","10"
"2020-06-01","B DIVISION","S Fkln","1","Infrastructure & Equipment","18"
"2020-06-01","B DIVISION","S Fkln","1","Planned ROW Work","2"
"2020-06-01","B DIVISION","S Fkln","2","Infrastructure & Equipment","1"
"2020-06-01","B DIVISION","S Rock","1","Planned ROW Work","10"
"2020-06-01","B DIVISION","S Rock","1","External Factors","41"
"2020-06-01","B DIVISION","S Rock","1","Operating Conditions","2"
"2020-06-01","B DIVISION","S Rock","1","Infrastructure & Equipment","9"
"2020-06-01","B DIVISION","S Rock","2","External Factors","4"
"2020-06-01","B DIVISION","S Rock","2","Infrastructure & Equipment","3"
"2020-07-01","A DIVISION","1","1","Infrastructure & Equipment","311"
"2020-07-01","A DIVISION","1","1","Police & Medical","188"
"2020-07-01","A DIVISION","1","1","Planned ROW Work","29"
"2020-07-01","A DIVISION","1","1","External Factors","3"
"2020-07-01","A DIVISION","1","1","Operating Conditions","10"
"2020-07-01","A DIVISION","1","1","Crew Availability","94"
"2020-07-01","A DIVISION","1","2","Operating Conditions","5"
"2020-07-01","A DIVISION","1","2","Crew Availability","13"
"2020-07-01","A DIVISION","1","2","Police & Medical","31"
"2020-07-01","A DIVISION","1","2","Planned ROW Work","8"
"2020-07-01","A DIVISION","1","2","Infrastructure & Equipment","19"
"2020-07-01","A DIVISION","2","1","Police & Medical","285"
"2020-07-01","A DIVISION","2","1","External Factors","38"
"2020-07-01","A DIVISION","2","1","Operating Conditions","79"
"2020-07-01","A DIVISION","2","1","Infrastructure & Equipment","366"
"2020-07-01","A DIVISION","2","1","Planned ROW Work","154"
"2020-07-01","A DIVISION","2","1","Crew Availability","151"
"2020-07-01","A DIVISION","2","2","Infrastructure & Equipment","57"
"2020-07-01","A DIVISION","2","2","Planned ROW Work","182"
"2020-07-01","A DIVISION","2","2","Crew Availability","15"
"2020-07-01","A DIVISION","2","2","External Factors","3"
"2020-07-01","A DIVISION","2","2","Police & Medical","130"
"2020-07-01","A DIVISION","2","2","Operating Conditions","115"
"2020-07-01","A DIVISION","3","1","Police & Medical","252"
"2020-07-01","A DIVISION","3","1","Operating Conditions","45"
"2020-07-01","A DIVISION","3","1","Crew Availability","104"
"2020-07-01","A DIVISION","3","1","Planned ROW Work","31"
"2020-07-01","A DIVISION","3","1","External Factors","4"
"2020-07-01","A DIVISION","3","1","Infrastructure & Equipment","161"
"2020-07-01","A DIVISION","3","2","Police & Medical","118"
"2020-07-01","A DIVISION","3","2","Crew Availability","31"
"2020-07-01","A DIVISION","3","2","Operating Conditions","58"
"2020-07-01","A DIVISION","3","2","Infrastructure & Equipment","19"
"2020-07-01","A DIVISION","3","2","Planned ROW Work","29"
"2020-07-01","A DIVISION","4","1","External Factors","1"
"2020-07-01","A DIVISION","4","1","Planned ROW Work","163"
"2020-07-01","A DIVISION","4","1","Crew Availability","78"
"2020-07-01","A DIVISION","4","1","Operating Conditions","85"
"2020-07-01","A DIVISION","4","1","Police & Medical","236"
"2020-07-01","A DIVISION","4","1","Infrastructure & Equipment","317"
"2020-07-01","A DIVISION","4","2","Crew Availability","25"
"2020-07-01","A DIVISION","4","2","Operating Conditions","49"
"2020-07-01","A DIVISION","4","2","Infrastructure & Equipment","98"
"2020-07-01","A DIVISION","4","2","Planned ROW Work","259"
"2020-07-01","A DIVISION","4","2","Police & Medical","150"
"2020-07-01","A DIVISION","5","1","Crew Availability","46"
"2020-07-01","A DIVISION","5","1","Planned ROW Work","180"
"2020-07-01","A DIVISION","5","1","Operating Conditions","79"
"2020-07-01","A DIVISION","5","1","Infrastructure & Equipment","313"
"2020-07-01","A DIVISION","5","1","External Factors","16"
"2020-07-01","A DIVISION","5","1","Police & Medical","255"
"2020-07-01","A DIVISION","5","2","Planned ROW Work","31"
"2020-07-01","A DIVISION","5","2","Infrastructure & Equipment","15"
"2020-07-01","A DIVISION","5","2","Police & Medical","12"
"2020-07-01","A DIVISION","6","1","Infrastructure & Equipment","598"
"2020-07-01","A DIVISION","6","1","Planned ROW Work","101"
"2020-07-01","A DIVISION","6","1","Police & Medical","223"
"2020-07-01","A DIVISION","6","1","External Factors","14"
"2020-07-01","A DIVISION","6","1","Operating Conditions","66"
"2020-07-01","A DIVISION","6","1","Crew Availability","86"
"2020-07-01","A DIVISION","6","2","Crew Availability","11"
"2020-07-01","A DIVISION","6","2","Infrastructure & Equipment","63"
"2020-07-01","A DIVISION","6","2","Planned ROW Work","77"
"2020-07-01","A DIVISION","6","2","Operating Conditions","32"
"2020-07-01","A DIVISION","6","2","Police & Medical","61"
"2020-07-01","A DIVISION","7","1","Crew Availability","95"
"2020-07-01","A DIVISION","7","1","Infrastructure & Equipment","454"
"2020-07-01","A DIVISION","7","1","Police & Medical","185"
"2020-07-01","A DIVISION","7","1","Planned ROW Work","24"
"2020-07-01","A DIVISION","7","1","Operating Conditions","7"
"2020-07-01","A DIVISION","7","1","External Factors","38"
"2020-07-01","A DIVISION","7","2","Police & Medical","25"
"2020-07-01","A DIVISION","7","2","Operating Conditions","3"
"2020-07-01","A DIVISION","7","2","Crew Availability","6"
"2020-07-01","A DIVISION","7","2","Infrastructure & Equipment","49"
"2020-07-01","A DIVISION","7","2","Planned ROW Work","11"
"2020-07-01","B DIVISION","A","1","Police & Medical","173"
"2020-07-01","B DIVISION","A","1","Crew Availability","177"
"2020-07-01","B DIVISION","A","1","External Factors","83"
"2020-07-01","B DIVISION","A","1","Operating Conditions","157"
"2020-07-01","B DIVISION","A","1","Planned ROW Work","281"
"2020-07-01","B DIVISION","A","1","Infrastructure & Equipment","355"
"2020-07-01","B DIVISION","A","2","Operating Conditions","60"
"2020-07-01","B DIVISION","A","2","Infrastructure & Equipment","123"
"2020-07-01","B DIVISION","A","2","Planned ROW Work","69"
"2020-07-01","B DIVISION","A","2","External Factors","28"
"2020-07-01","B DIVISION","A","2","Crew Availability","11"
"2020-07-01","B DIVISION","A","2","Police & Medical","47"
"2020-07-01","B DIVISION","B","1","Operating Conditions","121"
"2020-07-01","B DIVISION","B","1","External Factors","97"
"2020-07-01","B DIVISION","B","1","Infrastructure & Equipment","287"
"2020-07-01","B DIVISION","B","1","Crew Availability","123"
"2020-07-01","B DIVISION","B","1","Planned ROW Work","100"
"2020-07-01","B DIVISION","B","1","Police & Medical","81"
"2020-07-01","B DIVISION","C","1","Crew Availability","85"
"2020-07-01","B DIVISION","C","1","Planned ROW Work","25"
"2020-07-01","B DIVISION","C","1","Police & Medical","81"
"2020-07-01","B DIVISION","C","1","External Factors","1"
"2020-07-01","B DIVISION","C","1","Operating Conditions","18"
"2020-07-01","B DIVISION","C","1","Infrastructure & Equipment","195"
"2020-07-01","B DIVISION","C","2","Operating Conditions","62"
"2020-07-01","B DIVISION","C","2","Planned ROW Work","39"
"2020-07-01","B DIVISION","C","2","External Factors","4"
"2020-07-01","B DIVISION","C","2","Crew Availability","18"
