"month","division","line","day_type","reporting_category","delays"
"2022-05-01","B DIVISION","S Rock","2","Infrastructure & Equipment","1"
"2022-05-01","B DIVISION","S Rock","2","Police & Medical","3"
"2022-06-01","A DIVISION","1","1","Infrastructure & Equipment","295"
"2022-06-01","A DIVISION","1","1","External Factors","53"
"2022-06-01","A DIVISION","1","1","Operating Conditions","350"
"2022-06-01","A DIVISION","1","1","Crew Availability","378"
"2022-06-01","A DIVISION","1","1","Planned ROW Work","247"
"2022-06-01","A DIVISION","1","1","Police & Medical","387"
"2022-06-01","A DIVISION","1","2","Planned ROW Work","30"
"2022-06-01","A DIVISION","1","2","Operating Conditions","80"
"2022-06-01","A DIVISION","1","2","Police & Medical","78"
"2022-06-01","A DIVISION","1","2","Crew Availability","126"
"2022-06-01","A DIVISION","1","2","Infrastructure & Equipment","32"
"2022-06-01","A DIVISION","2","1","Planned ROW Work","307"
"2022-06-01","A DIVISION","2","1","Infrastructure & Equipment","252"
"2022-06-01","A DIVISION","2","1","Police & Medical","301"
"2022-06-01","A DIVISION","2","1","External Factors","22"
"2022-06-01","A DIVISION","2","1","Operating Conditions","410"
"2022-06-01","A DIVISION","2","1","Crew Availability","373"
"2022-06-01","A DIVISION","2","2","Infrastructure & Equipment","152"
"2022-06-01","A DIVISION","2","2","Crew Availability","177"
"2022-06-01","A DIVISION","2","2","External Factors","24"
"2022-06-01","A DIVISION","2","2","Police & Medical","110"
"2022-06-01","A DIVISION","2","2","Planned ROW Work","177"
"2022-06-01","A DIVISION","2","2","Operating Conditions","323"
"2022-06-01","A DIVISION","3","1","Police & Medical","212"
"2022-06-01","A DIVISION","3","1","Infrastructure & Equipment","143"
"2022-06-01","A DIVISION","3","1","Operating Conditions","123"
"2022-06-01","A DIVISION","3","1","Crew Availability","315"
"2022-06-01","A DIVISION","3","1","Planned ROW Work","89"
"2022-06-01","A DIVISION","3","2","Crew Availability","91"
"2022-06-01","A DIVISION","3","2","Infrastructure & Equipment","77"
"2022-06-01","A DIVISION","3","2","Operating Conditions","241"
"2022-06-01","A DIVISION","3","2","External Factors","28"
"2022-06-01","A DIVISION","3","2","Planned ROW Work","170"
"2022-06-01","A DIVISION","3","2","Police & Medical","83"
"2022-06-01","A DIVISION","4","1","Police & Medical","392"
"2022-06-01","A DIVISION","4","1","Planned ROW Work","86"
"2022-06-01","A DIVISION","4","1","Operating Conditions","204"
"2022-06-01","A DIVISION","4","1","Infrastructure & Equipment","387"
"2022-06-01","A DIVISION","4","1","Crew Availability","398"
"2022-06-01","A DIVISION","4","2","Infrastructure & Equipment","109"
"2022-06-01","A DIVISION","4","2","Police & Medical","133"
"2022-06-01","A DIVISION","4","2","External Factors","5"
"2022-06-01","A DIVISION","4","2","Operating Conditions","247"
"2022-06-01","A DIVISION","4","2","Planned ROW Work","56"
"2022-06-01","A DIVISION","4","2","Crew Availability","102"
"2022-06-01","A DIVISION","5","1","Operating Conditions","186"
"2022-06-01","A DIVISION","5","1","Planned ROW Work","117"
"2022-06-01","A DIVISION","5","1","Police & Medical","275"
"2022-06-01","A DIVISION","5","1","Infrastructure & Equipment","319"
"2022-06-01","A DIVISION","5","1","External Factors","6"
"2022-06-01","A DIVISION","5","1","Crew Availability","180"
"2022-06-01","A DIVISION","5","2","Infrastructure & Equipment","17"
"2022-06-01","A DIVISION","5","2","Crew Availability","47"
"2022-06-01","A DIVISION","5","2","Planned ROW Work","27"
"2022-06-01","A DIVISION","5","2","Police & Medical","47"
"2022-06-01","A DIVISION","5","2","Operating Conditions","90"
"2022-06-01","A DIVISION","5","2","External Factors","1"
"2022-06-01","A DIVISION","6","1","Operating Conditions","502"
"2022-06-01","A DIVISION","6","1","Infrastructure & Equipment","641"
"2022-06-01","A DIVISION","6","1","Planned ROW Work","246"
"2022-06-01","A DIVISION","6","1","Police & Medical","730"
"2022-06-01","A DIVISION","6","1","External Factors","17"
"2022-06-01","A DIVISION","6","1","Crew Availability","293"
"2022-06-01","A DIVISION","6","2","Crew Availability","97"
"2022-06-01","A DIVISION","6","2","Planned ROW Work","43"
"2022-06-01","A DIVISION","6","2","Police & Medical","68"
"2022-06-01","A DIVISION","6","2","Operating Conditions","210"
"2022-06-01","A DIVISION","6","2","Infrastructure & Equipment","47"
"2022-06-01","A DIVISION","7","1","Police & Medical","460"
"2022-06-01","A DIVISION","7","1","Planned ROW Work","90"
"2022-06-01","A DIVISION","7","1","Infrastructure & Equipment","513"
"2022-06-01","A DIVISION","7","1","Operating Conditions","34"
"2022-06-01","A DIVISION","7","1","Crew Availability","501"
"2022-06-01","A DIVISION","7","2","Operating Conditions","39"
"2022-06-01","A DIVISION","7","2","Police & Medical","47"
"2022-06-01","A DIVISION","7","2","Crew Availability","190"
"2022-06-01","A DIVISION","7","2","Infrastructure & Equipment","9"
"2022-06-01","A DIVISION","7","2","Planned ROW Work","46"
"2022-06-01","A DIVISION","S 42nd","1","Crew Availability","14"
"2022-06-01","A DIVISION","S 42nd","1","Infrastructure & Equipment","35"
"2022-06-01","A DIVISION","S 42nd","1","Police & Medical","16"
"2022-06-01","A DIVISION","S 42nd","2","Police & Medical","14"
"2022-06-01","B DIVISION","A","1","External Factors","179"
"2022-06-01","B DIVISION","A","1","Planned ROW Work","581"
"2022-06-01","B DIVISION","A","1","Crew Availability","525"
"2022-06-01","B DIVISION","A","1","Infrastructure & Equipment","540"
"2022-06-01","B DIVISION","A","1","Police & Medical","318"
"2022-06-01","B DIVISION","A","1","Operating Conditions","502"
"2022-06-01","B DIVISION","A","2","Planned ROW Work","384"
"2022-06-01","B DIVISION","A","2","Operating Conditions","155"
"2022-06-01","B DIVISION","A","2","External Factors","60"
"2022-06-01","B DIVISION","A","2","Police & Medical","90"
"2022-06-01","B DIVISION","A","2","Infrastructure & Equipment","90"
"2022-06-01","B DIVISION","A","2","Crew Availability","235"
"2022-06-01","B DIVISION","B","1","Police & Medical","151"
"2022-06-01","B DIVISION","B","1","External Factors","4"
"2022-06-01","B DIVISION","B","1","Planned ROW Work","120"
"2022-06-01","B DIVISION","B","1","Infrastructure & Equipment","363"
"2022-06-01","B DIVISION","B","1","Operating Conditions","273"
"2022-06-01","B DIVISION","B","1","Crew Availability","420"
"2022-06-01","B DIVISION","C","1","External Factors","3"
"2022-06-01","B DIVISION","C","1","Operating Conditions","337"
"2022-06-01","B DIVISION","C","1","Crew Availability","419"
"2022-06-01","B DIVISION","C","1","Police & Medical","295"
"2022-06-01","B DIVISION","C","1","Infrastructure & Equipment","342"
"2022-06-01","B DIVISION","C","1","Planned ROW Work","119"
"2022-06-01","B DIVISION","C","2","Police & Medical","60"
"2022-06-01","B DIVISION","C","2","Planned ROW Work","167"
"2022-06-01","B DIVISION","C","2","Operating Conditions","162"
"2022-06-01","B DIVISION","C","2","Infrastructure & Equipment","63"
"2022-06-01","B DIVISION","C","2","Crew Availability","192"
"2022-06-01","B DIVISION","D","1","Operating Conditions","281"
"2022-06-01","B DIVISION","D","1","Crew Availability","541"
"2022-06-01","B DIVISION","D","1","External Factors","2"
"2022-06-01","B DIVISION","D","1","Infrastructure & Equipment","374"
"2022-06-01","B DIVISION","D","1","Police & Medical","217"
"2022-06-01","B DIVISION","D","1","Planned ROW Work","316"
"2022-06-01","B DIVISION","D","2","Infrastructure & Equipment","49"
"2022-06-01","B DIVISION","D","2","Crew Availability","223"
"2022-06-01","B DIVISION","D","2","Planned ROW Work","70"
"2022-06-01","B DIVISION","D","2","Operating Conditions","53"
"2022-06-01","B DIVISION","D","2","Police & Medical","54"
"2022-06-01","B DIVISION","E","1","Planned ROW Work","586"
"2022-06-01","B DIVISION","E","1","Crew Availability","463"
"2022-06-01","B DIVISION","E","1","Police & Medical","417"
"2022-06-01","B DIVISION","E","1","Infrastructure & Equipment","765"
"2022-06-01","B DIVISION","E","1","External Factors","3"
"2022-06-01","B DIVISION","E","1","Operating Conditions","313"
"2022-06-01","B DIVISION","E","2","Police & Medical","28"
"2022-06-01","B DIVISION","E","2","Infrastructure & Equipment","36"
"2022-06-01","B DIVISION","E","2","Operating Conditions","12"
"2022-06-01","B DIVISION","E","2","Planned ROW Work","186"
"2022-06-01","B DIVISION","E","2","Crew Availability","155"
"2022-06-01","B DIVISION","F","1","Operating Conditions","331"
"2022-06-01","B DIVISION","F","1","Crew Availability","699"
"2022-06-01","B DIVISION","F","1","Police & Medical","302"
"2022-06-01","B DIVISION","F","1","External Factors","12"
"2022-06-01","B DIVISION","F","1","Planned ROW Work","665"
"2022-06-01","B DIVISION","F","1","Infrastructure & Equipment","661"
"2022-06-01","B DIVISION","F","2","Police & Medical","57"
"2022-06-01","B DIVISION","F","2","Infrastructure & Equipment","65"
"2022-06-01","B DIVISION","F","2","Operating Conditions","17"
"2022-06-01","B DIVISION","F","2","Crew Availability","185"
"2022-06-01","B DIVISION","F","2","Planned ROW Work","226"
"2022-06-01","B DIVISION","G","1","Infrastructure & Equipment","191"
"2022-06-01","B DIVISION","G","1","Crew Availability","189"
"2022-06-01","B DIVISION","G","1","Planned ROW Work","75"
"2022-06-01","B DIVISION","G","1","Operating Conditions","103"
"2022-06-01","B DIVISION","G","1","External Factors","16"
"2022-06-01","B DIVISION","G","1","Police & Medical","93"
"2022-06-01","B DIVISION","G","2","Planned ROW Work","31"
"2022-06-01","B DIVISION","G","2","Infrastructure & Equipment","28"
"2022-06-01","B DIVISION","G","2","Operating Conditions","24"
"2022-06-01","B DIVISION","G","2","Crew Availability","56"
"2022-06-01","B DIVISION","G","2","Police & Medical","1"
"2022-06-01","B DIVISION","JZ","1","Police & Medical","137"
"2022-06-01","B DIVISION","JZ","1","Planned ROW Work","99"
"2022-06-01","B DIVISION","JZ","1","Infrastructure & Equipment","356"
"2022-06-01","B DIVISION","JZ","1","Crew Availability","311"
"2022-06-01","B DIVISION","JZ","1","Operating Conditions","146"
"2022-06-01","B DIVISION","JZ","2","External Factors","40"
"2022-06-01","B DIVISION","JZ","2","Planned ROW Work","14"
"2022-06-01","B DIVISION","JZ","2","Police & Medical","28"
"2022-06-01","B DIVISION","JZ","2","Operating Conditions","14"
"2022-06-01","B DIVISION","JZ","2","Crew Availability","338"
"2022-06-01","B DIVISION","JZ","2","Infrastructure & Equipment","8"
"2022-06-01","B DIVISION","L","1","Crew Availability","460"
"2022-06-01","B DIVISION","L","1","Operating Conditions","8"
"2022-06-01","B DIVISION","L","1","Police & Medical","126"
"2022-06-01","B DIVISION","L","1","Infrastructure & Equipment","397"
"2022-06-01","B DIVISION","L","1","Planned ROW Work","116"
"2022-06-01","B DIVISION","L","2","Infrastructure & Equipment","112"
"2022-06-01","B DIVISION","L","2","Operating Conditions","1"
"2022-06-01","B DIVISION","L","2","Crew Availability","217"
"2022-06-01","B DIVISION","L","2","Planned ROW Work","32"
"2022-06-01","B DIVISION","L","2","Police & Medical","11"
"2022-06-01","B DIVISION","M","1","Police & Medical","251"
"2022-06-01","B DIVISION","M","1","Operating Conditions","195"
"2022-06-01","B DIVISION","M","1","External Factors","1"
"2022-06-01","B DIVISION","M","1","Infrastructure & Equipment","486"
"2022-06-01","B DIVISION","M","1","Planned ROW Work","91"
"2022-06-01","B DIVISION","M","1","Crew Availability","433"
"2022-06-01","B DIVISION","M","2","Crew Availability","14"
"2022-06-01","B DIVISION","M","2","Operating Conditions","1"
"2022-06-01","B DIVISION","M","2","Infrastructure & Equipment","16"
"2022-06-01","B DIVISION","N","1","Crew Availability","668"
"2022-06-01","B DIVISION","N","1","Operating Conditions","342"
"2022-06-01","B DIVISION","N","1","Infrastructure & Equipment","424"
"2022-06-01","B DIVISION","N","1","Planned ROW Work","403"
"2022-06-01","B DIVISION","N","1","Police & Medical","255"
"2022-06-01","B DIVISION","N","1","External Factors","33"
"2022-06-01","B DIVISION","N","2","Operating Conditions","105"
"2022-06-01","B DIVISION","N","2","Infrastructure & Equipment","55"
"2022-06-01","B DIVISION","N","2","Planned ROW Work","127"
"2022-06-01","B DIVISION","N","2","External Factors","2"
"2022-06-01","B DIVISION","N","2","Crew Availability","244"
"2022-06-01","B DIVISION","N","2","Police & Medical","46"
"2022-06-01","B DIVISION","Q","1","Infrastructure & Equipment","249"
"2022-06-01","B DIVISION","Q","1","Police & Medical","212"
"2022-06-01","B DIVISION","Q","1","Crew Availability","621"
"2022-06-01","B DIVISION","Q","1","Planned ROW Work","262"
"2022-06-01","B DIVISION","Q","1","External Factors","16"
"2022-06-01","B DIVISION","Q","1","Operating Conditions","341"
"2022-06-01","B DIVISION","Q","2","Police & Medical","87"
"2022-06-01","B DIVISION","Q","2","Crew Availability","164"
"2022-06-01","B DIVISION","Q","2","External Factors","4"
"2022-06-01","B DIVISION","Q","2","Infrastructure & Equipment","67"
"2022-06-01","B DIVISION","Q","2","Operating Conditions","171"
"2022-06-01","B DIVISION","Q","2","Planned ROW Work","95"
"2022-06-01","B DIVISION","R","1","Operating Conditions","226"
"2022-06-01","B DIVISION","R","1","Planned ROW Work","72"
"2022-06-01","B DIVISION","R","1","Infrastructure & Equipment","288"
"2022-06-01","B DIVISION","R","1","External Factors","14"
"2022-06-01","B DIVISION","R","1","Police & Medical","173"
"2022-06-01","B DIVISION","R","1","Crew Availability","459"
"2022-06-01","B DIVISION","R","2","Infrastructure & Equipment","43"
"2022-06-01","B DIVISION","R","2","Planned ROW Work","101"
"2022-06-01","B DIVISION","R","2","Crew Availability","184"
"2022-06-01","B DIVISION","R","2","Operating Conditions","35"
"2022-06-01","B DIVISION","R","2","Police & Medical","17"
"2022-06-01","B DIVISION","S Fkln","1","Crew Availability","2"
"2022-06-01","B DIVISION","S Fkln","1","Infrastructure & Equipment","7"
"2022-06-01","B DIVISION","S Fkln","1","Police & Medical","2"
"2022-06-01","B DIVISION","S Fkln","2","Infrastructure & Equipment","1"
"2022-06-01","B DIVISION","S Rock","1","Operating Conditions","1"
"2022-06-01","B DIVISION","S Rock","1","Crew Availability","14"
"2022-06-01","B DIVISION","S Rock","1","External Factors","69"
"2022-06-01","B DIVISION","S Rock","1","Police & Medical","18"
"2022-06-01","B DIVISION","S Rock","1","Infrastructure & Equipment","39"
"2022-06-01","B DIVISION","S Rock","1","Planned ROW Work","15"
"2022-06-01","B DIVISION","S Rock","2","External Factors","39"
"2022-06-01","B DIVISION","S Rock","2","Operating Conditions","16"
"2022-06-01","B DIVISION","S Rock","2","Crew Availability","24"
"2022-06-01","B DIVISION","S Rock","2","Police & Medical","10"
"2022-06-01","B DIVISION","S Rock","2","Infrastructure & Equipment","6"
"2022-06-01","B DIVISION","S Rock","2","Planned ROW Work","1"
"2022-07-01","A DIVISION","1","1","Police & Medical","255"
"2022-07-01","A DIVISION","1","1","Operating Conditions","338"
"2022-07-01","A DIVISION","1","1","Planned ROW Work","288"
"2022-07-01","A DIVISION","1","1","External Factors","22"
"2022-07-01","A DIVISION","1","1","Crew Availability","172"
"2022-07-01","A DIVISION","1","1","Infrastructure & Equipment","1,019"
"2022-07-01","A DIVISION","1","2","Police & Medical","177"
"2022-07-01","A DIVISION","1","2","Planned ROW Work","72"
"2022-07-01","A DIVISION","1","2","Infrastructure & Equipment","61"
"2022-07-01","A DIVISION","1","2","Operating Conditions","95"
"2022-07-01","A DIVISION","1","2","Crew Availability","54"
"2022-07-01","A DIVISION","1","2","External Factors","21"
"2022-07-01","A DIVISION","2","1","External Factors","140"
"2022-07-01","A DIVISION","2","1","Crew Availability","126"
"2022-07-01","A DIVISION","2","1","Planned ROW Work","321"
"2022-07-01","A DIVISION","2","1","Operating Conditions","439"
"2022-07-01","A DIVISION","2","1","Infrastructure & Equipment","638"
"2022-07-01","A DIVISION","2","1","Police & Medical","275"
"2022-07-01","A DIVISION","2","2","Planned ROW Work","215"
"2022-07-01","A DIVISION","2","2","Crew Availability","69"
"2022-07-01","A DIVISION","2","2","Operating Conditions","318"
"2022-07-01","A DIVISION","2","2","Police & Medical","178"
"2022-07-01","A DIVISION","2","2","External Factors","5"
"2022-07-01","A DIVISION","2","2","Infrastructure & Equipment","143"
"2022-07-01","A DIVISION","3","1","Police & Medical","225"
"2022-07-01","A DIVISION","3","1","Infrastructure & Equipment","473"
"2022-07-01","A DIVISION","3","1","Planned ROW Work","101"
"2022-07-01","A DIVISION","3","1","Crew Availability","132"
"2022-07-01","A DIVISION","3","1","External Factors","90"
"2022-07-01","A DIVISION","3","1","Operating Conditions","217"
"2022-07-01","A DIVISION","3","2","Planned ROW Work","89"
"2022-07-01","A DIVISION","3","2","Crew Availability","34"
"2022-07-01","A DIVISION","3","2","Infrastructure & Equipment","109"
"2022-07-01","A DIVISION","3","2","Operating Conditions","240"
"2022-07-01","A DIVISION","3","2","External Factors","10"
"2022-07-01","A DIVISION","3","2","Police & Medical","110"
"2022-07-01","A DIVISION","4","1","Police & Medical","318"
"2022-07-01","A DIVISION","4","1","Infrastructure & Equipment","694"
"2022-07-01","A DIVISION","4","1","Crew Availability","136"
"2022-07-01","A DIVISION","4","1","External Factors","78"
"2022-07-01","A DIVISION","4","1","Planned ROW Work","115"
"2022-07-01","A DIVISION","4","1","Operating Conditions","193"
"2022-07-01","A DIVISION","4","2","Operating Conditions","279"
"2022-07-01","A DIVISION","4","2","External Factors","16"
"2022-07-01","A DIVISION","4","2","Infrastructure & Equipment","135"
"2022-07-01","A DIVISION","4","2","Planned ROW Work","90"
"2022-07-01","A DIVISION","4","2","Crew Availability","73"
"2022-07-01","A DIVISION","4","2","Police & Medical","188"
"2022-07-01","A DIVISION","5","1","Police & Medical","300"
"2022-07-01","A DIVISION","5","1","Crew Availability","56"
"2022-07-01","A DIVISION","5","1","Infrastructure & Equipment","575"
"2022-07-01","A DIVISION","5","1","External Factors","144"
"2022-07-01","A DIVISION","5","1","Operating Conditions","320"
"2022-07-01","A DIVISION","5","1","Planned ROW Work","123"
"2022-07-01","A DIVISION","5","2","Police & Medical","67"
"2022-07-01","A DIVISION","5","2","External Factors","3"
"2022-07-01","A DIVISION","5","2","Planned ROW Work","56"
"2022-07-01","A DIVISION","5","2","Infrastructure & Equipment","60"
"2022-07-01","A DIVISION","5","2","Operating Conditions","122"
"2022-07-01","A DIVISION","5","2","Crew Availability","59"
"2022-07-01","A DIVISION","6","1","Planned ROW Work","165"
"2022-07-01","A DIVISION","6","1","Crew Availability","122"
"2022-07-01","A DIVISION","6","1","Infrastructure & Equipment","927"
"2022-07-01","A DIVISION","6","1","Operating Conditions","430"
"2022-07-01","A DIVISION","6","1","Police & Medical","568"
"2022-07-01","A DIVISION","6","1","External Factors","63"
"2022-07-01","A DIVISION","6","2","Crew Availability","40"
"2022-07-01","A DIVISION","6","2","External Factors","8"
"2022-07-01","A DIVISION","6","2","Operating Conditions","107"
"2022-07-01","A DIVISION","6","2","Police & Medical","74"
"2022-07-01","A DIVISION","6","2","Planned ROW Work","72"
"2022-07-01","A DIVISION","6","2","Infrastructure & Equipment","109"
"2022-07-01","A DIVISION","7","1","Crew Availability","288"
"2022-07-01","A DIVISION","7","1","Operating Conditions","43"
"2022-07-01","A DIVISION","7","1","Infrastructure & Equipment","253"
"2022-07-01","A DIVISION","7","1","Planned ROW Work","143"
"2022-07-01","A DIVISION","7","1","Police & Medical","208"
"2022-07-01","A DIVISION","7","2","Planned ROW Work","108"
"2022-07-01","A DIVISION","7","2","Infrastructure & Equipment","103"
"2022-07-01","A DIVISION","7","2","Crew Availability","105"
"2022-07-01","A DIVISION","7","2","Operating Conditions","19"
"2022-07-01","A DIVISION","7","2","Police & Medical","89"
"2022-07-01","A DIVISION","S 42nd","1","Police & Medical","17"
"2022-07-01","A DIVISION","S 42nd","1","Infrastructure & Equipment","42"
"2022-07-01","A DIVISION","S 42nd","1","Operating Conditions","11"
"2022-07-01","A DIVISION","S 42nd","1","Crew Availability","2"
"2022-07-01","A DIVISION","S 42nd","2","Police & Medical","6"
"2022-07-01","A DIVISION","S 42nd","2","Infrastructure & Equipment","27"
"2022-07-01","B DIVISION","A","1","External Factors","91"
"2022-07-01","B DIVISION","A","1","Operating Conditions","437"
"2022-07-01","B DIVISION","A","1","Planned ROW Work","477"
"2022-07-01","B DIVISION","A","1","Infrastructure & Equipment","709"
"2022-07-01","B DIVISION","A","1","Police & Medical","340"
"2022-07-01","B DIVISION","A","1","Crew Availability","485"
"2022-07-01","B DIVISION","A","2","Infrastructure & Equipment","122"
"2022-07-01","B DIVISION","A","2","Police & Medical","191"
"2022-07-01","B DIVISION","A","2","Operating Conditions","307"
"2022-07-01","B DIVISION","A","2","External Factors","68"
"2022-07-01","B DIVISION","A","2","Crew Availability","241"
"2022-07-01","B DIVISION","A","2","Planned ROW Work","416"
"2022-07-01","B DIVISION","B","1","Infrastructure & Equipment","281"
"2022-07-01","B DIVISION","B","1","Police & Medical","169"
"2022-07-01","B DIVISION","B","1","Operating Conditions","289"
"2022-07-01","B DIVISION","B","1","Crew Availability","341"
"2022-07-01","B DIVISION","B","1","Planned ROW Work","100"
"2022-07-01","B DIVISION","C","1","Police & Medical","192"
"2022-07-01","B DIVISION","C","1","Crew Availability","523"
"2022-07-01","B DIVISION","C","1","Planned ROW Work","87"
"2022-07-01","B DIVISION","C","1","Operating Conditions","259"
"2022-07-01","B DIVISION","C","1","Infrastructure & Equipment","368"
"2022-07-01","B DIVISION","C","1","External Factors","10"
"2022-07-01","B DIVISION","C","2","Operating Conditions","343"
"2022-07-01","B DIVISION","C","2","Infrastructure & Equipment","97"
"2022-07-01","B DIVISION","C","2","Police & Medical","105"
"2022-07-01","B DIVISION","C","2","External Factors","5"
"2022-07-01","B DIVISION","C","2","Crew Availability","160"
"2022-07-01","B DIVISION","C","2","Planned ROW Work","117"
"2022-07-01","B DIVISION","D","1","Crew Availability","733"
"2022-07-01","B DIVISION","D","1","Operating Conditions","241"
"2022-07-01","B DIVISION","D","1","External Factors","5"
"2022-07-01","B DIVISION","D","1","Planned ROW Work","301"
"2022-07-01","B DIVISION","D","1","Infrastructure & Equipment","234"
"2022-07-01","B DIVISION","D","1","Police & Medical","172"
"2022-07-01","B DIVISION","D","2","Operating Conditions","187"
"2022-07-01","B DIVISION","D","2","Infrastructure & Equipment","29"
"2022-07-01","B DIVISION","D","2","Planned ROW Work","224"
"2022-07-01","B DIVISION","D","2","Police & Medical","121"
"2022-07-01","B DIVISION","D","2","Crew Availability","236"
"2022-07-01","B DIVISION","E","1","Police & Medical","295"
"2022-07-01","B DIVISION","E","1","Crew Availability","653"
"2022-07-01","B DIVISION","E","1","Operating Conditions","271"
"2022-07-01","B DIVISION","E","1","Planned ROW Work","539"
"2022-07-01","B DIVISION","E","1","External Factors","22"
"2022-07-01","B DIVISION","E","1","Infrastructure & Equipment","665"
"2022-07-01","B DIVISION","E","2","Operating Conditions","23"
"2022-07-01","B DIVISION","E","2","Infrastructure & Equipment","67"
"2022-07-01","B DIVISION","E","2","Crew Availability","165"
"2022-07-01","B DIVISION","E","2","Police & Medical","58"
"2022-07-01","B DIVISION","E","2","Planned ROW Work","121"
"2022-07-01","B DIVISION","F","1","Planned ROW Work","428"
"2022-07-01","B DIVISION","F","1","Infrastructure & Equipment","858"
"2022-07-01","B DIVISION","F","1","Operating Conditions","179"
"2022-07-01","B DIVISION","F","1","External Factors","201"
"2022-07-01","B DIVISION","F","1","Police & Medical","255"
"2022-07-01","B DIVISION","F","1","Crew Availability","778"
"2022-07-01","B DIVISION","F","2","Infrastructure & Equipment","104"
"2022-07-01","B DIVISION","F","2","Planned ROW Work","275"
"2022-07-01","B DIVISION","F","2","Police & Medical","77"
"2022-07-01","B DIVISION","F","2","Operating Conditions","35"
"2022-07-01","B DIVISION","F","2","External Factors","8"
"2022-07-01","B DIVISION","F","2","Crew Availability","164"
"2022-07-01","B DIVISION","G","1","Police & Medical","62"
"2022-07-01","B DIVISION","G","1","Crew Availability","469"
"2022-07-01","B DIVISION","G","1","Planned ROW Work","156"
"2022-07-01","B DIVISION","G","1","Infrastructure & Equipment","245"
"2022-07-01","B DIVISION","G","1","External Factors","140"
"2022-07-01","B DIVISION","G","1","Operating Conditions","84"
"2022-07-01","B DIVISION","G","2","Planned ROW Work","10"
"2022-07-01","B DIVISION","G","2","Police & Medical","40"
"2022-07-01","B DIVISION","G","2","Infrastructure & Equipment","45"
"2022-07-01","B DIVISION","G","2","External Factors","1"
"2022-07-01","B DIVISION","G","2","Operating Conditions","21"
"2022-07-01","B DIVISION","G","2","Crew Availability","51"
"2022-07-01","B DIVISION","JZ","1","Crew Availability","902"
"2022-07-01","B DIVISION","JZ","1","External Factors","2"
"2022-07-01","B DIVISION","JZ","1","Operating Conditions","220"
"2022-07-01","B DIVISION","JZ","1","Police & Medical","177"
"2022-07-01","B DIVISION","JZ","1","Infrastructure & Equipment","330"
"2022-07-01","B DIVISION","JZ","1","Planned ROW Work","71"
"2022-07-01","B DIVISION","JZ","2","Crew Availability","276"
"2022-07-01","B DIVISION","JZ","2","Operating Conditions","39"
"2022-07-01","B DIVISION","JZ","2","Planned ROW Work","101"
"2022-07-01","B DIVISION","JZ","2","Infrastructure & Equipment","188"
"2022-07-01","B DIVISION","JZ","2","Police & Medical","39"
"2022-07-01","B DIVISION","L","1","Operating Conditions","7"
"2022-07-01","B DIVISION","L","1","Infrastructure & Equipment","329"
"2022-07-01","B DIVISION","L","1","Planned ROW Work","117"
"2022-07-01","B DIVISION","L","1","Crew Availability","613"
"2022-07-01","B DIVISION","L","1","External Factors","11"
"2022-07-01","B DIVISION","L","1","Police & Medical","83"
"2022-07-01","B DIVISION","L","2","Crew Availability","184"
"2022-07-01","B DIVISION","L","2","Planned ROW Work","26"
"2022-07-01","B DIVISION","L","2","Infrastructure & Equipment","113"
"2022-07-01","B DIVISION","L","2","Operating Conditions","1"
"2022-07-01","B DIVISION","L","2","Police & Medical","29"
"2022-07-01","B DIVISION","M","1","Police & Medical","163"
"2022-07-01","B DIVISION","M","1","Operating Conditions","188"
"2022-07-01","B DIVISION","M","1","Planned ROW Work","100"
"2022-07-01","B DIVISION","M","1","External Factors","2"
"2022-07-01","B DIVISION","M","1","Crew Availability","506"
"2022-07-01","B DIVISION","M","1","Infrastructure & Equipment","492"
"2022-07-01","B DIVISION","M","2","Planned ROW Work","3"
"2022-07-01","B DIVISION","M","2","Crew Availability","64"
"2022-07-01","B DIVISION","M","2","Operating Conditions","4"
"2022-07-01","B DIVISION","M","2","Infrastructure & Equipment","16"
"2022-07-01","B DIVISION","M","2","Police & Medical","10"
"2022-07-01","B DIVISION","M","2","External Factors","1"
"2022-07-01","B DIVISION","N","1","Crew Availability","760"
"2022-07-01","B DIVISION","N","1","Planned ROW Work","335"
"2022-07-01","B DIVISION","N","1","Operating Conditions","212"
"2022-07-01","B DIVISION","N","1","Infrastructure & Equipment","501"
"2022-07-01","B DIVISION","N","1","External Factors","2"
"2022-07-01","B DIVISION","N","1","Police & Medical","336"
"2022-07-01","B DIVISION","N","2","Crew Availability","317"
"2022-07-01","B DIVISION","N","2","Police & Medical","46"
"2022-07-01","B DIVISION","N","2","Planned ROW Work","165"
"2022-07-01","B DIVISION","N","2","Infrastructure & Equipment","95"
"2022-07-01","B DIVISION","N","2","Operating Conditions","198"
"2022-07-01","B DIVISION","Q","1","Infrastructure & Equipment","451"
"2022-07-01","B DIVISION","Q","1","Police & Medical","298"
"2022-07-01","B DIVISION","Q","1","Crew Availability","560"
"2022-07-01","B DIVISION","Q","1","Operating Conditions","328"
"2022-07-01","B DIVISION","Q","1","Planned ROW Work","226"
"2022-07-01","B DIVISION","Q","2","Operating Conditions","306"
"2022-07-01","B DIVISION","Q","2","Infrastructure & Equipment","117"
"2022-07-01","B DIVISION","Q","2","Crew Availability","274"
"2022-07-01","B DIVISION","Q","2","Planned ROW Work","178"
"2022-07-01","B DIVISION","Q","2","Police & Medical","123"
"2022-07-01","B DIVISION","R","1","Infrastructure & Equipment","329"
