"month","division","line","day_type","period","num_timepoints_passing_wait _assessment","num_sched_timepoints","wait assessment"
"2018-07-01","B DIVISION","Q","2","peak","2,050","2,578","79.519007%"
"2018-07-01","B DIVISION","R","1","offpeak","14,324","20,180","70.9811695%"
"2018-07-01","B DIVISION","R","2","offpeak","4,666","6,441","72.4421674%"
"2018-07-01","B DIVISION","R","1","peak","9,276","13,891","66.7770499%"
"2018-07-01","B DIVISION","R","2","peak","2,557","3,404","75.1175088%"
"2018-07-01","B DIVISION","S Fkln","1","offpeak","2,274","2,295","99.0849673%"
"2018-07-01","B DIVISION","S Fkln","2","offpeak","889","904","98.340708%"
"2018-07-01","B DIVISION","S Fkln","1","peak","1,298","1,316","98.6322188%"
"2018-07-01","B DIVISION","S Fkln","2","peak","491","505","97.2277228%"
"2018-07-01","B DIVISION","S Rock","1","offpeak","877","940","93.2978723%"
"2018-07-01","B DIVISION","S Rock","2","offpeak","373","406","91.8719212%"
"2018-07-01","B DIVISION","S Rock","1","peak","437","462","94.5887446%"
"2018-07-01","B DIVISION","S Rock","2","peak","197","220","89.5454545%"
"2018-07-01","B DIVISION","W","1","offpeak","6,698","9,483","70.6316566%"
"2018-07-01","B DIVISION","W","1","peak","4,233","6,119","69.1779703%"
"2018-08-01","A DIVISION","1","1","offpeak","21,602","28,689","75.2971522%"
"2018-08-01","A DIVISION","1","2","offpeak","5,244","6,421","81.6695219%"
"2018-08-01","A DIVISION","1","1","peak","13,145","18,607","70.645456%"
"2018-08-01","A DIVISION","1","2","peak","2,449","3,043","80.4797897%"
"2018-08-01","A DIVISION","2","1","offpeak","21,006","29,491","71.2285104%"
"2018-08-01","A DIVISION","2","2","offpeak","5,395","7,259","74.3215319%"
"2018-08-01","A DIVISION","2","1","peak","12,669","18,170","69.7248211%"
"2018-08-01","A DIVISION","2","2","peak","2,808","3,700","75.8918919%"
"2018-08-01","A DIVISION","3","1","offpeak","16,198","22,536","71.8761093%"
"2018-08-01","A DIVISION","3","2","offpeak","4,800","6,105","78.6240786%"
"2018-08-01","A DIVISION","3","1","peak","11,751","16,399","71.6568083%"
"2018-08-01","A DIVISION","3","2","peak","2,449","3,053","80.2161808%"
"2018-08-01","A DIVISION","4","1","offpeak","24,325","34,334","70.8481389%"
"2018-08-01","A DIVISION","4","2","offpeak","6,531","9,504","68.7184343%"
"2018-08-01","A DIVISION","4","1","peak","16,540","25,067","65.9831651%"
"2018-08-01","A DIVISION","4","2","peak","3,382","5,096","66.3657771%"
"2018-08-01","A DIVISION","5","1","offpeak","17,121","24,404","70.1565317%"
"2018-08-01","A DIVISION","5","2","offpeak","2,157","2,730","79.010989%"
"2018-08-01","A DIVISION","5","1","peak","12,980","19,978","64.9714686%"
"2018-08-01","A DIVISION","5","2","peak","1,168","1,468","79.5640327%"
"2018-08-01","A DIVISION","6","1","offpeak","23,594","32,614","72.3431655%"
"2018-08-01","A DIVISION","6","2","offpeak","5,151","6,334","81.3230186%"
"2018-08-01","A DIVISION","6","1","peak","14,420","21,411","67.3485592%"
"2018-08-01","A DIVISION","6","2","peak","2,491","3,305","75.3706505%"
"2018-08-01","A DIVISION","7","1","offpeak","14,992","20,668","72.5372557%"
"2018-08-01","A DIVISION","7","2","offpeak","3,522","4,593","76.6819073%"
"2018-08-01","A DIVISION","7","1","peak","10,381","16,526","62.8161685%"
"2018-08-01","A DIVISION","7","2","peak","2,092","2,759","75.8245741%"
"2018-08-01","A DIVISION","S 42nd","1","offpeak","6,986","7,199","97.0412557%"
"2018-08-01","A DIVISION","S 42nd","2","offpeak","1,663","1,704","97.5938967%"
"2018-08-01","A DIVISION","S 42nd","1","peak","6,072","6,693","90.7216495%"
"2018-08-01","A DIVISION","S 42nd","2","peak","965","992","97.2782258%"
"2018-08-01","B DIVISION","A","1","offpeak","15,839","22,828","69.3840897%"
"2018-08-01","B DIVISION","A","2","offpeak","4,350","6,064","71.7348285%"
"2018-08-01","B DIVISION","A","1","peak","10,547","16,072","65.6234445%"
"2018-08-01","B DIVISION","A","2","peak","2,232","3,151","70.8346557%"
"2018-08-01","B DIVISION","B","1","offpeak","7,247","9,797","73.971624%"
"2018-08-01","B DIVISION","B","1","peak","6,496","9,064","71.6681377%"
"2018-08-01","B DIVISION","C","1","offpeak","9,887","13,393","73.8221459%"
"2018-08-01","B DIVISION","C","2","offpeak","2,849","3,680","77.4184783%"
"2018-08-01","B DIVISION","C","1","peak","6,196","8,575","72.2565598%"
"2018-08-01","B DIVISION","C","2","peak","1,485","2,037","72.9013255%"
"2018-08-01","B DIVISION","D","1","offpeak","10,891","15,370","70.8588159%"
"2018-08-01","B DIVISION","D","2","offpeak","3,068","3,825","80.2091503%"
"2018-08-01","B DIVISION","D","1","peak","7,091","9,953","71.2448508%"
"2018-08-01","B DIVISION","D","2","peak","1,565","1,952","80.1741803%"
"2018-08-01","B DIVISION","E","1","offpeak","12,776","18,696","68.3354728%"
"2018-08-01","B DIVISION","E","2","offpeak","2,509","3,063","81.913157%"
"2018-08-01","B DIVISION","E","1","peak","9,090","13,810","65.8218682%"
"2018-08-01","B DIVISION","E","2","peak","1,303","1,533","84.9967384%"
"2018-08-01","B DIVISION","F","1","offpeak","21,801","30,737","70.9275466%"
"2018-08-01","B DIVISION","F","2","offpeak","4,417","5,532","79.8445409%"
"2018-08-01","B DIVISION","F","1","peak","15,223","22,197","68.5813398%"
"2018-08-01","B DIVISION","F","2","peak","2,204","2,792","78.9398281%"
"2018-08-01","B DIVISION","G","1","offpeak","11,118","13,484","82.453278%"
"2018-08-01","B DIVISION","G","2","offpeak","2,700","3,061","88.2064685%"
"2018-08-01","B DIVISION","G","1","peak","6,677","8,441","79.1020021%"
"2018-08-01","B DIVISION","G","2","peak","1,371","1,581","86.7172676%"
"2018-08-01","B DIVISION","JZ","1","offpeak","9,572","12,497","76.5943827%"
"2018-08-01","B DIVISION","JZ","2","offpeak","2,755","3,267","84.3281298%"
"2018-08-01","B DIVISION","JZ","1","peak","6,631","9,002","73.6614086%"
"2018-08-01","B DIVISION","JZ","2","peak","1,421","1,747","81.339439%"
"2018-08-01","B DIVISION","L","1","offpeak","21,512","27,226","79.0127084%"
"2018-08-01","B DIVISION","L","2","offpeak","4,921","6,225","79.0522088%"
"2018-08-01","B DIVISION","L","1","peak","12,901","16,696","77.2700048%"
"2018-08-01","B DIVISION","L","2","peak","2,513","3,030","82.9372937%"
"2018-08-01","B DIVISION","M","1","offpeak","12,056","15,775","76.4247227%"
"2018-08-01","B DIVISION","M","2","offpeak","1,358","1,639","82.8553996%"
"2018-08-01","B DIVISION","M","1","peak","8,501","12,027","70.6826307%"
"2018-08-01","B DIVISION","M","2","peak","630","807","78.0669145%"
"2018-08-01","B DIVISION","N","1","offpeak","13,212","19,456","67.9070724%"
"2018-08-01","B DIVISION","N","2","offpeak","3,567","5,013","71.154997%"
"2018-08-01","B DIVISION","N","1","peak","8,192","12,137","67.4960863%"
"2018-08-01","B DIVISION","N","2","peak","1,864","2,520","73.968254%"
"2018-08-01","B DIVISION","Q","1","offpeak","11,096","14,921","74.3649889%"
"2018-08-01","B DIVISION","Q","2","offpeak","3,632","4,332","83.8411819%"
"2018-08-01","B DIVISION","Q","1","peak","6,488","8,800","73.7272727%"
"2018-08-01","B DIVISION","Q","2","peak","1,906","2,283","83.4866404%"
"2018-08-01","B DIVISION","R","1","offpeak","15,533","22,305","69.6390944%"
"2018-08-01","B DIVISION","R","2","offpeak","4,396","6,015","73.0839568%"
"2018-08-01","B DIVISION","R","1","peak","10,161","15,147","67.0825906%"
"2018-08-01","B DIVISION","R","2","peak","2,411","3,224","74.7828784%"
"2018-08-01","B DIVISION","S Fkln","1","offpeak","1,938","1,998","96.996997%"
"2018-08-01","B DIVISION","S Fkln","2","offpeak","761","773","98.4476067%"
"2018-08-01","B DIVISION","S Fkln","1","peak","1,107","1,146","96.5968586%"
"2018-08-01","B DIVISION","S Fkln","2","peak","420","423","99.2907801%"
"2018-08-01","B DIVISION","S Rock","1","offpeak","928","979","94.7906027%"
"2018-08-01","B DIVISION","S Rock","2","offpeak","267","279","95.6989247%"
"2018-08-01","B DIVISION","S Rock","1","peak","465","485","95.8762887%"
"2018-08-01","B DIVISION","S Rock","2","peak","145","150","96.6666667%"
"2018-08-01","B DIVISION","W","1","offpeak","7,176","10,184","70.4634721%"
"2018-08-01","B DIVISION","W","1","peak","4,690","6,675","70.2621723%"
"2018-09-01","A DIVISION","1","1","offpeak","17,917","23,869","75.0638904%"
"2018-09-01","A DIVISION","1","2","offpeak","6,599","7,724","85.4350078%"
"2018-09-01","A DIVISION","1","1","peak","10,561","15,371","68.707306%"
"2018-09-01","A DIVISION","1","2","peak","3,254","3,761","86.5195427%"
"2018-09-01","A DIVISION","2","1","offpeak","18,215","25,861","70.4342446%"
"2018-09-01","A DIVISION","2","2","offpeak","7,081","9,937","71.2589313%"
"2018-09-01","A DIVISION","2","1","peak","11,230","16,606","67.6261592%"
"2018-09-01","A DIVISION","2","2","peak","3,734","5,085","73.4316618%"
"2018-09-01","A DIVISION","3","1","offpeak","13,925","19,540","71.2640737%"
"2018-09-01","A DIVISION","3","2","offpeak","5,662","7,019","80.6667616%"
"2018-09-01","A DIVISION","3","1","peak","9,394","13,547","69.3437661%"
"2018-09-01","A DIVISION","3","2","peak","2,902","3,481","83.3668486%"
"2018-09-01","A DIVISION","4","1","offpeak","20,300","28,288","71.7618778%"
"2018-09-01","A DIVISION","4","2","offpeak","8,072","11,318","71.3200212%"
"2018-09-01","A DIVISION","4","1","peak","13,257","20,703","64.0341979%"
"2018-09-01","A DIVISION","4","2","peak","4,381","6,047","72.4491483%"
"2018-09-01","A DIVISION","5","1","offpeak","14,991","21,270","70.4795487%"
"2018-09-01","A DIVISION","5","2","offpeak","1,945","2,239","86.869138%"
"2018-09-01","A DIVISION","5","1","peak","11,137","17,822","62.4901807%"
"2018-09-01","A DIVISION","5","2","peak","1,068","1,206","88.5572139%"
"2018-09-01","A DIVISION","6","1","offpeak","20,168","27,192","74.1688732%"
"2018-09-01","A DIVISION","6","2","offpeak","6,905","8,089","85.3628384%"
"2018-09-01","A DIVISION","6","1","peak","12,075","17,883","67.5222278%"
"2018-09-01","A DIVISION","6","2","peak","3,665","4,238","86.4794714%"
"2018-09-01","A DIVISION","7","1","offpeak","13,289","17,828","74.5400494%"
"2018-09-01","A DIVISION","7","2","offpeak","4,400","5,472","80.4093567%"
"2018-09-01","A DIVISION","7","1","peak","9,254","13,883","66.6570626%"
"2018-09-01","A DIVISION","7","2","peak","2,475","3,073","80.5401887%"
"2018-09-01","A DIVISION","S 42nd","1","offpeak","5,823","5,927","98.245318%"
"2018-09-01","A DIVISION","S 42nd","2","offpeak","2,113","2,130","99.2018779%"
"2018-09-01","A DIVISION","S 42nd","1","peak","4,854","5,523","87.8870179%"
"2018-09-01","A DIVISION","S 42nd","2","peak","1,222","1,240","98.5483871%"
"2018-09-01","B DIVISION","A","1","offpeak","12,990","18,679","69.5433374%"
"2018-09-01","B DIVISION","A","2","offpeak","5,420","7,695","70.4353476%"
"2018-09-01","B DIVISION","A","1","peak","9,020","13,841","65.1687017%"
"2018-09-01","B DIVISION","A","2","peak","2,871","4,018","71.4534594%"
"2018-09-01","B DIVISION","B","1","offpeak","5,857","7,640","76.6623037%"
"2018-09-01","B DIVISION","B","1","peak","5,290","7,416","71.3322546%"
"2018-09-01","B DIVISION","C","1","offpeak","8,280","11,202","73.9153723%"
"2018-09-01","B DIVISION","C","2","offpeak","3,271","4,613","70.9083026%"
"2018-09-01","B DIVISION","C","1","peak","5,021","7,053","71.1895647%"
"2018-09-01","B DIVISION","C","2","peak","1,863","2,579","72.2373013%"
"2018-09-01","B DIVISION","D","1","offpeak","8,325","11,589","71.8353611%"
"2018-09-01","B DIVISION","D","2","offpeak","1,667","2,145","77.7156177%"
"2018-09-01","B DIVISION","D","1","peak","5,710","8,151","70.0527543%"
"2018-09-01","B DIVISION","D","2","peak","903","1,098","82.2404372%"
"2018-09-01","B DIVISION","E","1","offpeak","10,840","15,461","70.1118944%"
"2018-09-01","B DIVISION","E","2","offpeak","3,296","3,988","82.6479438%"
"2018-09-01","B DIVISION","E","1","peak","7,282","11,211","64.954063%"
"2018-09-01","B DIVISION","E","2","peak","1,626","1,978","82.2042467%"
"2018-09-01","B DIVISION","F","1","offpeak","17,022","23,630","72.035548%"
"2018-09-01","B DIVISION","F","2","offpeak","4,497","5,562","80.8522114%"
"2018-09-01","B DIVISION","F","1","peak","12,363","17,917","69.0015069%"
"2018-09-01","B DIVISION","F","2","peak","2,267","2,767","81.929888%"
"2018-09-01","B DIVISION","G","1","offpeak","9,130","11,173","81.7148483%"
"2018-09-01","B DIVISION","G","2","offpeak","3,470","3,800","91.3157895%"
"2018-09-01","B DIVISION","G","1","peak","5,353","6,840","78.2602339%"
"2018-09-01","B DIVISION","G","2","peak","1,751","1,976","88.6133603%"
"2018-09-01","B DIVISION","JZ","1","offpeak","8,040","10,238","78.5309631%"
"2018-09-01","B DIVISION","JZ","2","offpeak","3,308","3,826","86.4610559%"
"2018-09-01","B DIVISION","JZ","1","peak","5,338","7,332","72.8041462%"
"2018-09-01","B DIVISION","JZ","2","peak","1,725","2,038","84.6418057%"
"2018-09-01","B DIVISION","L","1","offpeak","16,632","21,065","78.9556136%"
"2018-09-01","B DIVISION","L","2","offpeak","8,950","11,255","79.5202132%"
"2018-09-01","B DIVISION","L","1","peak","10,603","13,779","76.9504318%"
"2018-09-01","B DIVISION","L","2","peak","4,597","5,755","79.8783666%"
"2018-09-01","B DIVISION","M","1","offpeak","10,120","13,157","76.9172304%"
"2018-09-01","B DIVISION","M","2","offpeak","1,525","1,627","93.7307929%"
"2018-09-01","B DIVISION","M","1","peak","6,614","9,433","70.1155518%"
"2018-09-01","B DIVISION","M","2","peak","782","830","94.2168675%"
"2018-09-01","B DIVISION","N","1","offpeak","11,027","15,685","70.3028371%"
"2018-09-01","B DIVISION","N","2","offpeak","4,309","6,252","68.921945%"
"2018-09-01","B DIVISION","N","1","peak","6,897","9,977","69.1289967%"
"2018-09-01","B DIVISION","N","2","peak","2,144","3,080","69.6103896%"
"2018-09-01","B DIVISION","Q","1","offpeak","9,252","12,361","74.8483132%"
"2018-09-01","B DIVISION","Q","2","offpeak","4,766","5,781","82.442484%"
"2018-09-01","B DIVISION","Q","1","peak","5,410","7,335","73.7559646%"
"2018-09-01","B DIVISION","Q","2","peak","2,399","2,976","80.6115591%"
"2018-09-01","B DIVISION","R","1","offpeak","13,239","18,377","72.0411384%"
"2018-09-01","B DIVISION","R","2","offpeak","6,036","7,707","78.3184118%"
"2018-09-01","B DIVISION","R","1","peak","8,368","12,555","66.6507368%"
"2018-09-01","B DIVISION","R","2","peak","3,272","4,085","80.0979192%"
"2018-09-01","B DIVISION","S Fkln","1","offpeak","1,556","1,580","98.4810127%"
"2018-09-01","B DIVISION","S Fkln","2","offpeak","1,023","1,035","98.8405797%"
"2018-09-01","B DIVISION","S Fkln","1","peak","937","959","97.7059437%"
"2018-09-01","B DIVISION","S Fkln","2","peak","563","571","98.5989492%"
"2018-09-01","B DIVISION","S Rock","1","offpeak","1,547","1,650","93.7575758%"
"2018-09-01","B DIVISION","S Rock","2","offpeak","650","684","95.0292398%"
"2018-09-01","B DIVISION","S Rock","1","peak","768","824","93.2038835%"
"2018-09-01","B DIVISION","S Rock","2","peak","354","374","94.6524064%"
"2018-09-01","B DIVISION","W","1","offpeak","5,883","7,929","74.1959894%"
"2018-09-01","B DIVISION","W","1","peak","3,822","5,532","69.0889371%"
"2018-10-01","A DIVISION","1","1","offpeak","22,025","28,713","76.7074148%"
"2018-10-01","A DIVISION","1","2","offpeak","5,788","6,580","87.9635258%"
"2018-10-01","A DIVISION","1","1","peak","13,277","18,607","71.3548664%"
"2018-10-01","A DIVISION","1","2","peak","2,783","3,178","87.5707992%"
"2018-10-01","A DIVISION","2","1","offpeak","22,441","31,426","71.4090244%"
"2018-10-01","A DIVISION","2","2","offpeak","6,108","8,302","73.5726331%"
"2018-10-01","A DIVISION","2","1","peak","13,696","20,102","68.1325241%"
"2018-10-01","A DIVISION","2","2","peak","3,216","4,268","75.3514527%"
"2018-10-01","A DIVISION","3","1","offpeak","18,256","24,605","74.1963016%"
"2018-10-01","A DIVISION","3","2","offpeak","5,239","6,254","83.770387%"
"2018-10-01","A DIVISION","3","1","peak","11,610","16,399","70.7969998%"
"2018-10-01","A DIVISION","3","2","peak","2,710","3,112","87.0822622%"
"2018-10-01","A DIVISION","4","1","offpeak","24,270","34,044","71.2900952%"
"2018-10-01","A DIVISION","4","2","offpeak","5,003","6,832","73.2289227%"
"2018-10-01","A DIVISION","4","1","peak","15,958","25,052","63.699505%"
"2018-10-01","A DIVISION","4","2","peak","2,736","3,662","74.7132714%"
"2018-10-01","A DIVISION","5","1","offpeak","17,346","25,334","68.4692508%"
"2018-10-01","A DIVISION","5","2","offpeak","2,582","3,022","85.4401059%"
"2018-10-01","A DIVISION","5","1","peak","13,324","21,552","61.8225687%"
"2018-10-01","A DIVISION","5","2","peak","1,410","1,632","86.3970588%"
"2018-10-01","A DIVISION","6","1","offpeak","24,287","32,199","75.4278083%"
"2018-10-01","A DIVISION","6","2","offpeak","5,211","6,334","82.2702873%"
"2018-10-01","A DIVISION","6","1","peak","14,832","21,819","67.9774508%"
"2018-10-01","A DIVISION","6","2","peak","2,812","3,304","85.1089588%"
"2018-10-01","A DIVISION","7","1","offpeak","15,783","21,623","72.9917218%"
"2018-10-01","A DIVISION","7","2","offpeak","2,410","2,769","87.0350307%"
"2018-10-01","A DIVISION","7","1","peak","10,965","16,918","64.8126256%"
"2018-10-01","A DIVISION","7","2","peak","1,266","1,438","88.038943%"
"2018-10-01","A DIVISION","S 42nd","1","offpeak","6,841","7,069","96.7746499%"
"2018-10-01","A DIVISION","S 42nd","2","offpeak","1,681","1,704","98.6502347%"
"2018-10-01","A DIVISION","S 42nd","1","peak","5,691","6,471","87.9462216%"
"2018-10-01","A DIVISION","S 42nd","2","peak","966","992","97.3790323%"
"2018-10-01","B DIVISION","A","1","offpeak","15,805","22,657","69.7576908%"
"2018-10-01","B DIVISION","A","2","offpeak","5,065","6,775","74.7601476%"
"2018-10-01","B DIVISION","A","1","peak","10,992","16,866","65.1725365%"
"2018-10-01","B DIVISION","A","2","peak","2,745","3,593","76.3985527%"
"2018-10-01","B DIVISION","B","1","offpeak","7,190","9,414","76.3756108%"
"2018-10-01","B DIVISION","B","1","peak","6,304","8,984","70.1691897%"
"2018-10-01","B DIVISION","C","1","offpeak","10,237","13,543","75.5888651%"
"2018-10-01","B DIVISION","C","2","offpeak","3,433","4,224","81.2736742%"
"2018-10-01","B DIVISION","C","1","peak","6,074","8,570","70.8751459%"
"2018-10-01","B DIVISION","C","2","peak","1,948","2,323","83.8570814%"
"2018-10-01","B DIVISION","D","1","offpeak","10,982","15,349","71.5486351%"
"2018-10-01","B DIVISION","D","2","offpeak","3,125","3,860","80.9585492%"
"2018-10-01","B DIVISION","D","1","peak","7,098","10,064","70.5286169%"
"2018-10-01","B DIVISION","D","2","peak","1,608","1,977","81.3353566%"
"2018-10-01","B DIVISION","E","1","offpeak","13,627","18,953","71.8989078%"
"2018-10-01","B DIVISION","E","2","offpeak","4,066","5,028","80.867144%"
"2018-10-01","B DIVISION","E","1","peak","9,291","13,756","67.5414365%"
"2018-10-01","B DIVISION","E","2","peak","2,147","2,643","81.2334468%"
"2018-10-01","B DIVISION","F","1","offpeak","22,329","30,839","72.4050715%"
"2018-10-01","B DIVISION","F","2","offpeak","4,812","5,871","81.962187%"
"2018-10-01","B DIVISION","F","1","peak","15,430","22,210","69.4732103%"
"2018-10-01","B DIVISION","F","2","peak","2,467","2,960","83.3445946%"
"2018-10-01","B DIVISION","G","1","offpeak","11,471","13,802","83.1111433%"
"2018-10-01","B DIVISION","G","2","offpeak","3,587","4,084","87.8305583%"
"2018-10-01","B DIVISION","G","1","peak","6,465","8,288","78.0043436%"
"2018-10-01","B DIVISION","G","2","peak","1,829","2,112","86.6003788%"
"2018-10-01","B DIVISION","JZ","1","offpeak","9,993","12,628","79.1336712%"
