"month","division","line","day_type","period","num_timepoints_passing_wait _assessment","num_sched_timepoints","wait assessment"
"2021-02-01","A DIVISION","4","1","peak","12,382","20,691","59.8424435745%"
"2021-02-01","A DIVISION","4","2","peak","2,915","4,316","67.53938832252%"
"2021-02-01","A DIVISION","5","1","offpeak","13,747","21,416","64.19032499066%"
"2021-02-01","A DIVISION","5","2","offpeak","3,126","4,159","75.16229862948%"
"2021-02-01","A DIVISION","5","1","peak","10,344","17,810","58.07973048849%"
"2021-02-01","A DIVISION","5","2","peak","1,795","2,275","78.9010989011%"
"2021-02-01","A DIVISION","6","1","offpeak","19,241","27,176","70.80144244922%"
"2021-02-01","A DIVISION","6","2","offpeak","4,046","6,275","64.4780876494%"
"2021-02-01","A DIVISION","6","2","peak","2,042","3,304","61.80387409201%"
"2021-02-01","A DIVISION","6","1","peak","12,183","18,035","67.55198225672%"
"2021-02-01","A DIVISION","7","1","offpeak","11,933","16,656","71.64385206532%"
"2021-02-01","A DIVISION","7","2","offpeak","3,360","3,971","84.61344749433%"
"2021-02-01","A DIVISION","7","2","peak","2,017","2,442","82.59623259623%"
"2021-02-01","A DIVISION","7","1","peak","9,662","14,249","67.80826724682%"
"2021-02-01","A DIVISION","S 42nd","2","offpeak","1,151","1,208","95.28145695364%"
"2021-02-01","A DIVISION","S 42nd","1","offpeak","2,777","2,916","95.23319615912%"
"2021-02-01","A DIVISION","S 42nd","1","peak","1,947","2,020","96.38613861386%"
"2021-02-01","A DIVISION","S 42nd","2","peak","639","685","93.28467153285%"
"2021-02-01","B DIVISION","A","1","offpeak","11,996","18,690","64.18405564473%"
"2021-02-01","B DIVISION","A","2","offpeak","4,378","6,258","69.95845317993%"
"2021-02-01","B DIVISION","A","2","peak","2,383","3,249","73.34564481379%"
"2021-02-01","B DIVISION","A","1","peak","7,629","13,405","56.9116001492%"
"2021-02-01","B DIVISION","B","1","offpeak","5,645","7,644","73.84877027734%"
"2021-02-01","B DIVISION","B","1","peak","4,539","7,263","62.49483684428%"
"2021-02-01","B DIVISION","C","2","offpeak","2,785","3,869","71.98242439907%"
"2021-02-01","B DIVISION","C","1","offpeak","6,817","9,109","74.83807223625%"
"2021-02-01","B DIVISION","C","1","peak","3,782","5,285","71.5610217597%"
"2021-02-01","B DIVISION","C","2","peak","1,603","2,179","73.5658558972%"
"2021-02-01","B DIVISION","D","1","offpeak","9,084","13,217","68.72966633881%"
"2021-02-01","B DIVISION","D","2","offpeak","3,418","4,604","74.23979148566%"
"2021-02-01","B DIVISION","D","1","peak","5,540","8,488","65.26861451461%"
"2021-02-01","B DIVISION","D","2","peak","1,758","2,358","74.55470737913%"
"2021-02-01","B DIVISION","E","1","offpeak","10,562","15,209","69.44572292721%"
"2021-02-01","B DIVISION","E","2","offpeak","1,134","1,367","82.95537673738%"
"2021-02-01","B DIVISION","E","1","peak","7,883","11,368","69.34377199156%"
"2021-02-01","B DIVISION","E","2","peak","564","682","82.69794721408%"
"2021-02-01","B DIVISION","F","1","offpeak","15,690","22,059","71.12743098055%"
"2021-02-01","B DIVISION","F","2","offpeak","3,592","5,098","70.4590035308%"
"2021-02-01","B DIVISION","F","1","peak","8,791","11,655","75.42685542686%"
"2021-02-01","B DIVISION","F","2","peak","1,802","2,623","68.69996187571%"
"2021-02-01","B DIVISION","G","2","offpeak","2,253","2,724","82.70925110132%"
"2021-02-01","B DIVISION","G","1","offpeak","8,610","11,175","77.04697986577%"
"2021-02-01","B DIVISION","G","1","peak","5,134","6,864","74.79603729604%"
"2021-02-01","B DIVISION","G","2","peak","1,220","1,427","85.49404344779%"
"2021-02-01","B DIVISION","JZ","1","offpeak","8,126","10,343","78.56521318766%"
"2021-02-01","B DIVISION","JZ","2","offpeak","3,046","3,825","79.6339869281%"
"2021-02-01","B DIVISION","JZ","2","peak","1,572","2,072","75.86872586873%"
"2021-02-01","B DIVISION","JZ","1","peak","5,516","7,437","74.16969208014%"
"2021-02-01","B DIVISION","L","1","offpeak","16,226","22,953","70.692284233%"
"2021-02-01","B DIVISION","L","2","offpeak","4,272","5,156","82.85492629946%"
"2021-02-01","B DIVISION","L","1","peak","9,206","13,803","66.69564587409%"
"2021-02-01","B DIVISION","L","2","peak","2,271","2,628","86.41552511416%"
"2021-02-01","B DIVISION","M","2","offpeak","1,501","1,638","91.63614163614%"
"2021-02-01","B DIVISION","M","1","offpeak","9,544","12,801","74.55667525975%"
"2021-02-01","B DIVISION","M","2","peak","740","855","86.54970760234%"
"2021-02-01","B DIVISION","M","1","peak","6,758","9,754","69.28439614517%"
"2021-02-01","B DIVISION","N","2","offpeak","4,046","5,587","72.41811347772%"
"2021-02-01","B DIVISION","N","1","offpeak","10,591","15,298","69.23127206171%"
"2021-02-01","B DIVISION","N","2","peak","1,933","2,818","68.59474804826%"
"2021-02-01","B DIVISION","N","1","peak","6,083","9,942","61.1848722591%"
"2021-02-01","B DIVISION","Q","1","offpeak","8,333","12,099","68.87346061658%"
"2021-02-01","B DIVISION","Q","2","offpeak","3,068","4,165","73.66146458583%"
"2021-02-01","B DIVISION","Q","1","peak","4,580","7,235","63.30338631652%"
"2021-02-01","B DIVISION","Q","2","peak","1,615","2,164","74.6303142329%"
"2021-02-01","B DIVISION","R","1","offpeak","12,984","18,328","70.84242688782%"
"2021-02-01","B DIVISION","R","2","offpeak","4,918","6,131","80.21529929865%"
"2021-02-01","B DIVISION","R","2","peak","2,725","3,282","83.02864107252%"
"2021-02-01","B DIVISION","R","1","peak","8,584","12,671","67.74524504775%"
"2021-02-01","B DIVISION","S Fkln","2","offpeak","869","878","98.97494305239%"
"2021-02-01","B DIVISION","S Fkln","1","offpeak","2,178","2,216","98.28519855596%"
"2021-02-01","B DIVISION","S Fkln","1","peak","1,251","1,285","97.35408560311%"
"2021-02-01","B DIVISION","S Fkln","2","peak","473","476","99.36974789916%"
"2021-02-01","B DIVISION","S Rock","2","offpeak","584","605","96.52892561983%"
"2021-02-01","B DIVISION","S Rock","1","offpeak","1,337","1,402","95.3637660485%"
"2021-02-01","B DIVISION","S Rock","1","peak","736","787","93.51969504447%"
"2021-02-01","B DIVISION","S Rock","2","peak","300","328","91.46341463415%"
"2021-02-01","B DIVISION","W","1","offpeak","5,702","7,795","73.1494547787%"
"2021-02-01","B DIVISION","W","2","offpeak","382","566","67.49116607774%"
"2021-02-01","B DIVISION","W","1","peak","3,405","5,365","63.46691519105%"
"2021-02-01","B DIVISION","W","2","peak","234","355","65.91549295775%"
"2021-03-01","A DIVISION","1","2","offpeak","3,806","5,005","76.04395604396%"
"2021-03-01","A DIVISION","1","1","offpeak","20,976","27,722","75.66553639709%"
"2021-03-01","A DIVISION","1","2","peak","1,873","2,466","75.95296025953%"
"2021-03-01","A DIVISION","1","1","peak","14,144","18,607","76.0144031816%"
"2021-03-01","A DIVISION","2","1","offpeak","19,664","29,570","66.49983090971%"
"2021-03-01","A DIVISION","2","2","offpeak","4,834","7,107","68.01744758689%"
"2021-03-01","A DIVISION","2","2","peak","2,706","3,803","71.1543518275%"
"2021-03-01","A DIVISION","2","1","peak","12,898","20,090","64.20109507218%"
"2021-03-01","A DIVISION","3","2","offpeak","3,547","5,054","70.18203403245%"
"2021-03-01","A DIVISION","3","1","offpeak","15,867","22,864","69.39730580826%"
"2021-03-01","A DIVISION","3","1","peak","11,035","16,399","67.29068845661%"
"2021-03-01","A DIVISION","3","2","peak","1,864","2,554","72.98355520752%"
"2021-03-01","A DIVISION","4","2","offpeak","5,009","7,089","70.65876710396%"
"2021-03-01","A DIVISION","4","1","offpeak","24,158","34,041","70.96736288593%"
"2021-03-01","A DIVISION","4","2","peak","2,905","3,914","74.22074603986%"
"2021-03-01","A DIVISION","4","1","peak","16,036","25,047","64.02363556514%"
"2021-03-01","A DIVISION","5","2","offpeak","2,344","3,019","77.64160317986%"
"2021-03-01","A DIVISION","5","1","offpeak","18,377","25,547","71.93408227972%"
"2021-03-01","A DIVISION","5","2","peak","1,380","1,658","83.2328106152%"
"2021-03-01","A DIVISION","5","1","peak","14,013","21,567","64.97426624009%"
"2021-03-01","A DIVISION","6","2","offpeak","3,869","5,528","69.98914616498%"
"2021-03-01","A DIVISION","6","1","offpeak","24,669","32,350","76.25656877898%"
"2021-03-01","A DIVISION","6","1","peak","16,027","21,849","73.35347155476%"
"2021-03-01","A DIVISION","6","2","peak","2,087","2,918","71.52159013023%"
"2021-03-01","A DIVISION","7","1","offpeak","14,956","18,581","80.49082395996%"
"2021-03-01","A DIVISION","7","2","offpeak","3,331","3,866","86.16140713916%"
"2021-03-01","A DIVISION","7","2","peak","1,882","2,204","85.39019963702%"
"2021-03-01","A DIVISION","7","1","peak","12,040","15,783","76.28461002344%"
"2021-03-01","A DIVISION","S 42nd","1","offpeak","6,489","6,697","96.89413170076%"
"2021-03-01","A DIVISION","S 42nd","2","offpeak","1,290","1,298","99.38366718028%"
"2021-03-01","A DIVISION","S 42nd","1","peak","4,558","4,646","98.10589754628%"
"2021-03-01","A DIVISION","S 42nd","2","peak","704","707","99.5756718529%"
"2021-03-01","B DIVISION","A","2","offpeak","3,908","5,521","70.78427821047%"
"2021-03-01","B DIVISION","A","1","offpeak","16,181","23,070","70.13870827915%"
"2021-03-01","B DIVISION","A","2","peak","1,980","2,896","68.37016574586%"
"2021-03-01","B DIVISION","A","1","peak","10,611","16,594","63.94479932506%"
"2021-03-01","B DIVISION","B","1","offpeak","7,504","9,892","75.85928022645%"
"2021-03-01","B DIVISION","B","1","peak","6,019","9,095","66.17921935129%"
"2021-03-01","B DIVISION","C","1","offpeak","8,984","11,420","78.66900175131%"
"2021-03-01","B DIVISION","C","2","offpeak","2,456","3,395","72.34167893962%"
"2021-03-01","B DIVISION","C","2","peak","1,390","1,916","72.54697286013%"
"2021-03-01","B DIVISION","C","1","peak","5,096","6,585","77.38800303721%"
"2021-03-01","B DIVISION","D","1","offpeak","12,244","16,212","75.52430298544%"
"2021-03-01","B DIVISION","D","2","offpeak","2,988","4,031","74.12552716448%"
"2021-03-01","B DIVISION","D","2","peak","1,457","2,053","70.96931320019%"
"2021-03-01","B DIVISION","D","1","peak","7,420","10,411","71.27077129959%"
"2021-03-01","B DIVISION","E","1","offpeak","14,237","18,959","75.09362308139%"
"2021-03-01","B DIVISION","E","2","offpeak","1,030","1,208","85.26490066225%"
"2021-03-01","B DIVISION","E","2","peak","539","602","89.53488372093%"
"2021-03-01","B DIVISION","E","1","peak","10,038","13,824","72.61284722222%"
"2021-03-01","B DIVISION","F","2","offpeak","2,484","3,692","67.28060671723%"
"2021-03-01","B DIVISION","F","1","offpeak","19,930","26,852","74.22165946671%"
"2021-03-01","B DIVISION","F","2","peak","1,195","1,912","62.5%"
"2021-03-01","B DIVISION","F","1","peak","10,788","14,199","75.97718149165%"
"2021-03-01","B DIVISION","G","1","offpeak","11,370","13,747","82.70895468102%"
"2021-03-01","B DIVISION","G","2","offpeak","3,028","3,573","84.74671144696%"
"2021-03-01","B DIVISION","G","2","peak","1,649","1,857","88.79913839526%"
"2021-03-01","B DIVISION","G","1","peak","6,468","8,315","77.78713168972%"
"2021-03-01","B DIVISION","JZ","1","offpeak","10,682","12,529","85.25820097374%"
"2021-03-01","B DIVISION","JZ","2","offpeak","2,688","3,385","79.40915805022%"
"2021-03-01","B DIVISION","JZ","1","peak","6,983","9,021","77.40826959317%"
"2021-03-01","B DIVISION","JZ","2","peak","1,507","1,841","81.8576860402%"
"2021-03-01","B DIVISION","L","1","offpeak","22,217","27,830","79.8311174991%"
"2021-03-01","B DIVISION","L","2","offpeak","3,797","4,469","84.96307898859%"
"2021-03-01","B DIVISION","L","2","peak","1,860","2,268","82.01058201058%"
"2021-03-01","B DIVISION","L","1","peak","12,420","16,733","74.22458614713%"
"2021-03-01","B DIVISION","M","2","offpeak","1,456","1,612","90.32258064516%"
"2021-03-01","B DIVISION","M","1","offpeak","12,668","15,904","79.65291750503%"
"2021-03-01","B DIVISION","M","2","peak","806","878","91.79954441913%"
"2021-03-01","B DIVISION","M","1","peak","8,919","12,082","73.82055951001%"
"2021-03-01","B DIVISION","N","1","offpeak","14,159","18,558","76.29593706218%"
"2021-03-01","B DIVISION","N","2","offpeak","3,812","4,966","76.76198147402%"
"2021-03-01","B DIVISION","N","2","peak","2,014","2,509","80.27102431248%"
"2021-03-01","B DIVISION","N","1","peak","8,646","12,099","71.46045127697%"
"2021-03-01","B DIVISION","Q","1","offpeak","11,515","15,221","75.65205965442%"
"2021-03-01","B DIVISION","Q","2","offpeak","2,896","3,568","81.16591928251%"
"2021-03-01","B DIVISION","Q","1","peak","6,626","9,063","73.11044907867%"
"2021-03-01","B DIVISION","Q","2","peak","1,513","1,876","80.65031982942%"
"2021-03-01","B DIVISION","R","2","offpeak","4,309","5,331","80.82911273682%"
"2021-03-01","B DIVISION","R","1","offpeak","17,304","22,444","77.09855640706%"
"2021-03-01","B DIVISION","R","2","peak","2,352","2,795","84.15026833631%"
"2021-03-01","B DIVISION","R","1","peak","11,181","15,530","71.99613650998%"
"2021-03-01","B DIVISION","S Fkln","1","offpeak","2,554","2,588","98.68624420402%"
"2021-03-01","B DIVISION","S Fkln","2","offpeak","781","794","98.36272040302%"
"2021-03-01","B DIVISION","S Fkln","1","peak","1,497","1,508","99.27055702918%"
"2021-03-01","B DIVISION","S Fkln","2","peak","431","434","99.30875576037%"
"2021-03-01","B DIVISION","S Rock","1","offpeak","1,458","1,533","95.10763209393%"
"2021-03-01","B DIVISION","S Rock","1","peak","903","961","93.9646201873%"
"2021-03-01","B DIVISION","W","1","offpeak","8,045","10,046","80.08162452718%"
"2021-03-01","B DIVISION","W","1","peak","4,743","6,716","70.62239428231%"
"2021-04-01","A DIVISION","1","1","offpeak","21,064","25,876","81.40361725151%"
"2021-04-01","A DIVISION","1","2","offpeak","4,731","6,631","71.34670487106%"
"2021-04-01","A DIVISION","1","2","peak","2,384","3,250","73.35384615385%"
"2021-04-01","A DIVISION","1","1","peak","13,378","17,798","75.16574896056%"
"2021-04-01","A DIVISION","2","1","offpeak","20,537","29,615","69.3466148911%"
"2021-04-01","A DIVISION","2","2","offpeak","4,809","7,216","66.64356984479%"
"2021-04-01","A DIVISION","2","1","peak","13,219","19,228","68.74869981277%"
"2021-04-01","A DIVISION","2","2","peak","2,427","3,718","65.27703066165%"
"2021-04-01","A DIVISION","3","2","offpeak","3,946","5,768","68.41192787795%"
"2021-04-01","A DIVISION","3","1","offpeak","16,181","22,528","71.826171875%"
"2021-04-01","A DIVISION","3","2","peak","1,994","2,905","68.64027538726%"
"2021-04-01","A DIVISION","3","1","peak","10,943","15,686","69.7628458498%"
"2021-04-01","A DIVISION","4","1","offpeak","23,038","32,403","71.09835509058%"
"2021-04-01","A DIVISION","4","2","offpeak","5,753","8,442","68.14735844587%"
"2021-04-01","A DIVISION","4","1","peak","15,797","23,958","65.93622172135%"
"2021-04-01","A DIVISION","4","2","peak","3,172","4,632","68.48013816926%"
"2021-04-01","A DIVISION","5","1","offpeak","17,272","24,299","71.08111444915%"
"2021-04-01","A DIVISION","5","2","offpeak","2,762","3,373","81.88556181441%"
"2021-04-01","A DIVISION","5","2","peak","1,523","1,845","82.54742547425%"
"2021-04-01","A DIVISION","5","1","peak","13,864","20,629","67.20635997867%"
"2021-04-01","A DIVISION","6","2","offpeak","4,268","6,103","69.93281992463%"
"2021-04-01","A DIVISION","6","1","offpeak","24,359","31,512","77.30071084031%"
"2021-04-01","A DIVISION","6","1","peak","15,889","20,921","75.94761244682%"
"2021-04-01","A DIVISION","6","2","peak","2,391","3,218","74.30080795525%"
"2021-04-01","A DIVISION","7","2","offpeak","3,747","4,486","83.5265269728%"
"2021-04-01","A DIVISION","7","1","offpeak","16,268","20,533","79.22855890518%"
"2021-04-01","A DIVISION","7","1","peak","12,678","17,315","73.21975166041%"
"2021-04-01","A DIVISION","7","2","peak","2,127","2,708","78.54505169867%"
"2021-04-01","A DIVISION","S 42nd","2","offpeak","1,487","1,558","95.44287548139%"
"2021-04-01","A DIVISION","S 42nd","1","offpeak","6,148","6,325","97.20158102767%"
"2021-04-01","A DIVISION","S 42nd","2","peak","864","874","98.85583524027%"
"2021-04-01","A DIVISION","S 42nd","1","peak","4,252","4,444","95.6795679568%"
"2021-04-01","B DIVISION","A","1","offpeak","15,489","21,999","70.40774580663%"
"2021-04-01","B DIVISION","A","2","offpeak","4,184","6,243","67.01906134871%"
"2021-04-01","B DIVISION","A","2","peak","2,302","3,271","70.37603179456%"
"2021-04-01","B DIVISION","A","1","peak","10,603","16,061","66.01705995891%"
"2021-04-01","B DIVISION","B","1","offpeak","7,436","9,588","77.55527743012%"
"2021-04-01","B DIVISION","B","1","peak","6,200","8,699","71.27256006438%"
"2021-04-01","B DIVISION","C","2","offpeak","2,558","3,712","68.91163793103%"
"2021-04-01","B DIVISION","C","1","offpeak","8,806","10,849","81.16877131533%"
"2021-04-01","B DIVISION","C","2","peak","1,469","2,065","71.13801452785%"
"2021-04-01","B DIVISION","C","1","peak","5,130","6,306","81.351094196%"
"2021-04-01","B DIVISION","D","1","offpeak","11,463","15,446","74.21338857957%"
"2021-04-01","B DIVISION","D","2","offpeak","2,547","3,247","78.44163843548%"
"2021-04-01","B DIVISION","D","2","peak","1,372","1,669","82.20491312163%"
"2021-04-01","B DIVISION","D","1","peak","7,344","9,951","73.80162797709%"
"2021-04-01","B DIVISION","E","2","offpeak","3,043","3,560","85.47752808989%"
"2021-04-01","B DIVISION","E","1","offpeak","13,957","18,631","74.91277977564%"
"2021-04-01","B DIVISION","E","1","peak","9,607","13,232","72.60429262394%"
"2021-04-01","B DIVISION","E","2","peak","1,528","1,760","86.81818181818%"
"2021-04-01","B DIVISION","F","1","offpeak","20,186","26,623","75.82165796492%"
"2021-04-01","B DIVISION","F","2","offpeak","4,024","5,118","78.62446268073%"
"2021-04-01","B DIVISION","F","2","peak","2,018","2,558","78.88975762314%"
"2021-04-01","B DIVISION","F","1","peak","10,904","13,687","79.66683714474%"
"2021-04-01","B DIVISION","G","2","offpeak","3,586","4,041","88.74041078941%"
"2021-04-01","B DIVISION","G","1","offpeak","10,834","13,177","82.21901798588%"
"2021-04-01","B DIVISION","G","2","peak","1,854","2,110","87.8672985782%"
"2021-04-01","B DIVISION","G","1","peak","6,419","7,986","80.37816178312%"
"2021-04-01","B DIVISION","JZ","2","offpeak","3,182","3,813","83.45135064254%"
"2021-04-01","B DIVISION","JZ","1","offpeak","10,358","11,907","86.990845721%"
"2021-04-01","B DIVISION","JZ","1","peak","6,971","8,597","81.08642549727%"
"2021-04-01","B DIVISION","JZ","2","peak","1,707","2,067","82.58345428157%"
"2021-04-01","B DIVISION","L","2","offpeak","6,427","7,890","81.45754119138%"
"2021-04-01","B DIVISION","L","1","offpeak","21,285","26,619","79.96168150569%"
"2021-04-01","B DIVISION","L","2","peak","3,331","4,041","82.43009156149%"
"2021-04-01","B DIVISION","L","1","peak","12,353","15,999","77.21107569223%"
"2021-04-01","B DIVISION","M","1","offpeak","12,066","15,155","79.61728802375%"
"2021-04-01","B DIVISION","M","2","offpeak","1,144","1,218","93.92446633826%"
"2021-04-01","B DIVISION","M","1","peak","8,444","11,569","72.98815800847%"
"2021-04-01","B DIVISION","M","2","peak","597","637","93.72056514914%"
"2021-04-01","B DIVISION","N","1","offpeak","13,554","17,782","76.22314700259%"
"2021-04-01","B DIVISION","N","2","offpeak","3,993","5,591","71.41835092112%"
"2021-04-01","B DIVISION","N","2","peak","2,171","2,848","76.22893258427%"
"2021-04-01","B DIVISION","N","1","peak","8,318","11,640","71.46048109966%"
"2021-04-01","B DIVISION","Q","2","offpeak","3,597","4,762","75.53548929021%"
"2021-04-01","B DIVISION","Q","1","offpeak","11,113","14,675","75.72742759796%"
"2021-04-01","B DIVISION","Q","2","peak","1,902","2,474","76.87954729184%"
"2021-04-01","B DIVISION","Q","1","peak","6,366","8,691","73.24818778046%"
"2021-04-01","B DIVISION","R","1","offpeak","16,433","21,449","76.6142943727%"
"2021-04-01","B DIVISION","R","2","offpeak","4,494","5,892","76.27291242363%"
"2021-04-01","B DIVISION","R","1","peak","10,711","14,885","71.95834732953%"
"2021-04-01","B DIVISION","R","2","peak","2,484","3,114","79.76878612717%"
"2021-04-01","B DIVISION","S Fkln","2","offpeak","894","903","99.00332225914%"
"2021-04-01","B DIVISION","S Fkln","1","offpeak","2,437","2,446","99.63205233034%"
"2021-04-01","B DIVISION","S Fkln","2","peak","484","488","99.18032786885%"
"2021-04-01","B DIVISION","S Fkln","1","peak","1,386","1,400","99%"
"2021-04-01","B DIVISION","S Rock","1","offpeak","1,765","1,864","94.68884120172%"
"2021-04-01","B DIVISION","S Rock","2","offpeak","533","567","94.00352733686%"
"2021-04-01","B DIVISION","S Rock","1","peak","891","921","96.74267100977%"
"2021-04-01","B DIVISION","S Rock","2","peak","300","320","93.75%"
"2021-04-01","B DIVISION","W","1","offpeak","6,217","7,643","81.34240481486%"
"2021-04-01","B DIVISION","W","1","peak","4,472","6,200","72.12903225806%"
"2021-05-01","A DIVISION","1","1","offpeak","19,188","23,710","80.92787853226%"
"2021-05-01","A DIVISION","1","2","offpeak","4,876","8,257","59.05292479109%"
"2021-05-01","A DIVISION","1","1","peak","12,051","15,371","78.40088478303%"
"2021-05-01","A DIVISION","1","2","peak","2,601","4,070","63.90663390663%"
"2021-05-01","A DIVISION","2","2","offpeak","6,598","10,930","60.3659652333%"
"2021-05-01","A DIVISION","2","1","offpeak","17,517","25,620","68.37236533958%"
"2021-05-01","A DIVISION","2","2","peak","3,573","5,864","60.93110504775%"
"2021-05-01","A DIVISION","2","1","peak","11,016","16,606","66.33746838492%"
"2021-05-01","A DIVISION","3","2","offpeak","4,497","7,390","60.85250338295%"
"2021-05-01","A DIVISION","3","1","offpeak","14,659","20,649","70.99133129934%"
"2021-05-01","A DIVISION","3","2","peak","2,554","3,743","68.23403686882%"
"2021-05-01","A DIVISION","3","1","peak","9,372","13,547","69.18136856869%"
"2021-05-01","A DIVISION","4","2","offpeak","6,182","8,813","70.14637467378%"
"2021-05-01","A DIVISION","4","1","offpeak","20,039","28,051","71.43773840505%"
"2021-05-01","A DIVISION","4","1","peak","13,680","20,691","66.11570247934%"
"2021-05-01","A DIVISION","4","2","peak","3,540","4,812","73.56608478803%"
"2021-05-01","A DIVISION","5","1","offpeak","14,476","20,961","69.06159057297%"
"2021-05-01","A DIVISION","5","2","offpeak","2,900","4,084","71.00881488737%"
"2021-05-01","A DIVISION","5","1","peak","11,456","17,818","64.29453361769%"
"2021-05-01","A DIVISION","5","2","peak","1,590","2,193","72.50341997264%"
"2021-05-01","A DIVISION","6","2","offpeak","4,699","7,506","62.60325073275%"
"2021-05-01","A DIVISION","6","1","offpeak","21,226","26,792","79.22514183338%"
"2021-05-01","A DIVISION","6","1","peak","14,265","18,294","77.97638570023%"
"2021-05-01","A DIVISION","6","2","peak","2,630","3,943","66.7004818666%"
"2021-05-01","A DIVISION","7","1","offpeak","13,328","16,592","80.32786885246%"
"2021-05-01","A DIVISION","7","2","offpeak","3,904","5,182","75.33770744886%"
"2021-05-01","A DIVISION","7","2","peak","2,346","3,134","74.85641352904%"
"2021-05-01","A DIVISION","7","1","peak","9,781","13,221","73.98078814008%"
"2021-05-01","A DIVISION","S 42nd","2","offpeak","1,864","1,896","98.31223628692%"
"2021-05-01","A DIVISION","S 42nd","1","offpeak","5,590","5,745","97.30200174064%"
"2021-05-01","A DIVISION","S 42nd","2","peak","987","1,024","96.38671875%"
"2021-05-01","A DIVISION","S 42nd","1","peak","3,924","4,040","97.12871287129%"
"2021-05-01","B DIVISION","A","2","offpeak","4,518","7,271","62.13725759868%"
"2021-05-01","B DIVISION","A","1","offpeak","11,879","18,911","62.8152926868%"
"2021-05-01","B DIVISION","A","2","peak","2,419","3,822","63.29147043433%"
"2021-05-01","B DIVISION","A","1","peak","8,240","13,845","59.51607078368%"
"2021-05-01","B DIVISION","B","1","offpeak","5,520","7,868","70.15760040671%"
"2021-05-01","B DIVISION","B","1","peak","4,437","7,457","59.50113986858%"
"2021-05-01","B DIVISION","C","1","offpeak","6,334","9,297","68.12950414112%"
"2021-05-01","B DIVISION","C","2","offpeak","3,201","4,419","72.4372029871%"
"2021-05-01","B DIVISION","C","2","peak","1,864","2,484","75.04025764895%"
"2021-05-01","B DIVISION","C","1","peak","3,848","5,395","71.32530120482%"
"2021-05-01","B DIVISION","D","1","offpeak","8,540","12,683","67.33422691792%"
"2021-05-01","B DIVISION","D","2","offpeak","3,862","5,405","71.45235892692%"
"2021-05-01","B DIVISION","D","1","peak","5,441","8,298","65.57001687154%"
"2021-05-01","B DIVISION","D","2","peak","1,967","2,774","70.90843547224%"
"2021-05-01","B DIVISION","E","1","offpeak","11,293","16,119","70.06017743036%"
"2021-05-01","B DIVISION","E","2","offpeak","3,566","4,328","82.39371534196%"
"2021-05-01","B DIVISION","E","2","peak","1,830","2,147","85.23521192361%"
"2021-05-01","B DIVISION","E","1","peak","7,871","11,382","69.15304867334%"
"2021-05-01","B DIVISION","F","1","offpeak","15,787","25,377","62.20987508374%"
"2021-05-01","B DIVISION","F","2","offpeak","4,749","6,573","72.25011410315%"
"2021-05-01","B DIVISION","F","1","peak","11,512","18,322","62.83156860605%"
"2021-05-01","B DIVISION","F","2","peak","2,460","3,297","74.61328480437%"
"2021-05-01","B DIVISION","G","2","offpeak","4,288","5,062","84.70960094824%"
"2021-05-01","B DIVISION","G","1","offpeak","8,630","11,268","76.58856940007%"
"2021-05-01","B DIVISION","G","2","peak","2,339","2,636","88.73292867982%"
"2021-05-01","B DIVISION","G","1","peak","5,005","6,852","73.04436660829%"
"2021-05-01","B DIVISION","JZ","1","offpeak","8,460","10,410","81.26801152738%"
"2021-05-01","B DIVISION","JZ","2","offpeak","3,660","4,430","82.61851015801%"
"2021-05-01","B DIVISION","JZ","2","peak","2,067","2,401","86.08912952936%"
"2021-05-01","B DIVISION","JZ","1","peak","5,728","7,461","76.77255059643%"
"2021-05-01","B DIVISION","L","2","offpeak","8,243","10,123","81.42843030722%"
"2021-05-01","B DIVISION","L","1","offpeak","18,036","23,015","78.36628285901%"
"2021-05-01","B DIVISION","L","1","peak","10,623","13,832","76.8001735107%"
"2021-05-01","B DIVISION","L","2","peak","4,225","5,175","81.64251207729%"
"2021-05-01","B DIVISION","M","1","offpeak","9,542","12,781","74.65769501604%"
"2021-05-01","B DIVISION","M","2","offpeak","1,664","1,897","87.71744860306%"
"2021-05-01","B DIVISION","M","2","peak","918","1,007","91.16186693148%"
"2021-05-01","B DIVISION","M","1","peak","7,076","9,987","70.85210774006%"
"2021-05-01","B DIVISION","N","1","offpeak","10,978","15,224","72.1098265896%"
"2021-05-01","B DIVISION","N","2","offpeak","4,788","6,684","71.63375224417%"
"2021-05-01","B DIVISION","N","1","peak","6,557","9,998","65.58311662332%"
"2021-05-01","B DIVISION","N","2","peak","2,470","3,351","73.70934049537%"
"2021-05-01","B DIVISION","Q","1","offpeak","8,575","12,658","67.74371938695%"
"2021-05-01","B DIVISION","Q","2","offpeak","4,238","6,005","70.57452123231%"
"2021-05-01","B DIVISION","Q","1","peak","4,813","7,484","64.31052912881%"
"2021-05-01","B DIVISION","Q","2","peak","2,244","3,142","71.41947803947%"
"2021-05-01","B DIVISION","R","1","offpeak","13,115","18,436","71.13799088739%"
"2021-05-01","B DIVISION","R","2","offpeak","5,737","7,406","77.46421820146%"
"2021-05-01","B DIVISION","R","1","peak","8,597","12,790","67.21657544957%"
"2021-05-01","B DIVISION","R","2","peak","3,108","3,844","80.85327783559%"
"2021-05-01","B DIVISION","S Fkln","1","offpeak","2,051","2,086","98.32214765101%"
"2021-05-01","B DIVISION","S Fkln","2","offpeak","1,019","1,025","99.41463414634%"
