"month","division","line","day_type","num_on_time_trips","num_sched_trips","terminal_on_time_performance"
"2021-04-01","B DIVISION","C","1","3,244","3,564","91.02132435466%"
"2021-04-01","B DIVISION","C","2","1,182","1,450","81.51724137931%"
"2021-04-01","B DIVISION","D","1","5,210","6,036","86.3154406892%"
"2021-04-01","B DIVISION","D","2","1,640","1,748","93.82151029748%"
"2021-04-01","B DIVISION","E","1","8,164","9,020","90.50997782705%"
"2021-04-01","B DIVISION","E","2","1,571","1,680","93.5119047619%"
"2021-04-01","B DIVISION","F","1","5,997","6,735","89.04231625835%"
"2021-04-01","B DIVISION","F","2","1,497","1,672","89.53349282297%"
"2021-04-01","B DIVISION","FS","1","5,186","5,192","99.8844375963%"
"2021-04-01","B DIVISION","FS","2","1,690","1,696","99.64622641509%"
"2021-04-01","B DIVISION","G","1","5,658","6,160","91.85064935065%"
"2021-04-01","B DIVISION","G","2","1,694","1,852","91.4686825054%"
"2021-04-01","B DIVISION","H","1","3,580","3,652","98.02847754655%"
"2021-04-01","B DIVISION","H","2","1,233","1,252","98.48242811502%"
"2021-04-01","B DIVISION","J","1","5,779","6,139","94.13585274475%"
"2021-04-01","B DIVISION","J","2","1,695","1,792","94.58705357143%"
"2021-04-01","B DIVISION","L","1","11,587","12,058","96.09387958202%"
"2021-04-01","B DIVISION","L","2","3,460","3,732","92.71168274384%"
"2021-04-01","B DIVISION","M","1","5,428","5,930","91.53456998314%"
"2021-04-01","B DIVISION","M","2","1,799","1,822","98.73765093304%"
"2021-04-01","B DIVISION","N","1","8,575","9,712","88.29283360791%"
"2021-04-01","B DIVISION","N","2","1,425","1,728","82.46527777778%"
"2021-04-01","B DIVISION","Q","1","6,106","6,949","87.86875809469%"
"2021-04-01","B DIVISION","Q","2","1,924","2,176","88.41911764706%"
"2021-04-01","B DIVISION","R","1","5,656","6,227","90.83025533965%"
"2021-04-01","B DIVISION","R","2","1,579","1,728","91.37731481481%"
"2021-05-01","A DIVISION","1","1","8,421","9,226","91.2746585736%"
"2021-05-01","A DIVISION","1","2","2,736","3,194","85.66061365059%"
"2021-05-01","A DIVISION","2","1","5,526","6,484","85.22516964837%"
"2021-05-01","A DIVISION","2","2","1,759","2,728","64.47947214076%"
"2021-05-01","A DIVISION","3","1","5,391","5,978","90.18066242891%"
"2021-05-01","A DIVISION","3","2","1,622","2,294","70.70619006103%"
"2021-05-01","A DIVISION","4","1","6,503","7,444","87.35894680279%"
"2021-05-01","A DIVISION","4","2","2,396","2,922","81.99863107461%"
"2021-05-01","A DIVISION","5","1","5,708","6,508","87.70743700061%"
"2021-05-01","A DIVISION","5","2","1,595","1,879","84.88557743481%"
"2021-05-01","A DIVISION","6","1","10,092","11,133","90.64942064134%"
"2021-05-01","A DIVISION","6","2","2,671","3,082","86.66450356911%"
"2021-05-01","A DIVISION","7","1","11,017","12,188","90.3921890384%"
"2021-05-01","A DIVISION","7","2","3,601","4,032","89.31051587302%"
"2021-05-01","A DIVISION","GS","1","10,282","10,304","99.78649068323%"
"2021-05-01","A DIVISION","GS","2","3,253","3,276","99.29792429792%"
"2021-05-01","B DIVISION","A","1","5,903","7,735","76.31544925663%"
"2021-05-01","B DIVISION","A","2","2,431","3,080","78.92857142857%"
"2021-05-01","B DIVISION","B","1","3,056","3,872","78.92561983471%"
"2021-05-01","B DIVISION","C","1","2,698","3,240","83.27160493827%"
"2021-05-01","B DIVISION","C","2","1,421","1,710","83.09941520468%"
"2021-05-01","B DIVISION","D","1","4,216","5,456","77.27272727273%"
"2021-05-01","B DIVISION","D","2","2,074","2,376","87.28956228956%"
"2021-05-01","B DIVISION","E","1","6,725","8,184","82.17253176931%"
"2021-05-01","B DIVISION","E","2","2,032","2,304","88.19444444444%"
"2021-05-01","B DIVISION","F","1","5,746","7,785","73.80860629416%"
"2021-05-01","B DIVISION","F","2","1,876","2,292","81.84991273997%"
"2021-05-01","B DIVISION","FS","1","4,471","4,484","99.71008028546%"
"2021-05-01","B DIVISION","FS","2","2,315","2,318","99.87057808456%"
"2021-05-01","B DIVISION","G","1","4,668","5,597","83.40182240486%"
"2021-05-01","B DIVISION","G","2","2,300","2,536","90.69400630915%"
"2021-05-01","B DIVISION","H","1","2,772","2,832","97.8813559322%"
"2021-05-01","B DIVISION","H","2","854","868","98.38709677419%"
"2021-05-01","B DIVISION","J","1","4,826","5,301","91.0394265233%"
"2021-05-01","B DIVISION","J","2","2,296","2,452","93.63784665579%"
"2021-05-01","B DIVISION","L","1","10,420","10,966","95.02097391939%"
"2021-05-01","B DIVISION","L","2","4,911","5,122","95.88051542366%"
"2021-05-01","B DIVISION","M","1","4,753","5,384","88.28008915305%"
"2021-05-01","B DIVISION","M","2","2,407","2,502","96.20303756994%"
"2021-05-01","B DIVISION","N","1","7,021","8,593","81.70603979984%"
"2021-05-01","B DIVISION","N","2","2,353","2,808","83.7962962963%"
"2021-05-01","B DIVISION","Q","1","5,058","6,438","78.56477166822%"
"2021-05-01","B DIVISION","Q","2","2,391","2,984","80.1273458445%"
"2021-05-01","B DIVISION","R","1","4,778","5,660","84.41696113074%"
"2021-05-01","B DIVISION","R","2","2,171","2,376","91.37205387205%"
"2021-06-01","A DIVISION","1","1","9,052","10,192","88.8147566719%"
"2021-06-01","A DIVISION","1","2","1,915","2,336","81.97773972603%"
"2021-06-01","A DIVISION","2","1","5,898","7,127","82.75571769328%"
"2021-06-01","A DIVISION","2","2","828","1,680","49.28571428571%"
"2021-06-01","A DIVISION","3","1","5,646","6,584","85.75334143378%"
"2021-06-01","A DIVISION","3","2","1,078","1,668","64.62829736211%"
"2021-06-01","A DIVISION","4","1","6,625","8,128","81.50836614173%"
"2021-06-01","A DIVISION","4","2","1,627","2,136","76.17041198502%"
"2021-06-01","A DIVISION","5","1","6,081","7,247","83.9105836898%"
"2021-06-01","A DIVISION","5","2","937","1,130","82.9203539823%"
"2021-06-01","A DIVISION","6","1","10,799","12,440","86.80868167203%"
"2021-06-01","A DIVISION","6","2","1,757","2,256","77.88120567376%"
"2021-06-01","A DIVISION","7","1","13,093","14,399","90.92992568928%"
"2021-06-01","A DIVISION","7","2","2,417","2,852","84.74754558205%"
"2021-06-01","A DIVISION","GS","1","10,999","11,308","97.26742129466%"
"2021-06-01","A DIVISION","GS","2","2,860","2,865","99.82547993019%"
"2021-06-01","B DIVISION","A","1","6,384","8,507","75.04408134477%"
"2021-06-01","B DIVISION","A","2","3,058","3,787","80.74993398468%"
"2021-06-01","B DIVISION","B","1","3,097","4,272","72.49531835206%"
"2021-06-01","B DIVISION","C","1","3,033","3,566","85.0532809871%"
"2021-06-01","B DIVISION","C","2","863","1,248","69.15064102564%"
"2021-06-01","B DIVISION","D","1","4,471","6,072","73.63306982872%"
"2021-06-01","B DIVISION","D","2","1,391","1,728","80.49768518519%"
"2021-06-01","B DIVISION","E","1","6,112","9,020","67.76053215078%"
"2021-06-01","B DIVISION","E","2","1,508","1,680","89.7619047619%"
"2021-06-01","B DIVISION","F","1","5,769","8,560","67.39485981308%"
"2021-06-01","B DIVISION","F","2","1,413","1,672","84.50956937799%"
"2021-06-01","B DIVISION","FS","1","5,164","5,192","99.46070878274%"
"2021-06-01","B DIVISION","FS","2","1,693","1,696","99.82311320755%"
"2021-06-01","B DIVISION","G","1","5,065","6,149","82.37111725484%"
"2021-06-01","B DIVISION","G","2","1,614","1,852","87.14902807775%"
"2021-06-01","B DIVISION","H","1","3,531","3,696","95.53571428571%"
"2021-06-01","B DIVISION","H","2","1,222","1,252","97.60383386581%"
"2021-06-01","B DIVISION","J","1","5,660","6,139","92.19742629093%"
"2021-06-01","B DIVISION","J","2","1,611","1,792","89.89955357143%"
"2021-06-01","B DIVISION","L","1","11,517","12,360","93.17961165049%"
"2021-06-01","B DIVISION","L","2","3,483","3,644","95.58177826564%"
"2021-06-01","B DIVISION","M","1","4,809","5,924","81.17825793383%"
"2021-06-01","B DIVISION","M","2","1,742","1,832","95.08733624454%"
"2021-06-01","B DIVISION","N","1","7,707","9,961","77.37174982431%"
"2021-06-01","B DIVISION","N","2","1,281","1,728","74.13194444444%"
"2021-06-01","B DIVISION","Q","1","5,240","6,970","75.17934002869%"
"2021-06-01","B DIVISION","Q","2","1,428","2,068","69.05222437137%"
"2021-06-01","B DIVISION","R","1","5,009","6,216","80.58236808237%"
"2021-06-01","B DIVISION","R","2","1,308","1,724","75.87006960557%"
"2021-07-01","A DIVISION","1","1","8,044","9,632","83.51328903654%"
"2021-07-01","A DIVISION","1","2","2,756","2,956","93.23410013532%"
"2021-07-01","A DIVISION","2","1","5,393","6,789","79.4373250847%"
"2021-07-01","A DIVISION","2","2","1,553","2,292","67.75741710297%"
"2021-07-01","A DIVISION","3","1","5,207","6,130","84.94290375204%"
"2021-07-01","A DIVISION","3","2","1,658","2,060","80.4854368932%"
"2021-07-01","A DIVISION","4","1","6,587","7,766","84.81843935102%"
"2021-07-01","A DIVISION","4","2","2,300","2,698","85.24833209785%"
"2021-07-01","A DIVISION","5","1","5,890","6,909","85.25112172529%"
"2021-07-01","A DIVISION","5","2","1,374","1,463","93.91660970608%"
"2021-07-01","A DIVISION","6","1","10,445","12,174","85.7976014457%"
"2021-07-01","A DIVISION","6","2","3,681","3,944","93.33164300203%"
"2021-07-01","A DIVISION","7","1","12,622","13,520","93.35798816568%"
"2021-07-01","A DIVISION","7","2","3,585","3,994","89.75963945919%"
"2021-07-01","A DIVISION","GS","1","10,432","10,510","99.25784966698%"
"2021-07-01","A DIVISION","GS","2","2,576","2,602","99.00076863951%"
"2021-07-01","B DIVISION","A","1","5,498","7,750","70.94193548387%"
"2021-07-01","B DIVISION","A","2","2,074","2,816","73.65056818182%"
"2021-07-01","B DIVISION","B","1","2,972","4,116","72.20602526725%"
"2021-07-01","B DIVISION","C","1","2,708","3,592","75.38975501114%"
"2021-07-01","B DIVISION","C","2","1,258","1,572","80.02544529262%"
"2021-07-01","B DIVISION","D","1","4,266","6,057","70.4309063893%"
"2021-07-01","B DIVISION","D","2","3,557","4,292","82.87511649581%"
"2021-07-01","B DIVISION","E","1","5,929","8,610","68.86178861789%"
"2021-07-01","B DIVISION","E","2","1,904","2,112","90.15151515152%"
"2021-07-01","B DIVISION","F","1","5,595","8,134","68.78534546349%"
"2021-07-01","B DIVISION","F","2","1,875","2,104","89.11596958175%"
"2021-07-01","B DIVISION","FS","1","4,640","4,668","99.40017137961%"
"2021-07-01","B DIVISION","FS","2","2,124","2,148","98.88268156425%"
"2021-07-01","B DIVISION","G","1","4,991","5,880","84.88095238095%"
"2021-07-01","B DIVISION","G","2","1,982","2,336","84.84589041096%"
"2021-07-01","B DIVISION","H","1","3,472","3,529","98.38481156135%"
"2021-07-01","B DIVISION","H","2","1,429","1,587","90.04410838059%"
"2021-07-01","B DIVISION","J","1","5,038","5,859","85.98736985834%"
"2021-07-01","B DIVISION","J","2","2,095","2,262","92.61715296198%"
"2021-07-01","B DIVISION","L","1","10,878","11,647","93.39744140122%"
"2021-07-01","B DIVISION","L","2","4,515","4,772","94.61441743504%"
"2021-07-01","B DIVISION","M","1","4,533","5,668","79.97529992943%"
"2021-07-01","B DIVISION","M","2","2,203","2,328","94.63058419244%"
"2021-07-01","B DIVISION","N","1","7,143","9,571","74.63169992686%"
"2021-07-01","B DIVISION","N","2","1,733","2,160","80.23148148148%"
"2021-07-01","B DIVISION","Q","1","5,166","6,891","74.96734871572%"
"2021-07-01","B DIVISION","Q","2","2,200","2,682","82.02833706189%"
"2021-07-01","B DIVISION","R","1","4,790","5,930","80.77571669477%"
"2021-07-01","B DIVISION","R","2","1,988","2,160","92.03703703704%"
"2021-08-01","A DIVISION","1","1","8,534","9,986","85.4596435009%"
"2021-08-01","A DIVISION","1","2","2,197","2,610","84.17624521073%"
"2021-08-01","A DIVISION","2","1","6,005","7,130","84.22159887798%"
"2021-08-01","A DIVISION","2","2","1,203","1,906","63.11647429171%"
"2021-08-01","A DIVISION","3","1","5,583","6,626","84.25897977664%"
"2021-08-01","A DIVISION","3","2","1,411","1,824","77.35745614035%"
"2021-08-01","A DIVISION","4","1","7,177","8,447","84.96507635847%"
"2021-08-01","A DIVISION","4","2","1,816","2,388","76.04690117253%"
"2021-08-01","A DIVISION","5","1","6,333","7,238","87.49654600718%"
"2021-08-01","A DIVISION","5","2","1,614","1,817","88.82773802972%"
"2021-08-01","A DIVISION","6","1","10,401","12,259","84.84378823721%"
"2021-08-01","A DIVISION","6","2","2,109","2,518","83.75694996029%"
"2021-08-01","A DIVISION","7","1","12,520","14,163","88.39935042011%"
"2021-08-01","A DIVISION","7","2","3,336","3,618","92.2056384743%"
"2021-08-01","A DIVISION","GS","1","7,366","7,480","98.47593582888%"
"2021-08-01","A DIVISION","GS","2","1,860","1,872","99.35897435897%"
"2021-08-01","B DIVISION","A","1","5,720","8,377","68.28220126537%"
"2021-08-01","B DIVISION","A","2","1,749","2,495","70.1002004008%"
"2021-08-01","B DIVISION","B","1","3,236","4,312","75.04638218924%"
"2021-08-01","B DIVISION","C","1","3,175","4,400","72.15909090909%"
"2021-08-01","B DIVISION","C","2","981","1,398","70.17167381974%"
"2021-08-01","B DIVISION","D","1","4,614","6,091","75.75110819242%"
"2021-08-01","B DIVISION","D","2","1,757","2,156","81.49350649351%"
"2021-08-01","B DIVISION","E","1","6,812","9,020","75.52106430155%"
"2021-08-01","B DIVISION","E","2","1,612","1,884","85.56263269639%"
"2021-08-01","B DIVISION","F","1","6,218","8,588","72.40335351653%"
"2021-08-01","B DIVISION","F","2","1,314","1,880","69.89361702128%"
"2021-08-01","B DIVISION","FS","1","5,168","5,192","99.53775038521%"
"2021-08-01","B DIVISION","FS","2","1,843","1,894","97.30728616684%"
"2021-08-01","B DIVISION","G","1","5,483","6,523","84.05641575962%"
"2021-08-01","B DIVISION","G","2","1,762","2,152","81.87732342007%"
"2021-08-01","B DIVISION","H","1","3,627","3,696","98.13311688312%"
"2021-08-01","B DIVISION","H","2","1,340","1,398","95.85121602289%"
"2021-08-01","B DIVISION","J","1","5,578","6,140","90.84690553746%"
"2021-08-01","B DIVISION","J","2","1,741","2,006","86.78963110668%"
"2021-08-01","B DIVISION","L","1","11,179","12,031","92.91829440612%"
"2021-08-01","B DIVISION","L","2","3,062","3,492","87.686139748%"
"2021-08-01","B DIVISION","M","1","4,827","5,940","81.26262626263%"
"2021-08-01","B DIVISION","M","2","1,257","1,304","96.39570552147%"
"2021-08-01","B DIVISION","N","1","7,273","9,788","74.30527176134%"
"2021-08-01","B DIVISION","N","2","1,419","1,944","72.99382716049%"
"2021-08-01","B DIVISION","Q","1","4,887","6,923","70.59078434205%"
"2021-08-01","B DIVISION","Q","2","1,790","2,386","75.02095557418%"
"2021-08-01","B DIVISION","R","1","4,910","6,195","79.25746569814%"
"2021-08-01","B DIVISION","R","2","1,606","1,940","82.78350515464%"
"2021-09-01","A DIVISION","1","1","7,823","9,220","84.84815618221%"
"2021-09-01","A DIVISION","1","2","2,306","2,610","88.35249042146%"
"2021-09-01","A DIVISION","2","1","5,224","6,477","80.65462405435%"
"2021-09-01","A DIVISION","2","2","1,310","2,136","61.32958801498%"
"2021-09-01","A DIVISION","3","1","5,133","5,920","86.70608108108%"
"2021-09-01","A DIVISION","3","2","1,335","1,784","74.83183856502%"
"2021-09-01","A DIVISION","4","1","6,010","7,589","79.19356964027%"
"2021-09-01","A DIVISION","4","2","2,076","2,854","72.74001401542%"
"2021-09-01","A DIVISION","5","1","5,419","6,532","82.96080832823%"
"2021-09-01","A DIVISION","5","2","1,168","1,463","79.83595352016%"
"2021-09-01","A DIVISION","6","1","9,053","10,582","85.55093555094%"
"2021-09-01","A DIVISION","6","2","1,615","2,010","80.34825870647%"
"2021-09-01","A DIVISION","7","1","11,466","12,844","89.27125506073%"
"2021-09-01","A DIVISION","7","2","3,244","3,618","89.66279712548%"
"2021-09-01","A DIVISION","GS","1","9,342","9,344","99.97859589041%"
"2021-09-01","A DIVISION","GS","2","2,360","2,360","100%"
"2021-09-01","B DIVISION","A","1","4,985","7,551","66.01774599391%"
"2021-09-01","B DIVISION","A","2","1,578","2,519","62.64390631203%"
"2021-09-01","B DIVISION","B","1","2,633","3,920","67.16836734694%"
"2021-09-01","B DIVISION","C","1","2,537","4,000","63.425%"
"2021-09-01","B DIVISION","C","2","918","1,398","65.6652360515%"
"2021-09-01","B DIVISION","D","1","3,767","5,479","68.75342215733%"
"2021-09-01","B DIVISION","D","2","1,546","1,944","79.52674897119%"
"2021-09-01","B DIVISION","E","1","5,522","8,200","67.34146341463%"
"2021-09-01","B DIVISION","E","2","1,476","1,884","78.34394904459%"
"2021-09-01","B DIVISION","F","1","5,101","7,834","65.11360735257%"
"2021-09-01","B DIVISION","F","2","1,497","1,874","79.8826040555%"
"2021-09-01","B DIVISION","FS","1","4,655","4,720","98.62288135593%"
"2021-09-01","B DIVISION","FS","2","1,849","1,894","97.62407602957%"
"2021-09-01","B DIVISION","G","1","3,986","5,636","70.72391767211%"
"2021-09-01","B DIVISION","G","2","1,882","2,078","90.56785370549%"
"2021-09-01","B DIVISION","H","1","3,264","3,365","96.9985141159%"
"2021-09-01","B DIVISION","H","2","1,350","1,398","96.56652360515%"
"2021-09-01","B DIVISION","J","1","5,033","5,580","90.19713261649%"
"2021-09-01","B DIVISION","J","2","1,701","2,005","84.83790523691%"
"2021-09-01","B DIVISION","L","1","10,169","11,049","92.03547832383%"
"2021-09-01","B DIVISION","L","2","3,581","3,938","90.9344845099%"
"2021-09-01","B DIVISION","M","1","4,209","5,400","77.94444444444%"
"2021-09-01","B DIVISION","M","2","1,998","2,056","97.17898832685%"
"2021-09-01","B DIVISION","N","1","6,166","8,625","71.48985507246%"
"2021-09-01","B DIVISION","N","2","1,365","1,944","70.21604938272%"
"2021-09-01","B DIVISION","Q","1","4,503","6,357","70.83529966966%"
"2021-09-01","B DIVISION","Q","2","1,849","2,386","77.49371332775%"
"2021-09-01","B DIVISION","R","1","4,357","5,657","77.01962170762%"
"2021-09-01","B DIVISION","R","2","1,628","1,941","83.87429160227%"
"2021-10-01","A DIVISION","1","1","8,388","9,682","86.63499277009%"
"2021-10-01","A DIVISION","1","2","2,556","2,920","87.53424657534%"
"2021-10-01","A DIVISION","2","1","5,669","6,807","83.28191567504%"
"2021-10-01","A DIVISION","2","2","1,309","2,322","56.37381567614%"
"2021-10-01","A DIVISION","3","1","5,421","6,276","86.37667304015%"
"2021-10-01","A DIVISION","3","2","1,421","1,998","71.12112112112%"
"2021-10-01","A DIVISION","4","1","6,866","8,175","83.9877675841%"
"2021-10-01","A DIVISION","4","2","2,617","3,136","83.45025510204%"
"2021-10-01","A DIVISION","5","1","5,954","6,891","86.40255405602%"
"2021-10-01","A DIVISION","5","2","1,206","1,402","86.01997146933%"
"2021-10-01","A DIVISION","6","1","9,948","11,618","85.62575314168%"
"2021-10-01","A DIVISION","6","2","2,427","2,882","84.21235253296%"
"2021-10-01","A DIVISION","7","1","12,183","13,399","90.92469587283%"
"2021-10-01","A DIVISION","7","2","2,901","3,202","90.59962523423%"
"2021-10-01","A DIVISION","GS","1","11,623","11,630","99.93981083405%"
"2021-10-01","A DIVISION","GS","2","3,541","3,550","99.74647887324%"
"2021-10-01","B DIVISION","A","1","5,184","7,808","66.39344262295%"
"2021-10-01","B DIVISION","A","2","1,580","2,805","56.32798573975%"
"2021-10-01","B DIVISION","B","1","2,964","4,116","72.01166180758%"
"2021-10-01","B DIVISION","C","1","2,957","4,200","70.40476190476%"
"2021-10-01","B DIVISION","C","2","921","1,560","59.03846153846%"
"2021-10-01","B DIVISION","D","1","3,893","5,754","67.65728189086%"
"2021-10-01","B DIVISION","D","2","1,523","2,160","70.50925925926%"
"2021-10-01","B DIVISION","E","1","6,221","8,610","72.25319396051%"
"2021-10-01","B DIVISION","E","2","1,771","2,104","84.17300380228%"
"2021-10-01","B DIVISION","F","1","5,590","8,228","67.93874574623%"
"2021-10-01","B DIVISION","F","2","1,656","2,090","79.23444976077%"
"2021-10-01","B DIVISION","FS","1","4,941","4,956","99.69733656174%"
"2021-10-01","B DIVISION","FS","2","2,107","2,120","99.38679245283%"
"2021-10-01","B DIVISION","G","1","4,911","5,924","82.90006752194%"
"2021-10-01","B DIVISION","G","2","1,978","2,315","85.44276457883%"
"2021-10-01","B DIVISION","H","1","3,285","3,390","96.90265486726%"
"2021-10-01","B DIVISION","H","2","1,540","1,565","98.40255591054%"
"2021-10-01","B DIVISION","J","1","5,367","5,859","91.6026625704%"
"2021-10-01","B DIVISION","J","2","1,911","2,240","85.3125%"
"2021-10-01","B DIVISION","L","1","10,658","11,506","92.62993220928%"
"2021-10-01","B DIVISION","L","2","3,810","4,152","91.76300578035%"
"2021-10-01","B DIVISION","M","1","4,499","5,668","79.37544107269%"
"2021-10-01","B DIVISION","M","2","1,834","1,928","95.1244813278%"
"2021-10-01","B DIVISION","N","1","7,120","9,145","77.85675232367%"
"2021-10-01","B DIVISION","N","2","1,714","2,458","69.73148901546%"
"2021-10-01","B DIVISION","Q","1","5,003","6,615","75.63114134543%"
"2021-10-01","B DIVISION","Q","2","1,990","2,554","77.91699295223%"
"2021-10-01","B DIVISION","R","1","4,708","5,928","79.41970310391%"
"2021-10-01","B DIVISION","R","2","1,797","2,158","83.27154772938%"
"2021-11-01","A DIVISION","1","1","8,531","9,666","88.25781088351%"
"2021-11-01","A DIVISION","1","2","2,378","2,591","91.77923581629%"
"2021-11-01","A DIVISION","2","1","5,735","6,805","84.2762674504%"
"2021-11-01","A DIVISION","2","2","1,464","2,312","63.32179930796%"
"2021-11-01","A DIVISION","3","1","5,693","6,350","89.65354330709%"
"2021-11-01","A DIVISION","3","2","1,454","1,851","78.55213398163%"
"2021-11-01","A DIVISION","4","1","6,669","8,020","83.15461346633%"
"2021-11-01","A DIVISION","4","2","2,477","3,069","80.71032909743%"
"2021-11-01","A DIVISION","5","1","5,642","6,732","83.80867498515%"
"2021-11-01","A DIVISION","5","2","659","913","72.17962760131%"
"2021-11-01","A DIVISION","6","1","10,030","11,710","85.65328778822%"
"2021-11-01","A DIVISION","6","2","2,072","2,574","80.49728049728%"
"2021-11-01","A DIVISION","7","1","12,081","13,397","90.1769052773%"
"2021-11-01","A DIVISION","7","2","2,878","3,182","90.4462602137%"
"2021-11-01","A DIVISION","GS","1","11,749","11,770","99.82158028887%"
"2021-11-01","A DIVISION","GS","2","3,136","3,240","96.79012345679%"
"2021-11-01","B DIVISION","A","1","4,731","7,784","60.77852004111%"
"2021-11-01","B DIVISION","A","2","1,440","2,183","65.9642693541%"
"2021-11-01","B DIVISION","B","1","2,928","4,116","71.13702623907%"
"2021-11-01","B DIVISION","C","1","2,713","4,200","64.59523809524%"
"2021-11-01","B DIVISION","C","2","937","1,398","67.0243204578%"
"2021-11-01","B DIVISION","D","1","3,819","5,754","66.37122002086%"
"2021-11-01","B DIVISION","D","2","1,325","1,917","69.11841418884%"
"2021-11-01","B DIVISION","E","1","6,406","8,610","74.4018583043%"
"2021-11-01","B DIVISION","E","2","1,435","1,861","77.10908113917%"
"2021-11-01","B DIVISION","F","1","6,218","8,233","75.52532491194%"
"2021-11-01","B DIVISION","F","2","1,560","1,848","84.41558441558%"
"2021-11-01","B DIVISION","FS","1","4,928","4,956","99.43502824859%"
"2021-11-01","B DIVISION","FS","2","1,860","1,868","99.57173447537%"
"2021-11-01","B DIVISION","G","1","5,450","6,155","88.54589764419%"
"2021-11-01","B DIVISION","G","2","1,848","2,053","90.01461276181%"
"2021-11-01","B DIVISION","H","1","3,196","3,344","95.57416267943%"
"2021-11-01","B DIVISION","H","2","1,332","1,370","97.22627737226%"
"2021-11-01","B DIVISION","J","1","5,312","5,861","90.63299778195%"
"2021-11-01","B DIVISION","J","2","1,739","1,978","87.91708796764%"
"2021-11-01","B DIVISION","L","1","10,457","11,486","91.04126763016%"
"2021-11-01","B DIVISION","L","2","3,764","3,957","95.12256760172%"
"2021-11-01","B DIVISION","M","1","4,506","5,668","79.49894142555%"
"2021-11-01","B DIVISION","M","2","1,910","2,022","94.4609297725%"
"2021-11-01","B DIVISION","N","1","7,343","9,566","76.76144679072%"
"2021-11-01","B DIVISION","N","2","1,307","1,918","68.14389989572%"
"2021-11-01","B DIVISION","Q","1","5,019","6,615","75.87301587302%"
"2021-11-01","B DIVISION","Q","2","1,789","2,358","75.86938083121%"
"2021-11-01","B DIVISION","R","1","4,577","5,927","77.2228783533%"
"2021-11-01","B DIVISION","R","2","1,549","1,917","80.80333854982%"
"2021-12-01","A DIVISION","1","1","8,010","9,631","83.16893365175%"
"2021-12-01","A DIVISION","1","2","2,406","2,956","81.39377537212%"
"2021-12-01","A DIVISION","2","1","5,235","7,047","74.28693060877%"
"2021-12-01","A DIVISION","2","2","1,400","2,406","58.18786367415%"
"2021-12-01","A DIVISION","3","1","4,771","5,612","85.0142551675%"
"2021-12-01","A DIVISION","3","2","1,324","1,916","69.10229645094%"
"2021-12-01","A DIVISION","4","1","6,323","7,895","80.08866371121%"
"2021-12-01","A DIVISION","4","2","2,071","2,700","76.7037037037%"
"2021-12-01","A DIVISION","5","1","5,674","6,883","82.43498474502%"
"2021-12-01","A DIVISION","5","2","1,674","2,098","79.79027645377%"
"2021-12-01","A DIVISION","6","1","9,333","11,665","80.00857265324%"
"2021-12-01","A DIVISION","6","2","2,305","2,860","80.59440559441%"
"2021-12-01","A DIVISION","7","1","11,757","13,474","87.25693929049%"
"2021-12-01","A DIVISION","7","2","3,575","4,184","85.44455066922%"
"2021-12-01","A DIVISION","GS","1","11,173","11,282","99.03385924481%"
"2021-12-01","A DIVISION","GS","2","3,479","3,514","99.00398406375%"
"2021-12-01","B DIVISION","A","1","5,039","7,602","66.28518810839%"
"2021-12-01","B DIVISION","A","2","2,014","2,816","71.51988636364%"
"2021-12-01","B DIVISION","B","1","2,715","3,920","69.26020408163%"
"2021-12-01","B DIVISION","C","1","2,841","4,200","67.64285714286%"
"2021-12-01","B DIVISION","C","2","1,194","1,572","75.95419847328%"
"2021-12-01","B DIVISION","D","1","4,068","5,754","70.69864442127%"
"2021-12-01","B DIVISION","D","2","1,670","2,168","77.0295202952%"
"2021-12-01","B DIVISION","E","1","6,397","8,610","74.29732868757%"
"2021-12-01","B DIVISION","E","2","1,638","2,120","77.2641509434%"
"2021-12-01","B DIVISION","F","1","5,373","7,889","68.10749144378%"
"2021-12-01","B DIVISION","F","2","1,747","2,104","83.03231939163%"
"2021-12-01","B DIVISION","FS","1","4,858","4,956","98.02259887006%"
"2021-12-01","B DIVISION","FS","2","2,148","2,148","100%"
"2021-12-01","B DIVISION","G","1","5,656","6,589","85.84003642434%"
"2021-12-01","B DIVISION","G","2","3,018","3,210","94.01869158879%"
"2021-12-01","B DIVISION","H","1","3,362","3,528","95.2947845805%"
"2021-12-01","B DIVISION","H","2","1,545","1,592","97.04773869347%"
"2021-12-01","B DIVISION","J","1","4,982","5,687","87.60330578512%"
"2021-12-01","B DIVISION","J","2","1,796","2,264","79.32862190813%"
"2021-12-01","B DIVISION","L","1","10,090","11,486","87.84607348076%"
"2021-12-01","B DIVISION","L","2","3,977","4,488","88.61408199643%"
"2021-12-01","B DIVISION","M","1","4,272","5,470","78.0987202925%"
"2021-12-01","B DIVISION","M","2","1,999","2,326","85.94153052451%"
"2021-12-01","B DIVISION","N","1","6,984","9,538","73.22289788216%"
"2021-12-01","B DIVISION","N","2","1,395","2,160","64.58333333333%"
"2021-12-01","B DIVISION","Q","1","4,805","6,615","72.63794406652%"
"2021-12-01","B DIVISION","Q","2","1,941","2,568","75.58411214953%"
"2021-12-01","B DIVISION","R","1","4,488","5,931","75.67020738493%"
"2021-12-01","B DIVISION","R","2","1,646","2,152","76.48698884758%"
"2022-01-01","A DIVISION","1","1","7,529","8,863","84.94866298093%"
