"month","division","line","day_type","num_on_time_trips","num_sched_trips","terminal_on_time_performance"
"2019-12-01","A DIVISION","7","1","12,163","13,646","89.1323465%"
"2019-12-01","A DIVISION","7","2","3,522","3,704","95.0863931%"
"2019-12-01","A DIVISION","S 42nd","1","11,079","11,264","98.3575994%"
"2019-12-01","A DIVISION","S 42nd","2","3,558","3,560","99.9438202%"
"2019-12-01","B DIVISION","A","1","5,223","7,984","65.4183367%"
"2019-12-01","B DIVISION","A","2","2,995","3,690","81.1653117%"
"2019-12-01","B DIVISION","B","1","2,575","4,088","62.9892368%"
"2019-12-01","B DIVISION","C","1","2,968","4,222","70.2984368%"
"2019-12-01","B DIVISION","C","2","1,213","1,548","78.3591731%"
"2019-12-01","B DIVISION","D","1","3,629","5,764","62.9597502%"
"2019-12-01","B DIVISION","D","2","2,019","2,276","88.7082601%"
"2019-12-01","B DIVISION","E","1","6,677","8,610","77.5493612%"
"2019-12-01","B DIVISION","E","2","1,905","2,088","91.2356322%"
"2019-12-01","B DIVISION","F","1","5,516","8,230","67.0230863%"
"2019-12-01","B DIVISION","F","2","1,726","2,076","83.1406551%"
"2019-12-01","B DIVISION","G","1","4,431","6,090","72.7586207%"
"2019-12-01","B DIVISION","G","2","2,041","2,558","79.7888976%"
"2019-12-01","B DIVISION","JZ","1","4,570","5,842","78.2266347%"
"2019-12-01","B DIVISION","JZ","2","1,918","2,218","86.4743012%"
"2019-12-01","B DIVISION","L","1","9,822","10,291","95.4426198%"
"2019-12-01","B DIVISION","L","2","2,719","2,804","96.9686163%"
"2019-12-01","B DIVISION","M","1","4,811","6,059","79.4025417%"
"2019-12-01","B DIVISION","M","2","2,441","2,691","90.7097733%"
"2019-12-01","B DIVISION","N","1","6,791","9,624","70.5631754%"
"2019-12-01","B DIVISION","N","2","1,607","2,190","73.3789954%"
"2019-12-01","B DIVISION","Q","1","5,498","6,621","83.0388159%"
"2019-12-01","B DIVISION","Q","2","1,798","2,454","73.2681337%"
"2019-12-01","B DIVISION","R","1","4,253","5,943","71.5631836%"
"2019-12-01","B DIVISION","R","2","1,847","2,160","85.5092593%"
"2019-12-01","B DIVISION","S Fkln","1","4,944","4,956","99.7578692%"
"2019-12-01","B DIVISION","S Fkln","2","2,072","2,092","99.0439771%"
"2019-12-01","B DIVISION","S Rock","1","3,379","3,528","95.776644%"
"2019-12-01","B DIVISION","S Rock","2","1,497","1,544","96.9559585%"
"2020-01-01","A DIVISION","1","1","9,035","10,554","85.6073526625%"
"2020-01-01","A DIVISION","1","2","2,866","3,050","93.96721311475%"
"2020-01-01","A DIVISION","2","1","6,058","7,330","82.64665757162%"
"2020-01-01","A DIVISION","2","2","1,674","2,340","71.53846153846%"
"2020-01-01","A DIVISION","3","1","5,732","6,603","86.80902620021%"
"2020-01-01","A DIVISION","3","2","1,527","1,875","81.44%"
"2020-01-01","A DIVISION","4","1","6,552","8,124","80.64992614476%"
"2020-01-01","A DIVISION","4","2","1,890","2,390","79.07949790795%"
"2020-01-01","A DIVISION","5","1","6,149","7,230","85.04840940526%"
"2020-01-01","A DIVISION","5","2","1,594","1,766","90.26047565119%"
"2020-01-01","A DIVISION","6","1","10,238","12,243","83.62329494405%"
"2020-01-01","A DIVISION","6","2","2,170","2,528","85.83860759494%"
"2020-01-01","A DIVISION","7","1","13,310","14,539","91.5468739253%"
"2020-01-01","A DIVISION","7","2","3,013","3,212","93.80448318804%"
"2020-01-01","A DIVISION","GS","1","11,823","11,968","98.78843582888%"
"2020-01-01","A DIVISION","GS","2","2,746","2,755","99.67332123412%"
"2020-01-01","B DIVISION","A","1","6,010","8,254","72.81318148776%"
"2020-01-01","B DIVISION","A","2","2,221","2,724","81.53450807636%"
"2020-01-01","B DIVISION","B","1","3,083","4,312","71.49814471243%"
"2020-01-01","B DIVISION","C","1","3,424","4,400","77.81818181818%"
"2020-01-01","B DIVISION","C","2","1,042","1,398","74.53505007153%"
"2020-01-01","B DIVISION","D","1","4,268","6,028","70.80291970803%"
"2020-01-01","B DIVISION","D","2","1,683","2,074","81.14754098361%"
"2020-01-01","B DIVISION","E","1","7,165","8,898","80.52371319398%"
"2020-01-01","B DIVISION","E","2","1,690","1,884","89.70276008493%"
"2020-01-01","B DIVISION","F","1","6,656","9,179","72.51334568036%"
"2020-01-01","B DIVISION","F","2","1,448","1,874","77.26787620064%"
"2020-01-01","B DIVISION","FS","1","5,183","5,192","99.82665639445%"
"2020-01-01","B DIVISION","FS","2","1,889","1,894","99.73600844773%"
"2020-01-01","B DIVISION","G","1","4,980","6,380","78.05642633229%"
"2020-01-01","B DIVISION","G","2","1,854","2,318","79.98274374461%"
"2020-01-01","B DIVISION","H","1","3,596","3,696","97.29437229437%"
"2020-01-01","B DIVISION","H","2","1,360","1,395","97.49103942652%"
"2020-01-01","B DIVISION","J","1","5,098","6,133","83.12408283059%"
"2020-01-01","B DIVISION","J","2","1,674","2,004","83.53293413174%"
"2020-01-01","B DIVISION","L","1","10,077","10,783","93.45265696003%"
"2020-01-01","B DIVISION","L","2","2,726","2,816","96.80397727273%"
"2020-01-01","B DIVISION","M","1","4,949","6,160","80.34090909091%"
"2020-01-01","B DIVISION","M","2","2,168","2,424","89.43894389439%"
"2020-01-01","B DIVISION","N","1","6,673","9,843","67.79437163466%"
"2020-01-01","B DIVISION","N","2","1,394","2,027","68.77158362111%"
"2020-01-01","B DIVISION","Q","1","5,854","6,910","84.71780028944%"
"2020-01-01","B DIVISION","Q","2","1,765","2,222","79.43294329433%"
"2020-01-01","B DIVISION","R","1","4,727","6,204","76.19277885235%"
"2020-01-01","B DIVISION","R","2","1,662","1,940","85.67010309278%"
"2020-02-01","A DIVISION","1","1","8,119","9,309","87.21667203781%"
"2020-02-01","A DIVISION","1","2","4,421","4,668","94.70865467009%"
"2020-02-01","A DIVISION","2","1","5,010","6,156","81.38401559454%"
"2020-02-01","A DIVISION","2","2","1,847","2,648","69.75075528701%"
"2020-02-01","A DIVISION","3","1","5,001","5,746","87.03445875392%"
"2020-02-01","A DIVISION","3","2","1,710","2,097","81.54506437768%"
"2020-02-01","A DIVISION","4","1","5,522","7,026","78.59379447765%"
"2020-02-01","A DIVISION","4","2","2,136","2,700","79.11111111111%"
"2020-02-01","A DIVISION","5","1","5,071","6,199","81.80351669624%"
"2020-02-01","A DIVISION","5","2","1,678","1,901","88.26933193056%"
"2020-02-01","A DIVISION","6","1","8,428","10,585","79.62210675484%"
"2020-02-01","A DIVISION","6","2","2,555","2,860","89.33566433566%"
"2020-02-01","A DIVISION","7","1","11,532","12,376","93.1803490627%"
"2020-02-01","A DIVISION","7","2","3,556","3,740","95.08021390374%"
"2020-02-01","A DIVISION","GS","1","9,584","9,664","99.17218543046%"
"2020-02-01","A DIVISION","GS","2","2,768","2,782","99.49676491733%"
"2020-02-01","B DIVISION","A","1","5,300","7,135","74.28170988087%"
"2020-02-01","B DIVISION","A","2","2,488","3,021","82.35683548494%"
"2020-02-01","B DIVISION","B","1","2,629","3,724","70.59613319012%"
"2020-02-01","B DIVISION","C","1","3,010","3,800","79.21052631579%"
"2020-02-01","B DIVISION","C","2","1,308","1,572","83.20610687023%"
"2020-02-01","B DIVISION","D","1","3,686","5,206","70.80291970803%"
"2020-02-01","B DIVISION","D","2","1,976","2,260","87.43362831858%"
"2020-02-01","B DIVISION","E","1","6,237","7,788","80.08474576271%"
"2020-02-01","B DIVISION","E","2","1,911","2,110","90.56872037915%"
"2020-02-01","B DIVISION","F","1","5,402","7,443","72.57826145371%"
"2020-02-01","B DIVISION","F","2","1,725","2,104","81.98669201521%"
"2020-02-01","B DIVISION","FS","1","4,470","4,484","99.68777876896%"
"2020-02-01","B DIVISION","FS","2","2,121","2,148","98.74301675978%"
"2020-02-01","B DIVISION","G","1","4,258","5,509","77.29170448357%"
"2020-02-01","B DIVISION","G","2","2,190","2,642","82.89174867525%"
"2020-02-01","B DIVISION","H","1","3,146","3,195","98.46635367762%"
"2020-02-01","B DIVISION","H","2","1,302","1,326","98.19004524887%"
"2020-02-01","B DIVISION","J","1","4,452","5,296","84.06344410876%"
"2020-02-01","B DIVISION","J","2","1,956","2,264","86.39575971731%"
"2020-02-01","B DIVISION","L","1","8,599","9,395","91.52740819585%"
"2020-02-01","B DIVISION","L","2","2,901","3,034","95.61634805537%"
"2020-02-01","B DIVISION","M","1","4,440","5,301","83.75778155065%"
"2020-02-01","B DIVISION","M","2","2,533","2,790","90.78853046595%"
"2020-02-01","B DIVISION","N","1","5,520","8,683","63.57249798457%"
"2020-02-01","B DIVISION","N","2","1,366","2,202","62.03451407811%"
"2020-02-01","B DIVISION","Q","1","5,046","6,289","80.23533153125%"
"2020-02-01","B DIVISION","Q","2","2,192","2,452","89.39641109299%"
"2020-02-01","B DIVISION","R","1","4,209","5,343","78.77596855699%"
"2020-02-01","B DIVISION","R","2","1,913","2,160","88.56481481481%"
"2020-03-01","A DIVISION","1","1","6,403","6,952","92.10299194476%"
"2020-03-01","A DIVISION","1","2","2,111","2,227","94.79119892232%"
"2020-03-01","A DIVISION","2","1","4,121","4,864","84.72450657895%"
"2020-03-01","A DIVISION","2","2","1,123","1,508","74.46949602122%"
"2020-03-01","A DIVISION","3","1","4,143","4,500","92.06666666667%"
"2020-03-01","A DIVISION","3","2","1,233","1,452","84.9173553719%"
"2020-03-01","A DIVISION","4","1","4,709","5,470","86.08775137112%"
"2020-03-01","A DIVISION","4","2","1,431","1,842","77.68729641694%"
"2020-03-01","A DIVISION","5","1","4,132","4,761","86.78848981306%"
"2020-03-01","A DIVISION","5","2","1,812","1,922","94.2767950052%"
"2020-03-01","A DIVISION","6","1","7,286","8,380","86.94510739857%"
"2020-03-01","A DIVISION","6","2","1,701","1,948","87.32032854209%"
"2020-03-01","A DIVISION","7","1","9,094","9,775","93.03324808184%"
"2020-03-01","A DIVISION","7","2","2,218","2,514","88.22593476531%"
"2020-03-01","A DIVISION","GS","1","7,690","7,740","99.35400516796%"
"2020-03-01","A DIVISION","GS","2","2,344","2,360","99.32203389831%"
"2020-03-01","B DIVISION","A","1","4,288","5,662","75.73295655245%"
"2020-03-01","B DIVISION","A","2","1,767","2,428","72.77594728171%"
"2020-03-01","B DIVISION","B","1","2,361","2,940","80.30612244898%"
"2020-03-01","B DIVISION","C","1","2,431","3,000","81.03333333333%"
"2020-03-01","B DIVISION","C","2","548","774","70.80103359173%"
"2020-03-01","B DIVISION","D","1","3,171","4,110","77.15328467153%"
"2020-03-01","B DIVISION","D","2","1,313","1,537","85.4261548471%"
"2020-03-01","B DIVISION","E","1","5,239","6,154","85.13162170946%"
"2020-03-01","B DIVISION","E","2","1,352","1,466","92.22373806276%"
"2020-03-01","B DIVISION","F","1","4,656","5,875","79.25106382979%"
"2020-03-01","B DIVISION","F","2","1,205","1,451","83.04617505169%"
"2020-03-01","B DIVISION","FS","1","3,518","3,540","99.37853107345%"
"2020-03-01","B DIVISION","FS","2","1,462","1,470","99.45578231293%"
"2020-03-01","B DIVISION","G","1","3,476","4,350","79.90804597701%"
"2020-03-01","B DIVISION","G","2","1,571","1,785","88.01120448179%"
"2020-03-01","B DIVISION","H","1","2,461","2,520","97.65873015873%"
"2020-03-01","B DIVISION","H","2","1,059","1,075","98.51162790698%"
"2020-03-01","B DIVISION","J","1","3,639","4,184","86.9741873805%"
"2020-03-01","B DIVISION","J","2","1,320","1,550","85.16129032258%"
"2020-03-01","B DIVISION","L","1","6,895","7,554","91.27614508869%"
"2020-03-01","B DIVISION","L","2","1,817","1,828","99.39824945295%"
"2020-03-01","B DIVISION","M","1","3,866","4,387","88.12400273535%"
"2020-03-01","B DIVISION","M","2","1,617","1,913","84.52692106639%"
"2020-03-01","B DIVISION","N","1","4,867","6,900","70.53623188406%"
"2020-03-01","B DIVISION","N","2","1,128","1,560","72.30769230769%"
"2020-03-01","B DIVISION","Q","1","3,942","4,728","83.37563451777%"
"2020-03-01","B DIVISION","Q","2","2,030","2,312","87.80276816609%"
"2020-03-01","B DIVISION","R","1","3,523","4,230","83.28605200946%"
"2020-03-01","B DIVISION","R","2","1,416","1,504","94.14893617021%"
"2020-04-01","A DIVISION","1","1","3,851","4,030","95.55831265509%"
"2020-04-01","A DIVISION","1","2","1,024","1,168","87.67123287671%"
"2020-04-01","A DIVISION","2","1","3,236","3,729","86.77929739877%"
"2020-04-01","A DIVISION","2","2","541","1,048","51.62213740458%"
"2020-04-01","A DIVISION","3","1","2,534","2,756","91.94484760522%"
"2020-04-01","A DIVISION","3","2","452","652","69.32515337423%"
"2020-04-01","A DIVISION","4","1","3,643","3,930","92.69720101781%"
"2020-04-01","A DIVISION","4","2","849","1,068","79.49438202247%"
"2020-04-01","A DIVISION","5","1","2,507","2,769","90.53810039726%"
"2020-04-01","A DIVISION","5","2","700","836","83.73205741627%"
"2020-04-01","A DIVISION","6","1","3,603","3,926","91.77279673968%"
"2020-04-01","A DIVISION","6","2","804","1,128","71.27659574468%"
"2020-04-01","A DIVISION","7","1","3,486","4,196","83.07912297426%"
"2020-04-01","A DIVISION","7","2","1,050","1,628","64.49631449631%"
"2020-04-01","B DIVISION","A","1","2,295","2,602","88.20138355111%"
"2020-04-01","B DIVISION","D","1","2,842","3,146","90.33693579148%"
"2020-04-01","B DIVISION","D","2","720","924","77.92207792208%"
"2020-04-01","B DIVISION","E","1","2,504","2,808","89.17378917379%"
"2020-04-01","B DIVISION","E","2","667","840","79.40476190476%"
"2020-04-01","B DIVISION","F","1","2,486","2,808","88.53276353276%"
"2020-04-01","B DIVISION","F","2","632","836","75.5980861244%"
"2020-04-01","B DIVISION","FS","1","3,053","3,068","99.5110821382%"
"2020-04-01","B DIVISION","FS","2","846","848","99.7641509434%"
"2020-04-01","B DIVISION","G","1","2,455","3,440","71.36627906977%"
"2020-04-01","B DIVISION","G","2","816","1,023","79.76539589443%"
"2020-04-01","B DIVISION","H","1","1,800","1,820","98.9010989011%"
"2020-04-01","B DIVISION","H","2","623","626","99.52076677316%"
"2020-04-01","B DIVISION","J","1","2,375","3,068","77.41199478488%"
"2020-04-01","B DIVISION","J","2","673","896","75.11160714286%"
"2020-04-01","B DIVISION","L","1","3,131","3,263","95.9546429666%"
"2020-04-01","B DIVISION","L","2","569","576","98.78472222222%"
"2020-04-01","B DIVISION","M","1","2,359","2,916","80.89849108368%"
"2020-04-01","B DIVISION","M","2","641","1,110","57.74774774775%"
"2020-04-01","B DIVISION","N","1","2,245","3,198","70.20012507817%"
"2020-04-01","B DIVISION","N","2","485","944","51.37711864407%"
"2020-04-01","B DIVISION","Q","1","2,834","3,276","86.50793650794%"
"2020-04-01","B DIVISION","Q","2","808","1,088","74.26470588235%"
"2020-04-01","B DIVISION","R","1","2,374","2,808","84.54415954416%"
"2020-04-01","B DIVISION","R","2","715","864","82.75462962963%"
"2020-05-01","A DIVISION","1","1","6,027","6,200","97.20967741935%"
"2020-05-01","A DIVISION","1","2","3,068","3,194","96.05510331872%"
"2020-05-01","A DIVISION","2","1","5,997","6,480","92.5462962963%"
"2020-05-01","A DIVISION","2","2","2,316","2,866","80.8094905792%"
"2020-05-01","A DIVISION","3","1","5,369","5,732","93.66713189114%"
"2020-05-01","A DIVISION","3","2","1,626","1,814","89.6361631753%"
"2020-05-01","A DIVISION","4","1","6,980","7,400","94.32432432432%"
"2020-05-01","A DIVISION","4","2","2,584","2,922","88.43258042437%"
"2020-05-01","A DIVISION","5","1","3,833","4,266","89.84997655884%"
"2020-05-01","A DIVISION","5","2","2,186","2,305","94.83731019523%"
"2020-05-01","A DIVISION","6","1","5,893","6,300","93.53968253968%"
"2020-05-01","A DIVISION","6","2","2,912","3,082","94.48410123297%"
"2020-05-01","A DIVISION","7","1","6,578","6,669","98.63547758285%"
"2020-05-01","A DIVISION","7","2","4,022","4,236","94.94806421152%"
"2020-05-01","B DIVISION","A","1","5,317","5,718","92.98705841203%"
"2020-05-01","B DIVISION","A","2","2,856","3,086","92.54698639015%"
"2020-05-01","B DIVISION","C","1","3,075","3,244","94.79038224414%"
"2020-05-01","B DIVISION","C","2","1,569","1,710","91.75438596491%"
"2020-05-01","B DIVISION","D","1","4,683","4,984","93.9606741573%"
"2020-05-01","B DIVISION","D","2","2,370","2,532","93.6018957346%"
"2020-05-01","B DIVISION","E","1","4,185","4,320","96.875%"
"2020-05-01","B DIVISION","E","2","2,222","2,304","96.44097222222%"
"2020-05-01","B DIVISION","F","1","4,022","4,319","93.12340819634%"
"2020-05-01","B DIVISION","F","2","2,123","2,292","92.62652705061%"
"2020-05-01","B DIVISION","FS","1","4,694","4,720","99.44915254237%"
"2020-05-01","B DIVISION","FS","2","2,301","2,318","99.26660914582%"
"2020-05-01","B DIVISION","G","1","4,123","4,280","96.33177570093%"
"2020-05-01","B DIVISION","G","2","2,366","2,537","93.25975561687%"
"2020-05-01","B DIVISION","H","1","2,752","2,798","98.35596854896%"
"2020-05-01","B DIVISION","H","2","1,614","1,643","98.23493609251%"
"2020-05-01","B DIVISION","J","1","4,539","4,720","96.16525423729%"
"2020-05-01","B DIVISION","J","2","2,371","2,452","96.69657422512%"
"2020-05-01","B DIVISION","L","1","5,247","5,308","98.85079125848%"
"2020-05-01","B DIVISION","L","2","4,943","5,166","95.683313976%"
"2020-05-01","B DIVISION","M","1","4,305","4,400","97.84090909091%"
"2020-05-01","B DIVISION","M","2","2,482","2,516","98.64864864865%"
"2020-05-01","B DIVISION","N","1","4,526","5,064","89.37598736177%"
"2020-05-01","B DIVISION","N","2","2,001","2,586","77.37819025522%"
"2020-05-01","B DIVISION","Q","1","6,047","6,300","95.98412698413%"
"2020-05-01","B DIVISION","Q","2","2,765","2,984","92.66085790885%"
"2020-05-01","B DIVISION","R","1","4,109","4,324","95.02775208141%"
"2020-05-01","B DIVISION","R","2","2,234","2,376","94.02356902357%"
"2020-06-01","A DIVISION","1","1","9,645","9,982","96.62392306151%"
"2020-06-01","A DIVISION","1","2","2,233","2,336","95.59075342466%"
"2020-06-01","A DIVISION","2","1","6,428","7,120","90.2808988764%"
"2020-06-01","A DIVISION","2","2","1,696","2,092","81.0707456979%"
"2020-06-01","A DIVISION","3","1","6,087","6,512","93.47358722359%"
"2020-06-01","A DIVISION","3","2","1,162","1,304","89.11042944785%"
"2020-06-01","A DIVISION","4","1","7,410","8,140","91.03194103194%"
"2020-06-01","A DIVISION","4","2","1,728","2,136","80.89887640449%"
"2020-06-01","A DIVISION","5","1","5,936","6,626","89.58647751283%"
"2020-06-01","A DIVISION","5","2","1,501","1,556","96.46529562982%"
"2020-06-01","A DIVISION","6","1","10,968","11,715","93.62355953905%"
"2020-06-01","A DIVISION","6","2","2,130","2,256","94.41489361702%"
"2020-06-01","A DIVISION","7","1","12,821","13,568","94.49439858491%"
"2020-06-01","A DIVISION","7","2","2,863","3,054","93.7459070072%"
"2020-06-01","B DIVISION","A","1","6,740","7,538","89.41363756965%"
"2020-06-01","B DIVISION","A","2","2,131","2,249","94.75322365496%"
"2020-06-01","B DIVISION","B","1","2,847","3,332","85.44417767107%"
"2020-06-01","B DIVISION","C","1","3,251","3,553","91.50014072615%"
"2020-06-01","B DIVISION","C","2","1,176","1,248","94.23076923077%"
"2020-06-01","B DIVISION","D","1","5,480","6,108","89.71840209561%"
"2020-06-01","B DIVISION","D","2","1,728","1,848","93.50649350649%"
"2020-06-01","B DIVISION","E","1","7,899","8,402","94.01333015949%"
"2020-06-01","B DIVISION","E","2","1,517","1,680","90.29761904762%"
"2020-06-01","B DIVISION","F","1","5,960","6,644","89.70499698977%"
"2020-06-01","B DIVISION","F","2","1,444","1,672","86.36363636364%"
"2020-06-01","B DIVISION","FS","1","5,162","5,192","99.42218798151%"
"2020-06-01","B DIVISION","FS","2","1,695","1,696","99.94103773585%"
"2020-06-01","B DIVISION","G","1","5,635","5,970","94.38860971524%"
"2020-06-01","B DIVISION","G","2","1,708","1,852","92.22462203024%"
"2020-06-01","B DIVISION","H","1","3,409","3,471","98.21377124748%"
"2020-06-01","B DIVISION","H","2","1,178","1,185","99.40928270042%"
"2020-06-01","B DIVISION","J","1","5,683","5,921","95.98040871474%"
"2020-06-01","B DIVISION","J","2","1,437","1,604","89.5885286783%"
"2020-06-01","B DIVISION","L","1","6,908","7,114","97.10430137757%"
"2020-06-01","B DIVISION","L","2","3,401","3,626","93.79481522339%"
"2020-06-01","B DIVISION","M","1","5,562","5,888","94.46331521739%"
"2020-06-01","B DIVISION","M","2","1,798","1,820","98.79120879121%"
"2020-06-01","B DIVISION","N","1","7,713","9,324","82.72200772201%"
"2020-06-01","B DIVISION","N","2","1,326","1,836","72.22222222222%"
"2020-06-01","B DIVISION","Q","1","6,391","6,929","92.23553182277%"
"2020-06-01","B DIVISION","Q","2","1,877","2,176","86.25919117647%"
